Br Usd Category Group
1 2 1 1
0 0 2 1
1 0 1 2
-4 -6 2 1
-13 -5 2 2
-6 -2 2 2
-3 -1 2 1
-7 -4 2 2
-8 -2 2 2
-5 -1 2 2
-13 -2 2 1
-17 -4 2 2
-11 -3 2 2
-10 -2 2 2
-7 -1 2 2
9 11 1 1
-6 4 2 2
-5 1 2 2
-5 0 2 2
-6 0 2 2
-4 0 2 2
-7 -23 2 1
3 -13 1 2
-6 -10 2 2
-5 -7 2 2
-5 -6 2 2
-6 -5 2 2
-4 -4 2 2
8 7 1 1
1 -16 1 2
6 -3 1 2
-1 -4 2 2
-2 -4 2 2
-2 -3 2 2
-3 -3 2 2
-10 1 2 1
-1 11 2 2
-4 -6 2 2
0 0 2 2
-3 -2 2 2
-3 -2 2 2
-4 -2 2 2
-7 -4 2 1
-11 -1 2 2
-1 4 2 2
-3 -5 2 2
0 -1 2 2
-3 -2 2 2
-3 -2 2 2
20 -11 1 1
8 -12 1 2
2 -5 1 2
4 0 1 2
1 -6 1 2
3 -2 1 2
0 -3 2 2
11 13 1 1
30 2 1 2
9 1 1 2
5 1 1 2
6 3 1 2
3 -2 1 2
4 0 1 2
-3 -31 2 1
3 -19 1 2
11 -15 1 2
3 -10 1 2
1 -7 1 2
3 -4 1 2
1 -7 1 2
-7 22 2 1
-18 -10 2 2
-6 1 2 2
2 -3 1 2
-1 -2 2 2
-2 -1 2 2
0 1 2 2
-6 -15 2 1
-11 -2 2 2
-11 -17 2 2
-6 -7 2 2
0 -8 2 2
-2 -7 2 2
-2 -5 2 2
7 44 1 1
1 28 1 2
-2 21 2 2
-5 3 2 2
-2 6 2 2
2 2 1 2
0 2 2 2
0 122 2 1
11 166 1 2
3 75 1 2
0 55 2 2
-3 33 2 2
-1 29 2 2
2 22 1 2
11 7 1 1
10 129 1 2
11 87 1 2
5 53 1 2
2 43 1 2
0 28 2 2
1 25 1 2
-8 -17 2 1
7 -10 1 2
3 56 1 2
6 52 1 2
3 35 1 2
1 31 1 2
-1 20 2 2
4 -22 1 1
-4 -34 2 2
6 -13 1 2
3 32 1 2
5 35 1 2
3 25 1 2
2 23 1 2
6 -3 1 1
10 -25 1 2
1 -18 1 2
6 -10 1 2
4 23 1 2
5 27 1 2
4 20 1 2
16 -57 1 1
24 -55 1 2
14 -39 1 2
7 -30 1 2
9 -20 1 2
7 8 1 2
8 14 1 2
-8 13 2 1
11 -43 1 2
10 -21 1 2
8 -21 1 2
4 -19 1 2
6 -13 1 2
5 9 1 2
1 23 1 1
-8 42 2 2
6 -7 1 2
7 -4 1 2
6 -9 1 2
3 -9 1 2
5 -6 1 2
