Br Usd Category Group
-14 -19 2 1
24 38 1 1
14 17 1 2
-9 -6 2 1
14 31 1 2
2 5 1 2
-7 6 2 1
-17 0 2 2
3 18 1 2
-2 5 2 2
-5 5 2 1
-14 13 2 2
-12 3 2 2
-1 15 2 2
-3 6 2 2
-10 12 2 1
-20 18 2 2
-14 13 2 2
-13 6 2 2
-4 14 2 2
-5 7 2 2
2 18 1 1
-7 33 2 2
-9 19 2 2
-9 15 2 2
-9 10 2 2
-3 15 2 2
-4 9 2 2
17 -8 1 1
19 11 1 2
5 13 1 2
0 11 2 2
-2 10 2 2
-4 7 2 2
1 12 1 2
-19 1 2 1
0 -10 2 2
1 5 1 2
-2 8 2 2
-4 8 2 2
-5 8 2 2
-6 5 2 2
-3 -10 2 1
-20 -7 2 2
-1 -9 2 2
0 0 2 2
-2 4 2 2
-4 4 2 2
-5 5 2 2
-2 -11 2 1
-5 -23 2 2
-11 -10 2 2
-1 -11 2 2
0 -3 2 2
-2 1 2 2
-3 1 2 2
0 5 2 1
-2 -2 2 2
-3 -7 2 2
-7 -4 2 2
-1 -6 2 2
0 -1 2 2
-2 2 2 2
17 -4 1 1
15 1 1 2
7 -3 1 2
3 -6 1 2
-2 -4 2 2
2 -5 1 2
2 -1 1 2
2 5 1 1
15 2 1 2
7 3 1 2
4 0 1 2
2 -3 1 2
-2 -2 2 2
2 -4 1 2
-9 4 2 1
-7 12 2 2
3 4 1 2
2 4 1 2
1 2 1 2
0 -1 2 2
-3 -1 2 2
14 -9 1 1
5 -5 1 2
3 1 1 2
7 0 1 2
5 1 1 2
3 -1 1 2
2 -3 1 2
3 -5 1 1
19 -14 1 2
5 -5 1 2
4 -1 1 2
6 -1 1 2
5 0 1 2
4 -1 1 2
-2 -3 2 1
0 -7 2 2
8 -8 1 2
2 -4 1 2
2 -1 1 2
4 -2 1 2
3 -1 1 2
9 -18 1 1
7 -22 1 2
4 -13 1 2
8 -12 1 2
4 -8 1 2
3 -5 1 2
5 -5 1 2
43 -5 1 1
51 -25 1 2
25 -15 1 2
17 -11 1 2
17 -10 1 2
12 -8 1 2
10 -5 1 2
-29 16 2 1
15 11 1 2
12 -4 1 2
7 -4 1 2
6 -4 1 2
8 -5 1 2
5 -4 1 2
9 -4 1 1
-20 12 2 2
12 3 1 2
11 -4 1 2
8 -4 1 2
6 -4 1 2
8 -5 1 2
-10 11 2 1
0 6 2 2
-14 11 2 2
5 6 1 2
6 -1 1 2
4 -1 1 2
4 -2 1 2
19 -6 1 1
14 5 1 2
12 0 1 2
-2 5 2 2
10 3 1 2
10 -2 1 2
8 -2 1 2
