Br Usd Category Group
4 -15 1 1
31 11 1 1
35 -8 1 2
-2 9 2 1
20 20 1 2
12 0 1 2
0 -3 2 1
-4 3 2 2
9 8 1 2
7 -1 1 2
15 0 1 1
9 -6 1 2
2 0 1 2
9 4 1 2
8 -2 1 2
0 -11 2 1
7 -8 1 2
0 -7 2 2
-1 -3 2 2
4 1 1 2
4 -3 1 2
0 15 2 1
4 2 1 2
5 2 1 2
1 -1 1 2
0 1 2 2
4 3 1 2
4 0 1 2
-13 -2 2 1
-15 15 2 2
-5 1 2 2
-1 1 2 2
-3 -1 2 2
-3 1 2 2
1 3 1 2
2 15 1 1
-11 13 2 2
-7 15 2 2
-3 5 2 2
-1 5 2 2
-2 3 2 2
-2 3 2 2
35 0 1 1
39 13 1 2
13 6 1 2
8 9 1 2
7 4 1 2
7 3 1 2
5 2 1 2
4 -10 1 1
42 -10 1 2
23 2 1 2
11 1 1 2
8 5 1 2
7 1 1 2
7 1 1 2
15 -11 1 1
13 -21 1 2
25 -10 1 2
18 -3 1 2
10 -2 1 2
8 1 1 2
7 -1 1 2
-7 -41 2 1
13 -52 1 2
5 -31 1 2
16 -20 1 2
13 -12 1 2
8 -10 1 2
6 -6 1 2
2 -10 1 1
-4 -51 2 2
8 -31 1 2
4 -24 1 2
13 -18 1 2
11 -12 1 2
7 -10 1 2
-13 -8 2 1
-11 -16 2 2
-9 -29 2 2
1 -23 1 2
0 -19 2 2
7 -16 1 2
7 -11 1 2
13 -17 1 1
0 -24 2 2
1 -16 1 2
-1 -25 2 2
4 -21 1 2
3 -19 1 2
8 -16 1 2
-17 26 2 1
-4 7 2 2
-9 0 2 2
-5 -3 2 2
-5 -12 2 2
0 -12 2 2
-1 -12 2 2
55 -24 1 1
37 3 1 2
25 -8 1 2
12 -8 1 2
10 -8 1 2
7 -15 1 2
9 -14 1 2
17 9 1 1
72 -18 1 2
27 4 1 2
23 -4 1 2
14 -5 1 2
11 -5 1 2
8 -11 1 2
-6 15 2 1
15 20 1 2
35 -4 1 2
17 6 1 2
16 0 1 2
10 -2 1 2
9 -3 1 2
-20 33 2 1
-26 50 2 2
-2 28 2 2
17 9 1 2
8 14 1 2
9 7 1 2
5 5 1 2
41 -24 1 1
24 9 1 2
9 13 1 2
13 10 1 2
23 1 1 2
15 6 1 2
15 2 1 2
-11 4 2 1
24 -16 1 2
3 9 1 2
0 11 2 2
5 10 1 2
15 2 1 2
10 6 1 2
37 -12 1 1
13 -7 1 2
24 -14 1 2
10 2 1 2
6 6 1 2
9 6 1 2
17 0 1 2
