Br Usd Category Group
10 -73 1 1
-8 -54 2 1
3 -127 1 2
-5 -21 2 1
-17 -81 2 2
-3 -77 2 2
15 28 1 1
7 7 1 2
-3 -27 2 2
2 -42 1 2
3 -4 1 1
13 16 1 2
3 -3 1 2
-2 -22 2 2
1 -35 1 2
-24 -2 2 1
-20 -17 2 2
-5 1 2 2
-6 -6 2 2
-8 -20 2 2
-4 -30 2 2
-34 20 2 1
-57 15 2 2
-27 0 2 2
-15 6 2 2
-13 0 2 2
-13 -12 2 2
-9 -22 2 2
12 -23 1 1
-19 -3 2 2
-21 -4 2 2
-13 -8 2 2
-7 -1 2 2
-7 -5 2 2
-8 -14 2 2
19 48 1 1
32 25 1 2
1 22 1 2
-7 13 2 2
-5 6 2 2
-2 9 2 2
-3 4 2 2
7 17 1 1
29 65 1 2
21 21 1 2
4 21 1 2
-3 14 2 2
-2 8 2 2
0 10 2 2
17 31 1 1
25 67 1 2
24 57 1 2
20 31 1 2
8 28 1 2
1 21 1 2
2 15 1 2
5 -10 1 1
20 14 1 2
14 25 1 2
17 33 1 2
16 19 1 2
7 19 1 2
2 15 1 2
-5 0 2 1
-5 -10 2 2
5 7 1 2
6 17 1 2
10 24 1 2
11 15 1 2
4 16 1 2
27 -29 1 1
25 -33 1 2
13 -22 1 2
13 -6 1 2
12 4 1 2
14 13 1 2
14 7 1 2
25 8 1 1
52 -20 1 2
25 -12 1 2
17 -12 1 2
16 -3 1 2
15 5 1 2
16 12 1 2
10 1 1 1
37 8 1 2
32 -10 1 2
21 -8 1 2
16 -9 1 2
15 -2 1 2
14 4 1 2
-7 -41 2 1
5 -43 1 2
16 -18 1 2
20 -21 1 2
14 -17 1 2
11 -16 1 2
12 -9 1 2
52 16 1 1
45 -33 1 2
28 -18 1 2
28 -9 1 2
28 -14 1 2
22 -12 1 2
18 -12 1 2
18 28 1 1
74 41 1 2
33 -4 1 2
26 -4 1 2
26 -1 1 2
27 -6 1 2
22 -6 1 2
-3 29 2 1
15 58 1 2
35 35 1 2
21 7 1 2
19 5 1 2
20 5 1 2
22 0 1 2
15 -13 1 1
12 21 1 2
15 24 1 2
28 21 1 2
20 3 1 2
18 2 1 2
20 3 1 2
20 -16 1 1
33 -29 1 2
15 2 1 2
16 11 1 2
26 12 1 2
19 -1 1 2
18 -1 1 2
-7 -18 2 1
15 -34 1 2
14 -23 1 2
8 -4 1 2
11 4 1 2
20 6 1 2
15 -4 1 2
7 17 1 1
3 -1 1 2
12 -9 1 2
13 -10 1 2
9 1 1 2
11 6 1 2
18 7 1 2
