Br Usd Category Group
-5 2 2 1
5 -39 1 1
-10 -36 2 2
-34 12 2 1
-27 -27 2 2
-21 -12 2 2
22 -14 1 1
-10 -2 2 2
-2 -20 2 2
-6 -13 2 2
27 -15 1 1
48 -26 1 2
8 -7 1 2
7 -18 1 2
2 -13 1 2
-12 42 2 1
19 27 1 2
20 8 1 2
2 9 1 2
3 -3 1 2
0 -2 2 2
9 -11 1 1
-5 34 2 2
13 9 1 2
15 2 1 2
3 5 1 2
4 -4 1 2
1 -3 1 2
10 -2 1 1
19 -15 1 2
3 15 1 2
12 5 1 2
14 1 1 2
5 3 1 2
5 -4 1 2
-27 9 2 1
-20 8 2 2
-6 -2 2 2
-9 13 2 2
1 6 1 2
5 3 1 2
-1 4 2 2
7 -22 1 1
-19 -13 2 2
-6 -7 2 2
-1 -9 2 2
-4 5 2 2
3 1 1 2
6 -1 1 2
-3 -16 2 1
-2 -37 2 2
-14 -14 2 2
-7 -10 2 2
-3 -10 2 2
-5 1 2 2
1 -2 1 2
-3 -4 2 1
-7 -22 2 2
-3 -21 2 2
-10 -11 2 2
-6 -9 2 2
-3 -9 2 2
-5 0 2 2
7 12 1 1
3 4 1 2
0 -7 2 2
1 -11 1 2
-6 -6 2 2
-3 -5 2 2
-1 -7 2 2
9 14 1 1
14 26 1 2
5 9 1 2
2 0 1 2
2 -5 1 2
-3 -2 2 2
-2 -2 2 2
19 1 1 1
26 13 1 2
15 13 1 2
9 6 1 2
6 0 1 2
5 -4 1 2
0 -2 2 2
-17 1 2 1
0 2 2 2
3 7 1 2
4 9 1 2
2 5 1 2
1 0 1 2
1 -3 1 2
29 -7 1 1
10 -4 1 2
14 -1 1 2
11 3 1 2
10 5 1 2
7 3 1 2
5 -1 1 2
-9 16 2 1
21 14 1 2
1 8 1 2
6 6 1 2
6 8 1 2
6 9 1 2
5 6 1 2
0 3 2 1
-9 22 2 2
10 10 1 2
1 7 1 2
5 6 1 2
5 7 1 2
5 8 1 2
-12 14 2 1
-12 16 2 2
-10 17 2 2
3 11 1 2
-3 9 2 2
1 7 1 2
2 8 1 2
-7 5 2 1
-19 18 2 2
-9 10 2 2
-9 13 2 2
0 9 2 2
-3 8 2 2
0 7 2 2
0 -1 2 1
-7 7 2 2
-9 11 2 2
-6 8 2 2
-7 10 2 2
0 8 2 2
-3 7 2 2
14 -37 1 1
14 -38 1 2
3 -15 1 2
-2 -5 2 2
-1 -4 2 2
-3 1 2 2
3 0 1 2
-3 24 2 1
12 -10 1 2
6 -5 1 2
2 -1 1 2
-2 3 2 2
-1 3 2 2
-3 5 2 2
