Br Usd Category Group
-4 2 2 1
-4 5 2 1
-6 10 2 2
-5 4 2 1
-4 10 2 2
-3 7 2 2
29 14 1 1
26 19 1 2
13 12 1 2
8 10 1 2
-2 -2 2 1
26 12 1 2
11 9 1 2
8 8 1 2
5 7 1 2
-17 4 2 1
-15 -1 2 2
7 6 1 2
3 6 1 2
3 6 1 2
2 6 1 2
12 0 1 1
-4 2 2 2
-1 -1 2 2
9 4 1 2
6 4 1 2
5 5 1 2
4 5 1 2
-16 -3 2 1
-5 -4 2 2
-10 -1 2 2
-6 -2 2 2
2 2 1 2
1 3 1 2
1 3 1 2
0 0 2 1
-9 -9 2 2
1 -5 1 2
-4 -3 2 2
-3 -3 2 2
3 0 1 2
2 1 1 2
1 4 1 1
-6 1 2 2
-7 -4 2 2
-1 -3 2 2
-5 -2 2 2
-3 -2 2 2
2 0 1 2
-16 -2 2 1
-15 2 2 2
-11 0 2 2
-10 -3 2 2
-5 -3 2 2
-7 -2 2 2
-5 -2 2 2
10 7 1 1
-4 5 2 2
-1 4 2 2
-3 2 2 2
-5 -1 2 2
-1 -1 2 2
-4 0 2 2
1 -1 1 1
12 6 1 2
-1 2 2 2
0 3 2 2
-2 1 2 2
-3 -1 2 2
-1 -1 2 2
6 -2 1 1
1 -6 1 2
6 0 1 2
0 0 2 2
0 1 2 2
-1 0 2 2
-3 -2 2 2
-10 0 2 1
-5 -3 2 2
-5 -3 2 2
0 0 2 2
-3 0 2 2
-2 0 2 2
-3 0 2 2
9 -2 1 1
0 0 2 2
2 -1 1 2
0 -2 2 2
3 0 1 2
0 0 2 2
0 0 2 2
10 2 1 1
18 0 1 2
5 1 1 2
5 0 1 2
2 -1 1 2
4 0 1 2
1 0 1 2
11 -17 1 1
20 -15 1 2
14 -9 1 2
7 -5 1 2
6 -5 1 2
4 -4 1 2
5 -3 1 2
-10 19 2 1
-1 -2 2 2
4 0 1 2
5 -1 1 2
2 0 1 2
2 -1 1 2
1 -1 1 2
0 3 2 1
-9 22 2 2
0 0 2 2
3 1 1 2
4 0 1 2
2 1 1 2
2 0 1 2
-1 -6 2 1
-2 -7 2 2
-5 6 2 2
-1 -3 2 2
2 -2 1 2
3 -2 1 2
1 -1 1 2
-4 3 2 1
-7 -1 2 2
-4 -1 2 2
-6 6 2 2
-2 -1 2 2
0 -1 2 2
1 -1 1 2
