Br Usd Category Group
-22 -22 2 1
-55 28 2 1
-72 2 2 2
-14 -11 2 1
-75 13 2 2
-46 -6 2 2
24 -22 1 1
17 -33 1 2
-22 -4 2 2
-20 -12 2 2
-7 7 2 1
17 -15 1 2
5 -13 1 2
-17 -1 2 2
-17 -7 2 2
19 -25 1 1
14 -21 1 2
19 -22 1 2
10 -18 1 2
-8 -8 2 2
-10 -11 2 2
-27 14 2 1
-10 -11 2 2
-8 -4 2 2
3 -10 1 2
0 -10 2 2
-12 -3 2 2
-13 -7 2 2
55 -3 1 1
27 11 1 2
22 -7 1 2
13 -3 1 2
16 -8 1 2
11 -9 1 2
-1 -3 2 2
-15 21 2 1
40 19 1 2
6 16 1 2
10 2 1 2
6 3 1 2
10 -2 1 2
7 -4 1 2
5 6 1 1
-7 27 2 2
24 12 1 2
7 13 1 2
9 3 1 2
7 3 1 2
9 -1 1 2
21 -12 1 1
26 -6 1 2
7 7 1 2
23 4 1 2
10 7 1 2
12 0 1 2
9 1 1 2
54 -35 1 1
137 -47 1 2
71 -21 1 2
43 -7 1 2
46 -6 1 2
32 -2 1 2
29 -6 1 2
-10 -2 2 1
61 -38 1 2
72 -25 1 2
50 -15 1 2
34 -6 1 2
38 -5 1 2
27 -2 1 2
-42 15 2 1
-62 14 2 2
4 -11 1 2
30 -12 1 2
24 -7 1 2
17 -2 1 2
23 -2 1 2
-14 10 2 1
-47 31 2 2
-34 15 2 2
1 -2 1 2
21 -5 1 2
18 -3 1 2
13 1 1 2
-54 8 2 1
-61 18 2 2
-47 19 2 2
-38 12 2 2
-11 0 2 2
8 -2 1 2
7 -1 1 2
31 -22 1 1
-22 -13 2 2
-14 -2 2 2
-21 6 2 2
-21 4 2 2
-2 -4 2 2
12 -5 1 2
29 3 1 1
60 -19 1 2
3 -5 1 2
0 0 2 2
-8 5 2 2
-11 4 2 2
3 -3 1 2
-2 -6 2 1
27 -3 1 2
29 -12 1 2
2 -5 1 2
0 -1 2 2
-7 3 2 2
-9 2 2 2
-8 20 2 1
-19 14 2 2
5 9 1 2
14 -2 1 2
-3 1 2 2
-4 3 2 2
-9 6 2 2
-8 6 2 1
-19 26 2 2
-14 10 2 2
0 8 2 2
8 0 1 2
-4 2 2 2
-5 3 2 2
-8 -6 2 1
-19 -2 2 2
-14 9 2 2
-13 4 2 2
-3 4 2 2
4 -1 1 2
-5 0 2 2
15 12 1 1
10 3 1 2
0 4 2 2
-3 9 2 2
-5 5 2 2
2 5 1 2
7 0 1 2
2 28 1 1
10 39 1 2
3 15 1 2
-2 11 2 2
-4 14 2 2
-5 10 2 2
1 9 1 2
