Br Usd Category Group
-28 -35 2 1
27 -85 1 1
2 -138 1 2
52 -405 1 1
74 -493 1 2
24 -272 1 2
7 169 1 1
64 -245 1 2
43 -167 1 2
20 -128 1 2
-17 74 2 1
-15 231 2 2
21 -93 1 2
21 -92 1 2
10 -82 1 2
-27 46 2 1
-47 124 2 2
-22 141 2 2
4 -46 1 2
8 -57 1 2
2 -56 1 2
-74 -12 2 1
-103 44 2 2
-62 61 2 2
-40 93 2 2
-16 -35 2 2
-9 -46 2 2
-11 -47 2 2
20 116 1 1
-60 108 2 2
-45 82 2 2
-37 81 2 2
-27 101 2 2
-10 -4 2 2
-5 -19 2 2
-5 56 2 1
15 175 1 2
-33 84 2 2
-32 75 2 2
-29 76 2 2
-23 93 2 2
-9 6 2 2
5 -83 1 1
0 -26 2 2
10 46 1 2
-20 28 2 2
-22 35 2 2
-22 44 2 2
-18 63 2 2
15 73 1 1
22 0 1 2
8 29 1 2
12 59 1 2
-11 42 2 2
-15 45 2 2
-16 51 2 2
7 54 1 1
22 128 1 2
14 27 1 2
8 37 1 2
11 58 1 2
-7 45 2 2
-11 47 2 2
-12 58 2 1
-2 117 2 2
7 95 1 2
7 39 1 2
4 44 1 2
7 59 1 2
-8 48 2 2
-37 240 2 1
-45 303 2 2
-18 182 2 2
-7 146 2 2
-3 91 2 2
-4 85 2 2
0 91 2 2
-3 -103 2 1
-44 103 2 2
-26 83 2 2
-14 75 2 2
-7 75 2 2
-4 45 2 2
-4 47 2 2
19 75 1 1
22 -58 1 2
-9 74 2 2
-9 71 2 2
-4 68 2 2
0 69 2 2
1 45 1 2
-12 -3 2 1
7 88 1 2
5 -22 1 2
-10 54 2 2
-10 57 2 2
-6 57 2 2
-2 60 2 2
27 -11 1 1
13 6 1 2
16 49 1 2
12 -12 1 2
-1 43 2 2
-3 47 2 2
-1 49 2 2
8 -4 1 1
29 -20 1 2
8 -1 1 2
11 29 1 2
9 -11 1 2
-1 33 2 2
-2 38 2 2
2 -78 1 1
7 -70 1 2
13 -43 1 2
4 -23 1 2
8 6 1 2
7 -22 1 2
-1 16 2 2
-13 15 2 1
-10 -56 2 2
-3 -24 2 2
5 -21 1 2
0 -12 2 2
4 9 1 2
4 -15 1 2
-3 44 2 1
-20 59 2 2
-8 -6 2 2
-4 -1 2 2
2 -5 1 2
-1 -1 2 2
2 15 1 2
3 19 1 1
-8 59 2 2
-13 37 2 2
-7 1 2 2
-4 3 2 2
1 -1 1 2
-2 2 2 2
-5 -11 2 1
-3 8 2 2
-8 24 2 2
-11 21 2 2
-7 -2 2 2
-5 0 2 2
-1 -3 2 2
