Br Usd Category Group
6 0 1 1
2 -2 1 1
5 -3 1 2
59 16 1 1
64 14 1 2
34 6 1 2
-19 -6 2 1
38 12 1 2
22 5 1 2
15 3 1 2
8 -32 1 1
-11 -39 2 2
23 -10 1 2
17 -7 1 2
14 -6 1 2
2 -4 1 1
13 -36 1 2
-3 -21 2 2
17 -8 1 2
14 -7 1 2
12 -6 1 2
-13 13 2 1
-10 13 2 2
1 -10 1 2
-6 -9 2 2
10 -2 1 2
9 -2 1 2
8 -2 1 2
6 10 1 1
-5 24 2 2
-1 12 2 2
3 -3 1 2
-2 -4 2 2
10 1 1 2
9 0 1 2
17 -5 1 1
24 5 1 2
6 9 1 2
5 6 1 2
7 -3 1 2
2 -4 1 2
11 0 1 2
3 -2 1 1
22 -7 1 2
14 2 1 2
6 6 1 2
5 4 1 2
6 -3 1 2
2 -4 1 2
22 -10 1 1
25 -12 1 2
22 -9 1 2
17 -2 1 2
10 2 1 2
9 1 1 2
9 -4 1 2
-8 -7 2 1
16 -17 1 2
10 -9 1 2
13 -8 1 2
11 -3 1 2
7 0 1 2
6 0 1 2
10 -20 1 1
3 -26 1 2
13 -18 1 2
10 -12 1 2
12 -11 1 2
11 -6 1 2
7 -3 1 2
6 -3 1 1
16 -24 1 2
5 -15 1 2
11 -13 1 2
9 -10 1 2
11 -9 1 2
10 -6 1 2
-11 15 2 1
-5 12 2 2
2 -4 1 2
-1 -5 2 2
6 -6 1 2
5 -5 1 2
7 -5 1 2
16 12 1 1
5 26 1 2
6 11 1 2
7 1 1 2
4 -1 1 2
8 -3 1 2
7 -3 1 2
5 -7 1 1
21 -1 1 2
5 6 1 2
5 3 1 2
6 -3 1 2
4 -3 1 2
7 -4 1 2
6 7 1 1
16 1 1 2
16 3 1 2
7 6 1 2
7 4 1 2
7 -1 1 2
5 -2 1 2
-8 -2 2 1
-2 5 2 2
4 -1 1 2
8 1 1 2
3 4 1 2
4 3 1 2
5 -1 1 2
14 -2 1 1
8 -3 1 2
7 2 1 2
8 -1 1 2
10 1 1 2
6 3 1 2
6 2 1 2
-27 2 2 1
-14 0 2 2
-10 0 2 2
-5 2 2 2
-1 0 2 2
2 1 1 2
0 3 2 2
5 -7 1 1
-24 -7 2 2
-6 -4 2 2
-6 -3 2 2
-3 0 2 2
0 -2 2 2
2 -1 1 2
-8 -4 2 1
-3 -12 2 2
-16 -6 2 2
-6 -4 2 2
-6 -4 2 2
-4 -1 2 2
-2 -2 2 2
-9 19 2 1
-19 14 2 2
-7 3 2 2
-14 2 2 2
-8 1 2 2
-7 1 2 2
-5 2 2 2
