Br Usd Category Group
13 6 1 1
-25 24 2 1
-12 27 2 2
16 -7 1 1
-7 15 2 2
3 9 1 2
5 2 1 1
20 -8 1 2
-1 7 2 2
3 6 1 2
-16 1 2 1
-10 -2 2 2
2 -6 1 2
-6 4 2 2
-1 4 2 2
-7 -15 2 1
-21 -17 2 2
-8 -10 2 2
0 -10 2 2
-6 -2 2 2
-2 -1 2 2
-58 5 2 1
-62 -13 2 2
-38 -7 2 2
-24 -6 2 2
-14 -7 2 2
-16 -1 2 2
-11 0 2 2
-28 21 2 1
-86 26 2 2
-45 4 2 2
-35 2 2 2
-25 1 2 2
-17 -1 2 2
-18 3 2 2
8 -7 1 1
-22 15 2 2
-41 10 2 2
-28 1 2 2
-25 0 2 2
-19 0 2 2
-13 -2 2 2
7 4 1 1
13 -4 1 2
-9 9 2 2
-25 8 2 2
-20 1 2 2
-19 1 2 2
-15 0 2 2
22 4 1 1
28 8 1 2
17 0 1 2
1 8 1 2
-14 7 2 2
-12 2 2 2
-12 1 2 2
-11 -3 2 1
12 1 1 2
9 2 1 2
8 -1 1 2
-2 5 2 2
-13 5 2 2
-12 1 2 2
-3 -2 2 1
-13 -4 2 2
5 0 1 2
5 1 1 2
5 -1 1 2
-2 4 2 2
-11 4 2 2
1 -2 1 1
-1 -4 2 2
-6 -3 2 2
4 -1 1 2
4 0 1 2
4 -1 1 2
-1 3 2 2
36 -20 1 1
40 -22 1 2
18 -12 1 2
9 -9 1 2
12 -5 1 2
11 -4 1 2
10 -4 1 2
5 -6 1 1
41 -24 1 2
22 -13 1 2
14 -9 1 2
8 -7 1 2
11 -5 1 2
10 -4 1 2
7 2 1 1
12 -5 1 2
24 -12 1 2
17 -8 1 2
12 -7 1 2
8 -6 1 2
10 -4 1 2
-5 -2 2 1
-1 0 2 2
2 -4 1 2
13 -8 1 2
11 -7 1 2
8 -6 1 2
5 -5 1 2
-5 1 2 1
-9 -2 2 2
-3 0 2 2
0 -2 2 2
9 -6 1 2
8 -5 1 2
6 -5 1 2
-16 13 2 1
-20 15 2 2
-12 6 2 2
-7 5 2 2
-4 2 2 2
4 -2 1 2
4 -2 1 2
0 -3 2 1
-18 9 2 2
-11 6 2 2
-9 3 2 2
-6 3 2 2
-3 1 2 2
3 -2 1 2
18 -18 1 1
20 -23 1 2
1 -5 1 2
-1 -3 2 2
-2 -3 2 2
-1 -2 2 2
0 -3 2 2
0 -6 2 1
20 -22 1 2
11 -13 1 2
1 -5 1 2
0 -3 2 2
-1 -3 2 2
0 -2 2 2
-7 2 2 1
-8 -3 2 2
6 -10 1 2
4 -8 1 2
-1 -3 2 2
-2 -2 2 2
-2 -2 2 2
