Br Usd Category Group
-6 -4 2 1
-21 5 2 1
-27 1 2 2
-10 6 2 1
-32 11 2 2
-19 4 2 2
-32 9 2 1
-41 15 2 2
-32 10 2 2
-23 5 2 2
29 6 1 1
-3 16 2 2
-6 11 2 2
-12 9 2 2
-10 6 2 2
-5 27 2 1
18 36 1 2
-7 23 2 2
-8 17 2 2
-12 14 2 2
-10 11 2 2
11 -8 1 1
5 19 1 2
14 14 1 2
-2 13 2 2
-4 11 2 2
-7 10 2 2
-7 8 2 2
-14 80 2 1
-3 78 2 2
-5 52 2 2
4 38 1 2
-5 31 2 2
-6 26 2 2
-8 23 2 2
-19 -42 2 1
-35 37 2 2
-12 18 2 2
-10 21 2 2
-2 18 2 2
-8 16 2 2
-8 15 2 2
-2 -7 2 1
-22 -51 2 2
-19 14 2 2
-9 9 2 2
-8 13 2 2
-2 13 2 2
-7 12 2 2
-14 12 2 1
-13 8 2 2
-17 -18 2 2
-16 14 2 2
-10 10 2 2
-9 14 2 2
-4 13 2 2
-26 -9 2 1
-40 -1 2 2
-19 -2 2 2
-20 -16 2 2
-19 8 2 2
-13 6 2 2
-12 9 2 2
10 -45 1 1
-11 -52 2 2
-13 -22 2 2
-8 -16 2 2
-11 -23 2 2
-12 -2 2 2
-8 -2 2 2
-19 -11 2 1
-11 -66 2 2
-16 -37 2 2
-15 -22 2 2
-11 -17 2 2
-13 -22 2 2
-14 -6 2 2
3 18 1 1
-13 4 2 2
-2 -26 2 2
-9 -19 2 2
-10 -13 2 2
-8 -11 2 2
-10 -16 2 2
3 14 1 1
8 32 1 2
-4 9 2 2
0 -12 2 2
-5 -11 2 2
-7 -7 2 2
-6 -7 2 2
3 -33 1 1
6 -19 1 2
6 0 1 2
-2 -5 2 2
1 -18 1 2
-4 -15 2 2
-5 -12 2 2
3 -5 1 1
8 -37 1 2
6 -12 1 2
5 -2 1 2
0 -5 2 2
2 -15 1 2
-2 -14 2 2
2 7 1 1
8 2 1 2
6 -15 1 2
5 -5 1 2
5 1 1 2
1 -2 1 2
2 -11 1 2
-14 5 2 1
-13 12 2 2
-3 3 2 2
-1 -8 2 2
0 -3 2 2
1 1 1 2
-2 -1 2 2
-23 7 2 1
-35 11 2 2
-17 9 2 2
-9 4 2 2
-6 -5 2 2
-4 -1 2 2
-2 2 2 2
-16 -9 2 1
-40 -3 2 2
-26 1 2 2
-17 3 2 2
-11 1 2 2
-8 -6 2 2
-6 -2 2 2
-3 0 2 1
-19 2 2 2
-22 4 2 2
-19 4 2 2
-14 5 2 2
-10 3 2 2
-7 -3 2 2
-21 -30 2 1
-23 -26 2 2
-19 -12 2 2
-21 -6 2 2
-19 -3 2 2
-15 -1 2 2
-11 -2 2 2
