Br Usd Category Group
-18 9 2 1
12 5 1 1
-8 14 2 2
-10 -14 2 1
0 -13 2 2
-10 -2 2 2
-12 1 2 1
-28 -7 2 2
-9 -3 2 2
-13 1 2 2
2 1 1 1
-10 2 2 2
-13 -3 2 2
-5 -2 2 2
-9 1 2 2
-10 7 2 1
-10 7 2 2
-11 4 2 2
-13 0 2 2
-7 0 2 2
-10 2 2 2
-26 4 2 1
-38 9 2 2
-19 4 2 2
-17 3 2 2
-17 0 2 2
-11 1 2 2
-13 2 2 2
26 4 1 1
2 7 1 2
-5 6 2 2
-3 4 2 2
-6 3 2 2
-8 1 2 2
-5 1 2 2
14 -3 1 1
40 -2 1 2
8 0 1 2
1 2 1 2
1 1 1 2
-2 1 2 2
-4 0 2 2
-26 -9 2 1
-12 -12 2 2
7 -6 1 2
-3 -3 2 2
-6 -1 2 2
-4 -1 2 2
-6 -1 2 2
4 -5 1 1
-18 -14 2 2
-2 -8 2 2
7 -5 1 2
-1 -3 2 2
-3 -2 2 2
-2 -1 2 2
14 7 1 1
16 2 1 2
-3 -3 2 2
3 -3 1 2
9 -2 1 2
2 -1 1 2
0 0 2 2
-12 0 2 1
2 8 1 2
2 2 1 2
-6 -2 2 2
-1 -2 2 2
4 -2 1 2
0 -1 2 2
16 2 1 1
2 0 1 2
8 4 1 2
6 1 1 2
-1 -1 2 2
2 -2 1 2
6 -1 1 2
-12 0 2 1
4 -1 1 2
-5 -1 2 2
1 2 1 2
2 0 1 2
-3 -2 2 2
0 -2 2 2
6 -31 1 1
-10 -31 2 2
3 -16 1 2
-3 -11 2 2
2 -6 1 2
2 -6 1 2
-2 -7 2 2
-8 12 2 1
2 -15 1 2
-7 -8 2 2
1 -6 1 2
-3 -5 2 2
0 -2 2 2
1 -2 1 2
8 -9 1 1
-2 0 2 2
4 -14 1 2
-3 -9 2 2
2 -7 1 2
-1 -6 2 2
1 -4 1 2
-10 -25 2 1
-2 -34 2 2
-6 -12 2 2
-1 -17 2 2
-5 -13 2 2
0 -11 2 2
-3 -9 2 2
0 9 2 1
-10 -17 2 2
-1 -13 2 2
-4 -6 2 2
-1 -11 2 2
-4 -9 2 2
0 -8 2 2
0 -15 2 1
6 -2 1 2
-2 -13 2 2
1 -12 1 2
-2 -7 2 2
1 -11 1 2
-2 -9 2 2
-44 11 2 1
-42 -3 2 2
-18 5 2 2
-15 -5 2 2
-10 -6 2 2
-10 -3 2 2
-6 -7 2 2
12 3 1 1
-30 15 2 2
-14 0 2 2
-7 4 2 2
-8 -3 2 2
-5 -4 2 2
-6 -2 2 2
0 4 2 1
10 7 1 2
-16 9 2 2
-10 1 2 2
-6 4 2 2
-7 -2 2 2
-4 -3 2 2
