Br Usd Category Group
0 18 2 1
-31 3 2 1
-33 20 2 2
35 -4 1 1
5 0 1 2
2 9 1 2
-5 14 2 1
36 10 1 2
3 7 1 2
2 11 1 2
-7 44 2 1
-15 55 2 2
13 25 1 2
-1 18 2 2
-1 18 2 2
-23 -4 2 1
-36 39 2 2
-22 25 2 2
-1 15 2 2
-8 13 2 2
-7 14 2 2
-28 5 2 1
-58 0 2 2
-35 22 2 2
-26 18 2 2
-10 13 2 2
-14 11 2 2
-12 12 2 2
10 -7 1 1
-13 -8 2 2
-21 -6 2 2
-19 10 2 2
-16 11 2 2
-5 8 2 2
-9 7 2 2
12 18 1 1
17 17 1 2
-3 8 2 2
-12 4 2 2
-12 14 2 2
-12 13 2 2
-3 10 2 2
-5 56 2 1
7 78 1 2
6 39 1 2
-4 25 2 2
-10 18 2 2
-11 23 2 2
-10 21 2 2
2 -38 1 1
5 29 1 2
8 26 1 2
7 17 1 2
0 12 2 2
-6 9 2 2
-7 15 2 2
-10 28 2 1
-5 -10 2 2
-1 29 2 2
3 26 1 2
4 20 1 2
-2 16 2 2
-6 12 2 2
7 23 1 1
2 48 1 2
3 5 1 2
3 26 1 2
5 25 1 2
5 20 1 2
1 16 1 2
-31 -17 2 1
-22 9 2 2
-13 17 2 2
-7 -1 2 2
-5 16 2 2
-1 17 2 2
0 14 2 2
15 -10 1 1
-15 -27 2 2
-2 0 2 2
-3 8 2 2
-1 -4 2 2
0 11 2 2
2 13 1 2
13 -12 1 1
38 -22 1 2
4 -19 1 2
6 -4 1 2
3 3 1 2
4 -5 1 2
4 7 1 2
-10 -6 2 1
5 -16 1 2
15 -13 1 2
0 -14 2 2
2 -4 1 2
1 2 1 2
2 -5 1 2
0 -6 2 1
-13 -14 2 2
1 -12 1 2
9 -12 1 2
-1 -13 2 2
1 -5 1 2
0 0 2 2
-2 9 2 1
-2 8 2 2
-7 0 2 2
0 -4 2 2
6 -5 1 2
-1 -8 2 2
1 -2 1 2
-8 9 2 1
-5 23 2 2
-2 11 2 2
-6 4 2 2
-1 1 2 2
4 -1 1 2
-1 -4 2 2
10 -4 1 1
2 6 1 2
2 10 1 2
2 6 1 2
-2 3 2 2
1 0 1 2
5 -2 1 2
3 -7 1 1
17 -11 1 2
4 0 1 2
4 4 1 2
3 3 1 2
0 1 2 2
2 -1 1 2
-3 3 2 1
2 -3 1 2
7 -4 1 2
2 1 1 2
2 4 1 2
2 3 1 2
-1 1 2 2
8 5 1 1
13 4 1 2
9 -1 1 2
10 -2 1 2
6 1 1 2
5 3 1 2
4 3 1 2
