Br Usd Category Group
0 4 2 1
28 -23 1 1
29 -19 1 2
21 -16 1 1
47 -39 1 2
24 -17 1 2
-22 21 2 1
-3 8 2 2
12 -7 1 2
8 -3 1 2
-18 0 2 1
-43 21 2 2
-12 4 2 2
1 -5 1 2
1 -3 1 2
-17 9 2 1
-33 9 2 2
-29 15 2 2
-13 6 2 2
-3 -1 2 2
-2 0 2 2
26 49 1 1
13 60 1 2
-2 30 2 2
-10 27 2 2
-2 17 2 2
3 9 1 2
3 8 1 2
1 -21 1 1
29 30 1 2
8 21 1 2
0 14 2 2
-7 16 2 2
-1 10 2 2
3 4 1 2
-1 -9 2 1
0 -40 2 2
14 5 1 2
5 7 1 2
-1 5 2 2
-6 9 2 2
-1 5 2 2
-18 16 2 1
-25 7 2 2
-12 -12 2 2
1 9 1 2
-2 9 2 2
-5 8 2 2
-9 10 2 2
8 3 1 1
-10 21 2 2
-8 6 2 2
-5 -6 2 2
3 8 1 2
0 9 2 2
-3 7 2 2
-11 -7 2 1
-4 -5 2 2
-11 7 2 2
-10 1 2 2
-7 -7 2 2
0 5 2 2
-2 6 2 2
4 5 1 1
-4 -2 2 2
1 0 1 2
-5 6 2 2
-6 2 2 2
-4 -4 2 2
1 5 1 2
18 -6 1 1
19 -2 1 2
6 -4 1 2
6 -2 1 2
0 3 2 2
-1 1 2 2
-1 -5 2 2
3 5 1 1
21 -3 1 2
11 1 1 2
5 -2 1 2
5 -1 1 2
1 3 1 2
-1 1 2 2
-17 16 2 1
-18 22 2 2
0 7 2 2
0 6 2 2
-2 3 2 2
0 3 2 2
-3 5 2 2
-24 15 2 1
-40 34 2 2
-21 20 2 2
-8 11 2 2
-6 9 2 2
-6 6 2 2
-4 5 2 2
1 -5 1 1
-22 9 2 2
-19 15 2 2
-13 12 2 2
-6 7 2 2
-4 6 2 2
-5 4 2 2
1 10 1 1
4 8 1 2
-10 11 2 2
-12 14 2 2
-9 12 2 2
-4 8 2 2
-3 7 2 2
-17 8 2 1
-15 18 2 2
-6 8 2 2
-12 10 2 2
-13 13 2 2
-11 11 2 2
-6 8 2 2
20 32 1 1
1 40 1 2
1 25 1 2
2 16 1 2
-5 16 2 2
-7 17 2 2
-6 15 2 2
25 -34 1 1
46 -1 1 2
14 3 1 2
10 6 1 2
8 4 1 2
2 6 1 2
-1 8 2 2
28 5 1 1
54 -29 1 2
38 2 1 2
19 4 1 2
15 5 1 2
12 4 1 2
6 6 1 2
-3 16 2 1
25 24 1 2
26 -5 1 2
24 7 1 2
14 8 1 2
11 8 1 2
10 6 1 2
