Br Usd Category Group
12 -36 1 1
16 -3 1 1
35 -35 1 2
23 -8 1 1
35 -10 1 2
27 -21 1 2
26 20 1 1
49 9 1 2
31 3 1 2
27 -9 1 2
2 6 1 1
28 24 1 2
26 7 1 2
21 4 1 2
21 -5 1 2
-21 1 2 1
-21 7 2 2
3 12 1 2
9 5 1 2
10 3 1 2
12 -4 1 2
4 -4 1 1
-18 -2 2 2
-9 2 2 2
3 7 1 2
8 3 1 2
9 2 1 2
11 -4 1 2
0 8 2 1
2 4 1 2
-10 3 2 2
-6 4 2 2
2 8 1 2
6 4 1 2
7 3 1 2
39 -11 1 1
42 -3 1 2
22 -3 1 2
8 -2 1 2
6 0 1 2
10 4 1 2
12 1 1 2
5 3 1 1
44 -4 1 2
24 2 1 2
16 0 1 2
7 0 1 2
6 2 1 2
9 4 1 2
5 12 1 1
9 17 1 2
24 5 1 2
17 6 1 2
13 3 1 2
6 3 1 2
5 4 1 2
-21 -1 2 1
-14 11 2 2
-5 8 2 2
9 3 1 2
8 4 1 2
7 2 1 2
2 2 1 2
12 14 1 1
-12 11 2 2
-3 12 2 2
-1 9 2 2
9 5 1 2
8 6 1 2
7 4 1 2
3 -15 1 1
16 0 1 2
-4 -2 2 2
-1 3 2 2
0 3 2 2
8 1 1 2
7 2 1 2
-3 -158 2 1
0 -176 2 2
6 -81 1 2
-4 -55 2 2
-1 -38 2 2
0 -30 2 2
6 -26 1 2
-35 63 2 1
-38 -99 2 2
-17 -59 2 2
-8 -34 2 2
-12 -26 2 2
-8 -19 2 2
-6 -15 2 2
26 -46 1 1
-9 14 2 2
-6 -74 2 2
-3 -55 2 2
1 -38 1 2
-4 -31 2 2
-2 -24 2 2
19 -105 1 1
44 -146 1 2
4 -44 1 2
2 -82 1 2
2 -66 1 2
4 -50 1 2
-1 -42 2 2
5 -11 1 1
23 -111 1 2
24 -76 1 2
4 -31 1 2
2 -63 1 2
2 -54 1 2
4 -43 1 2
-16 14 2 1
-9 3 2 2
4 -49 1 2
11 -46 1 2
0 -20 2 2
-1 -48 2 2
0 -43 2 2
3 7 1 1
-7 15 2 2
0 2 2 2
6 -32 1 2
11 -34 1 2
1 -16 1 2
1 -40 1 2
0 11 2 1
3 14 1 2
-3 11 2 2
0 4 2 2
4 -22 1 2
8 -26 1 2
1 -12 1 2
10 -15 1 1
12 -4 1 2
8 0 1 2
2 2 1 2
3 -1 1 2
6 -21 1 2
9 -24 1 2
-28 29 2 1
-17 13 2 2
-8 12 2 2
-4 9 2 2
-6 9 2 2
-3 5 2 2
0 -13 2 2
