Br Usd Category Group
14 0 1 1
0 -22 2 1
16 -9 1 2
-26 -2 2 1
-23 -30 2 2
-3 -9 2 2
-35 60 2 1
-65 66 2 2
-31 19 2 2
-15 17 2 2
5 2 1 1
-26 62 2 2
-28 34 2 2
-17 13 2 2
-9 13 2 2
11 18 1 1
12 21 1 2
-10 40 2 2
-16 29 2 2
-11 15 2 2
-6 14 2 2
-16 4 2 1
-9 23 2 2
-4 13 2 2
-13 28 2 2
-17 23 2 2
-13 13 2 2
-8 13 2 2
4 53 1 1
-12 35 2 2
-3 27 2 2
-1 19 2 2
-9 29 2 2
-13 25 2 2
-10 16 2 2
0 57 2 1
5 114 1 2
-5 48 2 2
-1 38 2 2
0 29 2 2
-7 35 2 2
-10 31 2 2
-5 -16 2 1
-4 42 2 2
1 49 1 2
-5 27 2 2
-2 25 2 2
-1 20 2 2
-6 27 2 2
-14 7 2 1
-12 -9 2 2
-5 24 2 2
-2 35 2 2
-5 22 2 2
-3 21 2 2
-2 18 2 2
12 21 1 1
-2 28 2 2
0 6 2 2
1 23 1 2
2 32 1 2
-2 22 2 2
0 21 2 2
19 4 1 1
32 22 1 2
9 14 1 2
6 4 1 2
5 18 1 2
5 25 1 2
2 18 1 2
5 22 1 1
25 26 1 2
18 22 1 2
8 17 1 2
6 9 1 2
5 18 1 2
5 25 1 2
-21 -8 2 1
-12 13 2 2
4 9 1 2
6 12 1 2
1 10 1 2
1 5 1 2
1 14 1 2
0 -12 2 1
-19 -21 2 2
-5 0 2 2
3 2 1 2
5 6 1 2
1 6 1 2
1 2 1 2
19 -23 1 1
21 -35 1 2
1 -22 1 2
4 -7 1 2
7 -4 1 2
8 0 1 2
5 1 1 2
14 3 1 1
33 -10 1 2
18 -11 1 2
5 -10 1 2
6 -2 1 2
9 -1 1 2
9 2 1 2
-7 -10 2 1
4 -7 1 2
11 -10 1 2
8 -11 1 2
1 -10 1 2
3 -4 1 2
6 -3 1 2
7 39 1 1
0 32 2 2
5 18 1 2
10 7 1 2
8 2 1 2
2 0 1 2
4 4 1 2
-3 8 2 1
7 47 1 2
0 20 2 2
4 15 1 2
7 7 1 2
6 3 1 2
2 1 1 2
0 8 2 1
0 25 2 2
5 32 1 2
1 19 1 2
4 15 1 2
7 9 1 2
6 6 1 2
11 31 1 1
5 35 1 2
3 26 1 2
5 30 1 2
2 21 1 2
4 17 1 2
6 12 1 2
21 37 1 1
28 74 1 2
11 39 1 2
8 32 1 2
8 34 1 2
5 25 1 2
6 22 1 2
