Br Usd Category Group
0 101 2 1
15 44 1 1
17 137 1 2
-10 -1 2 1
8 44 1 2
5 68 1 2
10 13 1 1
-5 12 2 2
7 28 1 2
5 50 1 2
-28 -23 2 1
-15 -14 2 2
-15 -8 2 2
-4 10 2 2
-2 30 2 2
-38 -12 2 1
-66 -45 2 2
-27 -18 2 2
-23 -12 2 2
-12 2 2 2
-10 20 2 2
-18 7 2 1
-56 -5 2 2
-42 -19 2 2
-24 -10 2 2
-22 -7 2 2
-14 3 2 2
-11 18 2 2
35 -26 1 1
15 -18 1 2
-12 -15 2 2
-17 -21 2 2
-10 -14 2 2
-11 -11 2 2
-6 -2 2 2
0 -17 2 1
35 -43 1 2
8 -18 1 2
-8 -16 2 2
-13 -20 2 2
-8 -14 2 2
-9 -12 2 2
-5 -39 2 1
-5 -55 2 2
15 -41 1 2
3 -25 1 2
-7 -21 2 2
-11 -24 2 2
-7 -18 2 2
17 -7 1 1
15 -55 1 2
7 -36 1 2
17 -32 1 2
7 -22 1 2
-2 -20 2 2
-6 -22 2 2
3 -8 1 1
20 -19 1 2
9 -33 1 2
6 -28 1 2
13 -27 1 2
7 -20 1 2
-1 -19 2 2
8 22 1 1
17 17 1 2
17 3 1 2
11 -14 1 2
8 -15 1 2
13 -17 1 2
8 -13 1 2
17 -13 1 1
27 9 1 2
17 2 1 2
17 -3 1 2
12 -14 1 2
10 -14 1 2
14 -16 1 2
5 0 1 1
23 -13 1 2
17 5 1 2
14 1 1 2
15 -2 1 2
11 -11 1 2
9 -12 1 2
12 1 1 1
17 -1 1 2
17 -7 1 2
15 3 1 2
13 1 1 2
14 -2 1 2
11 -9 1 2
-10 -1 2 1
2 6 1 2
3 2 1 2
8 -3 1 2
9 3 1 2
9 2 1 2
10 -1 1 2
-22 38 2 1
-31 29 2 2
-10 18 2 2
-5 11 2 2
1 5 1 2
3 9 1 2
4 6 1 2
-7 16 2 1
-26 52 2 2
-18 22 2 2
-8 17 2 2
-5 12 2 2
0 7 2 2
1 10 1 2
10 18 1 1
3 31 1 2
-8 34 2 2
-9 19 2 2
-4 16 2 2
-2 13 2 2
1 8 1 2
3 -7 1 1
15 6 1 2
4 10 1 2
-4 19 2 2
-5 12 2 2
-2 11 2 2
-1 9 2 2
2 3 1 1
3 -1 1 2
7 6 1 2
3 9 1 2
-3 15 2 2
-4 10 2 2
-2 10 2 2
-2 -29 2 1
0 -25 2 2
1 -14 1 2
4 -5 1 2
2 0 1 2
-3 7 2 2
-4 4 2 2
20 -22 1 1
20 -46 1 2
11 -21 1 2
8 -15 1 2
9 -8 1 2
6 -4 1 2
1 3 1 2
