Br Usd Category Group
-13 11 2 1
-11 24 2 1
-26 34 2 2
-16 22 2 1
-29 47 2 2
-22 28 2 2
-11 -3 2 1
-31 19 2 2
-22 22 2 2
-19 18 2 2
10 -10 1 1
-3 -10 2 2
-11 6 2 2
-12 12 2 2
-13 11 2 2
5 0 1 1
16 -11 1 2
2 -6 1 2
-5 3 2 2
-7 9 2 2
-9 9 2 2
19 -18 1 1
18 -18 1 2
15 -15 1 2
5 -10 1 2
-1 -2 2 2
-3 3 2 2
-5 4 2 2
3 -8 1 1
21 -26 1 2
10 -13 1 2
10 -12 1 2
4 -9 1 2
0 -3 2 2
-2 2 2 2
5 -3 1 1
11 -11 1 2
15 -15 1 2
9 -10 1 2
10 -10 1 2
5 -8 1 2
1 -3 1 2
49 -2 1 1
53 -2 1 2
30 -5 1 2
26 -10 1 2
19 -7 1 2
18 -8 1 2
12 -7 1 2
-29 5 2 1
19 0 1 2
12 0 1 2
10 -3 1 2
12 -7 1 2
9 -5 1 2
10 -6 1 2
3 11 1 1
-26 16 2 2
11 6 1 2
9 4 1 2
9 1 1 2
10 -3 1 2
8 -3 1 2
3 14 1 1
6 25 1 2
-11 15 2 2
9 9 1 2
8 6 1 2
7 3 1 2
9 0 1 2
-16 6 2 1
-13 22 2 2
-5 16 2 2
-13 13 2 2
2 8 1 2
3 7 1 2
4 4 1 2
3 -7 1 1
-11 -1 2 2
-4 7 2 2
-2 8 2 2
-8 8 2 2
3 5 1 2
3 4 1 2
8 -2 1 1
16 -8 1 2
1 -2 1 2
2 4 1 2
2 6 1 2
-4 6 2 2
5 4 1 2
11 -16 1 1
19 -20 1 2
14 -13 1 2
4 -7 1 2
4 -1 1 2
4 1 1 2
-2 2 2 2
0 10 2 1
11 -6 1 2
10 -5 1 2
9 -5 1 2
3 -3 1 2
3 1 1 2
3 3 1 2
5 -2 1 1
2 12 1 2
6 -2 1 2
7 -3 1 2
7 -4 1 2
3 -2 1 2
3 1 1 2
5 -6 1 1
8 -8 1 2
2 3 1 2
5 -3 1 2
6 -4 1 2
6 -4 1 2
3 -3 1 2
10 -14 1 1
13 -16 1 2
8 -9 1 2
4 -2 1 2
6 -5 1 2
6 -5 1 2
7 -5 1 2
15 0 1 1
23 -14 1 2
13 -8 1 2
10 -6 1 2
6 -1 1 2
7 -4 1 2
8 -4 1 2
-14 6 2 1
2 5 1 2
5 -4 1 2
4 -3 1 2
4 -3 1 2
3 0 1 2
4 -2 1 2
-5 -12 2 1
-23 -3 2 2
-3 -2 2 2
1 -6 1 2
1 -5 1 2
2 -4 1 2
1 -1 1 2
