Br Usd Category Group
13 -16 1 1
-4 13 2 1
9 -4 1 2
37 -7 1 1
33 6 1 2
23 -6 1 2
20 0 1 1
57 -7 1 2
26 3 1 2
22 -4 1 2
-11 -24 2 1
4 -25 1 2
21 -16 1 2
12 -6 1 2
13 -9 1 2
59 6 1 1
48 -22 1 2
32 -11 1 2
34 -10 1 2
24 -4 1 2
22 -7 1 2
-31 -6 2 1
33 -2 1 2
11 -15 1 2
12 -10 1 2
19 -9 1 2
14 -5 1 2
14 -7 1 2
0 -3 2 1
-20 -11 2 2
22 -3 1 2
11 -11 1 2
12 -8 1 2
17 -8 1 2
14 -5 1 2
7 -12 1 1
4 -15 1 2
-8 -11 2 2
16 -6 1 2
9 -11 1 2
11 -9 1 2
15 -9 1 2
4 1 1 1
15 -11 1 2
7 -7 1 2
-2 -7 2 2
14 -4 1 2
9 -9 1 2
10 -7 1 2
0 -5 2 1
7 -1 1 2
9 -6 1 2
5 -5 1 2
-1 -6 2 2
12 -4 1 2
8 -8 1 2
2 -16 1 1
7 -20 1 2
7 -8 1 2
8 -9 1 2
5 -8 1 2
0 -8 2 2
11 -6 1 2
0 -7 2 1
2 -22 1 2
3 -14 1 2
4 -8 1 2
6 -9 1 2
4 -8 1 2
0 -8 2 2
48 -3 1 1
50 -10 1 2
26 -13 1 2
19 -10 1 2
16 -7 1 2
15 -8 1 2
12 -7 1 2
20 4 1 1
68 0 1 2
35 -4 1 2
24 -8 1 2
19 -7 1 2
17 -5 1 2
16 -6 1 2
19 -4 1 1
41 0 1 2
45 -2 1 2
31 -4 1 2
23 -7 1 2
20 -6 1 2
17 -5 1 2
-84 0 2 1
-65 -3 2 2
-22 1 2 2
1 -1 1 2
2 -3 1 2
2 -5 1 2
2 -5 1 2
-17 26 2 1
-99 26 2 2
-40 11 2 2
-20 9 2 2
-3 6 2 2
-2 3 2 2
-1 0 2 2
-61 26 2 1
-78 52 2 2
-80 26 2 2
-47 16 2 2
-30 13 2 2
-14 10 2 2
-12 7 2 2
11 15 1 1
-50 41 2 2
-34 33 2 2
-50 22 2 2
-32 16 2 2
-22 14 2 2
-10 10 2 2
33 -12 1 1
44 1 1 2
-9 14 2 2
-12 18 2 2
-29 13 2 2
-19 10 2 2
-13 9 2 2
39 0 1 1
75 -9 1 2
43 2 1 2
8 10 1 2
2 14 1 2
-15 11 2 2
-9 9 2 2
-11 -3 2 1
24 -1 1 2
30 -5 1 2
23 1 1 2
2 7 1 2
-2 11 2 2
-15 9 2 2
9 8 1 1
7 4 1 2
21 3 1 2
26 -1 1 2
22 2 1 2
5 7 1 2
1 10 1 2
