Br Usd Category Group
5 2 1 1
-6 4 2 1
-3 6 2 2
2 -11 1 1
-5 -6 2 2
-1 -2 2 2
-19 6 2 1
-18 -5 2 2
-12 0 2 2
-7 1 2 2
-14 3 2 1
-35 7 2 2
-17 -2 2 2
-13 0 2 2
-9 1 2 2
-23 16 2 1
-35 15 2 2
-28 10 2 2
-18 3 2 2
-15 3 2 2
-12 3 2 2
-52 5 2 1
-74 20 2 2
-43 9 2 2
-36 8 2 2
-26 3 2 2
-22 3 2 2
-18 3 2 2
-10 15 2 1
-60 20 2 2
-41 17 2 2
-32 11 2 2
-29 10 2 2
-23 5 2 2
-20 5 2 2
-10 -15 2 1
-15 1 2 2
-32 3 2 2
-29 7 2 2
-25 5 2 2
-24 5 2 2
-20 2 2 2
0 -11 2 1
-10 -23 2 2
-7 -4 2 2
-22 -1 2 2
-22 3 2 2
-20 2 2 2
-20 3 2 2
26 2 1 1
31 -6 1 2
11 -9 1 2
5 -1 1 2
-8 1 2 2
-11 3 2 2
-12 3 2 2
-11 7 2 1
13 10 1 2
9 1 1 2
3 -3 1 2
1 1 1 2
-9 2 2 2
-12 4 2 2
24 -5 1 1
13 3 1 2
19 3 1 2
14 -1 1 2
8 -4 1 2
6 0 1 2
-4 1 2 2
5 -9 1 1
29 -13 1 2
9 -3 1 2
14 -1 1 2
12 -3 1 2
7 -5 1 2
5 -1 1 2
-16 8 2 1
-11 -5 2 2
6 -5 1 2
1 -1 1 2
6 0 1 2
6 -1 1 2
4 -3 1 2
-11 -1 2 1
-26 11 2 2
-11 -1 2 2
1 -2 1 2
-2 0 2 2
3 1 1 2
4 -1 1 2
-45 5 2 1
-58 4 2 2
-36 8 2 2
-23 1 2 2
-11 -1 2 2
-11 1 2 2
-5 1 2 2
28 -8 1 1
-18 -3 2 2
-15 -2 2 2
-15 2 2 2
-10 -1 2 2
-3 -2 2 2
-5 0 2 2
-10 3 2 1
18 -5 1 2
-14 0 2 2
-13 0 2 2
-14 3 2 2
-10 0 2 2
-4 -1 2 2
18 5 1 1
13 6 1 2
20 -1 1 2
-2 1 2 2
-4 1 2 2
-6 3 2 2
-5 0 2 2
11 4 1 1
29 8 1 2
12 5 1 2
17 0 1 2
2 2 1 2
-1 1 2 2
-4 3 2 2
8 -2 1 1
16 3 1 2
17 3 1 2
10 2 1 2
14 0 1 2
2 1 1 2
0 1 2 2
-13 4 2 1
-2 -1 2 2
3 2 1 2
8 2 1 2
5 2 1 2
9 0 1 2
0 1 2 2
-19 19 2 1
-26 23 2 2
-7 9 2 2
-2 8 2 2
3 7 1 2
1 6 1 2
6 3 1 2
