Br Usd Category Group
1 6 1 1
-6 -3 2 1
-5 6 2 2
26 -3 1 1
18 -2 1 2
10 3 1 2
3 -4 1 1
29 -8 1 2
11 -3 1 2
8 1 1 2
-5 -6 2 1
-3 -9 2 2
12 -6 1 2
6 -4 1 2
4 -1 1 2
-5 4 2 1
-13 -2 2 2
-5 -3 2 2
6 -3 1 2
2 -2 1 2
2 0 1 2
12 2 1 1
5 6 1 2
-1 0 2 2
0 -1 2 2
7 -2 1 2
4 -1 1 2
3 0 1 2
-10 2 2 1
1 6 1 2
-3 5 2 2
-4 1 2 2
-3 0 2 2
3 -1 1 2
1 0 1 2
1 4 1 1
-11 3 2 2
0 3 2 2
-2 3 2 2
-4 1 2 2
-2 0 2 2
3 0 1 2
18 -3 1 1
19 1 1 2
3 0 1 2
6 1 1 2
3 2 1 2
1 0 1 2
1 0 1 2
-3 -2 2 1
17 -5 1 2
9 -1 1 2
2 -1 1 2
4 0 1 2
2 1 1 2
0 0 2 2
3 -9 1 1
3 -10 1 2
11 -7 1 2
8 -3 1 2
3 -3 1 2
4 -2 1 2
3 -1 1 2
8 -6 1 1
6 -15 1 2
3 -8 1 2
9 -7 1 2
7 -4 1 2
3 -3 1 2
4 -2 1 2
-6 1 2 1
3 -6 1 2
1 -7 1 2
0 -5 2 2
5 -5 1 2
4 -3 1 2
1 -3 1 2
-10 7 2 1
-17 4 2 2
-4 -1 2 2
-3 -4 2 2
-2 -3 2 2
2 -3 1 2
2 -2 1 2
8 -2 1 1
0 5 2 2
-3 1 2 2
1 -1 1 2
0 -3 2 2
0 -3 2 2
3 -3 1 2
19 -6 1 1
26 -10 1 2
9 -1 1 2
4 -2 1 2
5 -3 1 2
4 -4 1 2
3 -4 1 2
24 -14 1 1
43 -21 1 2
25 -12 1 2
14 -6 1 2
9 -5 1 2
9 -5 1 2
7 -6 1 2
-5 7 2 1
22 -5 1 2
20 -6 1 2
16 -5 1 2
10 -2 1 2
7 -2 1 2
7 -3 1 2
11 0 1 1
5 7 1 2
16 -3 1 2
17 -4 1 2
14 -4 1 2
10 -2 1 2
7 -2 1 2
0 -15 2 1
14 -15 1 2
4 -4 1 2
11 -7 1 2
13 -7 1 2
12 -6 1 2
9 -4 1 2
8 14 1 1
13 -2 1 2
13 -1 1 2
7 1 1 2
12 -2 1 2
13 -3 1 2
12 -3 1 2
-5 -2 2 1
0 15 2 2
3 -1 1 2
6 -1 1 2
3 1 1 2
8 -1 1 2
10 -2 1 2
-11 7 2 1
-14 4 2 2
-4 10 2 2
-1 1 2 2
3 1 1 2
1 2 1 2
5 0 1 2
