Br Usd Category Group
8 -14 1 1
-8 -3 2 1
2 -15 1 2
4 10 1 1
0 7 2 2
5 -3 1 2
4 -5 1 1
6 2 1 2
1 0 1 2
4 -4 1 2
-16 6 2 1
-10 -2 2 2
-4 3 2 2
-4 1 2 2
-1 -2 2 2
6 11 1 1
-8 21 2 2
-1 6 2 2
0 7 2 2
-1 4 2 2
1 1 1 2
6 3 1 1
12 15 1 2
-1 13 2 2
1 6 1 2
2 6 1 2
0 4 2 2
2 2 1 2
-16 5 2 1
-10 7 2 2
-2 10 2 2
-6 10 2 2
-3 5 2 2
-2 6 2 2
-2 4 2 2
2 -7 1 1
-14 -1 2 2
-4 0 2 2
-1 4 2 2
-4 6 2 2
-2 3 2 2
-1 4 2 2
10 -15 1 1
8 -21 1 2
-4 -8 2 2
-1 -5 2 2
1 0 1 2
-2 2 2 2
-1 0 2 2
12 16 1 1
20 1 1 2
9 -3 1 2
1 0 1 2
2 1 1 2
3 3 1 2
0 4 2 2
4 2 1 1
14 19 1 2
11 3 1 2
7 0 1 2
1 1 1 2
2 1 1 2
3 3 1 2
0 -2 2 1
4 0 1 2
7 9 1 2
7 1 1 2
5 -1 1 2
1 0 1 2
2 1 1 2
-2 -14 2 1
-6 -16 2 2
-1 -7 2 2
3 1 1 2
4 -3 1 2
3 -3 1 2
0 -2 2 2
18 -8 1 1
16 -20 1 2
6 -11 1 2
5 -6 1 2
7 -1 1 2
7 -3 1 2
5 -4 1 2
6 8 1 1
22 3 1 2
10 -4 1 2
5 -4 1 2
5 -2 1 2
6 2 1 2
6 -1 1 2
6 -11 1 1
10 -2 1 2
13 -4 1 2
8 -7 1 2
5 -5 1 2
5 -4 1 2
6 0 1 2
-2 -13 2 1
6 -24 1 2
5 -8 1 2
9 -7 1 2
6 -8 1 2
4 -7 1 2
4 -5 1 2
-28 11 2 1
-31 -4 2 2
-11 -7 2 2
-6 -2 2 2
-1 -3 2 2
-1 -5 2 2
-1 -4 2 2
16 0 1 1
-16 11 2 2
-9 -2 2 2
-3 -5 2 2
-2 -2 2 2
2 -2 1 2
1 -4 1 2
10 3 1 1
27 3 1 2
-3 7 2 2
-3 0 2 2
0 -3 2 2
1 -1 1 2
3 -1 1 2
10 -4 1 1
18 -1 1 2
17 -1 1 2
1 3 1 2
0 -1 2 2
2 -3 1 2
2 -1 1 2
-8 -11 2 1
0 -16 2 2
4 -7 1 2
8 -4 1 2
-2 -1 2 2
-2 -3 2 2
0 -5 2 2
-12 11 2 1
-22 0 2 2
-7 -3 2 2
-2 -1 2 2
3 -1 1 2
-4 2 2 2
-4 -1 2 2
