Br Usd Category Group
26 -23 1 1
14 23 1 1
42 3 1 2
2 -3 1 1
14 21 1 2
21 1 1 2
-14 -4 2 1
-12 -4 2 2
0 10 2 2
9 0 1 2
20 -5 1 1
4 -7 1 2
3 -4 1 2
6 5 1 2
12 -1 1 2
-30 -14 2 1
-10 -18 2 2
-13 -11 2 2
-8 -7 2 2
-3 1 2 2
3 -3 1 2
-2 -4 2 1
-30 -18 2 2
-5 -11 2 2
-9 -8 2 2
-6 -6 2 2
-2 0 2 2
3 -4 1 2
22 2 1 1
26 -4 1 2
-1 -9 2 2
6 -7 1 2
1 -6 1 2
1 -5 1 2
3 0 1 2
-8 10 2 1
16 14 1 2
10 4 1 2
-3 -2 2 2
3 -2 1 2
-1 -2 2 2
0 -2 2 2
-16 3 2 1
-24 15 2 2
0 10 2 2
1 4 1 2
-6 0 2 2
-1 -1 2 2
-3 -1 2 2
8 1 1 1
-4 4 2 2
-6 8 2 2
4 6 1 2
4 3 1 2
-2 0 2 2
1 -1 1 2
-30 2 2 1
-20 2 2 2
-16 2 2 2
-13 6 2 2
-4 5 2 2
-2 3 2 2
-7 0 2 2
-61 0 2 1
-93 3 2 2
-41 2 2 2
-32 2 2 2
-26 5 2 2
-16 4 2 2
-12 3 2 2
-2 4 2 1
-61 4 2 2
-46 4 2 2
-28 3 2 2
-24 3 2 2
-21 4 2 2
-13 4 2 2
-39 0 2 1
-41 4 2 2
-50 2 2 2
-44 2 2 2
-30 2 2 2
-27 2 2 2
-23 4 2 2
4 12 1 1
-37 12 2 2
-19 8 2 2
-32 5 2 2
-32 5 2 2
-24 4 2 2
-22 4 2 2
10 38 1 1
12 50 1 2
-14 25 2 2
-10 18 2 2
-22 13 2 2
-24 11 2 2
-18 10 2 2
29 9 1 1
39 47 1 2
20 30 1 2
0 20 2 2
-1 16 2 2
-12 13 2 2
-15 11 2 2
-2 -2 2 1
27 5 1 2
18 21 1 2
13 18 1 2
-1 14 2 2
-1 12 2 2
-10 10 2 2
6 7 1 1
10 6 1 2
19 6 1 2
16 17 1 2
13 16 1 2
2 13 1 2
1 11 1 2
-10 43 2 1
0 50 2 2
2 24 1 2
11 19 1 2
11 24 1 2
9 21 1 2
1 18 1 2
26 -15 1 1
14 33 1 2
12 20 1 2
9 13 1 2
14 11 1 2
13 17 1 2
12 16 1 2
-16 5 2 1
8 -10 1 2
-2 19 2 2
2 15 1 2
3 11 1 2
8 10 1 2
8 15 1 2
18 -18 1 1
2 -11 1 2
13 -13 1 2
5 7 1 2
6 7 1 2
6 6 1 2
10 6 1 2
