Br Usd Category Group
23 2 1 1
-25 13 2 1
-2 15 2 2
-14 14 2 1
-41 27 2 2
-9 14 2 2
-2 6 2 1
-18 20 2 2
-22 16 2 2
-7 12 2 2
2 -11 1 1
0 -6 2 2
-8 4 2 2
-14 7 2 2
-5 6 2 2
20 2 1 1
20 -9 1 2
9 -2 1 2
1 3 1 2
-6 6 2 2
0 5 2 2
23 -16 1 1
44 -14 1 2
22 -13 1 2
14 -7 1 2
7 -1 1 2
0 1 2 2
4 2 1 2
41 -12 1 1
58 -29 1 2
40 -14 1 2
27 -13 1 2
20 -8 1 2
12 -4 1 2
6 -1 1 2
53 -26 1 1
95 -38 1 2
57 -28 1 2
45 -18 1 2
34 -16 1 2
27 -12 1 2
19 -7 1 2
7 -2 1 1
63 -28 1 2
53 -20 1 2
41 -19 1 2
36 -14 1 2
29 -13 1 2
24 -10 1 2
35 -47 1 1
46 -49 1 2
51 -37 1 2
48 -29 1 2
41 -26 1 2
37 -20 1 2
31 -19 1 2
7 -4 1 1
44 -51 1 2
27 -27 1 2
37 -26 1 2
38 -23 1 2
34 -22 1 2
32 -18 1 2
-3 1 2 1
3 -1 1 2
20 -24 1 2
17 -17 1 2
27 -19 1 2
30 -18 1 2
28 -17 1 2
-28 -15 2 1
-31 -14 2 2
-12 -8 2 2
4 -21 1 2
6 -16 1 2
16 -18 1 2
20 -17 1 2
19 -17 1 1
-16 -32 2 2
-10 -15 2 2
-4 -11 2 2
6 -20 1 2
7 -16 1 2
15 -18 1 2
17 -44 1 1
35 -58 1 2
0 -37 2 2
-1 -24 2 2
1 -18 1 2
8 -24 1 2
8 -21 1 2
12 15 1 1
28 -27 1 2
23 -21 1 2
3 -19 1 2
2 -14 1 2
3 -11 1 2
8 -17 1 2
35 -53 1 1
47 -38 1 2
31 -40 1 2
27 -31 1 2
11 -27 1 2
8 -22 1 2
8 -18 1 2
-3 -9 2 1
30 -60 1 2
21 -22 1 2
19 -29 1 2
19 -25 1 2
8 -23 1 2
6 -19 1 2
2 12 1 1
-5 3 2 2
14 -24 1 2
13 -11 1 2
14 -19 1 2
15 -18 1 2
6 -17 1 2
-45 20 2 1
-43 31 2 2
-25 11 2 2
-6 -9 2 2
-1 -3 2 2
2 -11 1 2
5 -12 1 2
-16 -2 2 1
-61 19 2 2
-29 16 2 2
-22 7 2 2
-8 -7 2 2
-4 -3 2 2
-1 -9 2 2
-17 8 2 1
-31 7 2 2
-38 14 2 2
-25 13 2 2
-20 8 2 2
-10 -4 2 2
-6 -1 2 2
-10 30 2 1
-31 35 2 2
-23 17 2 2
-30 18 2 2
-22 17 2 2
-19 11 2 2
-10 1 2 2
