Br Usd Category Group
13 4 1 1
-2 10 2 1
6 16 1 2
-8 26 2 1
-13 35 2 2
-2 21 2 2
17 22 1 1
5 48 1 2
0 29 2 2
3 21 1 2
-39 1 2 1
-22 22 2 2
-17 24 2 2
-13 19 2 2
-8 16 2 2
-11 26 2 1
-49 24 2 2
-16 22 2 2
-15 24 2 2
-12 20 2 2
-8 17 2 2
-11 0 2 1
-19 29 2 2
-28 13 2 2
-13 16 2 2
-13 18 2 2
-11 17 2 2
-8 15 2 2
8 28 1 1
-2 23 2 2
-5 26 2 2
-16 16 2 2
-7 18 2 2
-8 19 2 2
-8 18 2 2
8 18 1 1
17 42 1 2
4 19 1 2
0 22 2 2
-9 16 2 2
-4 17 2 2
-5 19 2 2
-9 -113 2 1
-2 -96 2 2
4 -36 1 2
-1 -26 2 2
-2 -12 2 2
-9 -10 2 2
-5 -5 2 2
21 75 1 1
9 -47 1 2
9 -15 1 2
9 -2 1 2
4 -3 1 2
2 4 1 2
-5 3 2 2
9 19 1 1
27 94 1 2
8 -14 1 2
8 -4 1 2
8 3 1 2
5 2 1 2
3 6 1 2
-6 -16 2 1
9 0 1 2
13 37 1 2
5 -16 1 2
6 -7 1 2
7 -1 1 2
4 -2 1 2
-25 22 2 1
-20 6 2 2
-2 11 2 2
4 32 1 2
0 -6 2 2
2 -2 1 2
3 3 1 2
-2 -13 2 1
-25 4 2 2
-10 -6 2 2
-2 1 2 2
3 20 1 2
0 -9 2 2
2 -4 1 2
-6 9 2 1
-11 -9 2 2
-17 4 2 2
-10 -3 2 2
-4 2 2 2
1 16 1 2
-1 -7 2 2
-52 30 2 1
-58 39 2 2
-32 10 2 2
-29 12 2 2
-20 5 2 2
-13 7 2 2
-8 19 2 2
22 -13 1 1
-33 25 2 2
-20 17 2 2
-15 5 2 2
-17 8 2 2
-13 3 2 2
-8 5 2 2
-2 0 2 1
22 -12 1 2
-17 13 2 2
-13 11 2 2
-11 4 2 2
-14 6 2 2
-10 3 2 2
-11 5 2 1
-13 3 2 2
6 -5 1 2
-15 9 2 2
-13 9 2 2
-11 4 2 2
-13 6 2 2
8 3 1 1
-11 5 2 2
-6 1 2 2
4 -3 1 2
-11 7 2 2
-10 7 2 2
-9 3 2 2
13 0 1 1
19 1 1 2
0 2 2 2
-1 0 2 2
6 -3 1 2
-7 5 2 2
-7 6 2 2
32 -9 1 1
46 -11 1 2
26 -5 1 2
11 -2 1 2
8 -2 1 2
11 -4 1 2
0 3 2 2
-11 -10 2 1
21 -16 1 2
17 -9 1 2
14 -6 1 2
6 -4 1 2
4 -3 1 2
7 -5 1 2
