Br Usd Category Group
9 6 1 1
-4 13 2 1
5 20 1 2
1 9 1 1
-3 23 2 2
3 15 1 2
-1 20 2 1
1 28 1 2
-1 21 2 2
2 16 1 2
-10 1 2 1
-19 22 2 2
-8 15 2 2
-7 14 2 2
-3 13 2 2
15 -7 1 1
6 -2 1 2
-1 10 2 2
0 9 2 2
-1 10 2 2
1 10 1 2
-9 1 2 1
5 -6 1 2
-2 -1 2 2
-4 7 2 2
-3 7 2 2
-3 8 2 2
-1 8 2 2
10 0 1 1
3 1 1 2
8 -3 1 2
3 0 1 2
0 5 2 2
0 6 2 2
0 7 2 2
-12 12 2 1
1 16 1 2
-3 8 2 2
3 3 1 2
0 4 2 2
-2 7 2 2
-1 7 2 2
0 -13 2 1
-14 -1 2 2
-1 1 2 2
-3 1 2 2
1 -1 1 2
-1 0 2 2
-2 4 2 2
-6 11 2 1
-6 -3 2 2
-10 5 2 2
-3 4 2 2
-4 3 2 2
0 1 2 2
-2 2 2 2
3 -15 1 1
-3 -4 2 2
-1 -9 2 2
-6 -2 2 2
-1 0 2 2
-2 0 2 2
0 -1 2 2
-3 8 2 1
4 -6 1 2
-1 2 2 2
0 -3 2 2
-4 1 2 2
-1 1 2 2
-2 1 2 2
6 0 1 1
5 10 1 2
6 -3 1 2
2 2 1 2
2 -2 1 2
-2 1 2 2
1 1 1 2
6 1 1 1
13 2 1 2
6 6 1 2
6 -1 1 2
3 2 1 2
3 -1 1 2
0 1 2 2
0 16 2 1
6 15 1 2
6 8 1 2
4 9 1 2
4 3 1 2
3 4 1 2
2 1 1 2
3 2 1 1
4 18 1 2
5 9 1 2
6 6 1 2
4 7 1 2
4 3 1 2
3 4 1 2
20 11 1 1
20 12 1 2
11 14 1 2
9 9 1 2
9 7 1 2
7 8 1 2
7 4 1 2
0 11 2 1
20 22 1 2
10 11 1 2
7 13 1 2
7 10 1 2
7 8 1 2
6 8 1 2
5 14 1 1
6 26 1 2
13 18 1 2
9 12 1 2
7 14 1 2
7 11 1 2
7 9 1 2
17 -20 1 1
19 -6 1 2
10 3 1 2
14 5 1 2
10 4 1 2
8 7 1 2
8 5 1 2
-8 1 2 1
10 -17 1 2
6 -1 1 2
5 3 1 2
9 5 1 2
7 4 1 2
6 6 1 2
-11 5 2 1
-19 6 2 2
-1 -5 2 2
0 1 2 2
1 4 1 2
5 5 1 2
4 4 1 2
11 6 1 1
1 9 1 2
-3 5 2 2
4 -2 1 2
4 2 1 2
3 4 1 2
6 5 1 2
