Br Usd Category Group
-7 14 2 1
8 16 1 1
-1 27 2 2
-26 11 2 1
-25 27 2 2
-17 19 2 2
3 -8 1 1
-22 5 2 2
-10 11 2 2
-10 11 2 2
14 -4 1 1
15 -9 1 2
-5 2 2 2
-3 7 2 2
-4 8 2 2
-7 6 2 1
11 0 1 2
6 -2 1 2
-4 3 2 2
-3 6 2 2
-4 7 2 2
14 6 1 1
8 11 1 2
13 3 1 2
9 0 1 2
1 4 1 2
1 6 1 2
-1 7 2 2
10 60 1 1
22 66 1 2
8 35 1 2
11 22 1 2
9 15 1 2
2 15 1 2
2 15 1 2
8 30 1 1
19 88 1 2
16 47 1 2
9 33 1 2
11 23 1 2
9 18 1 2
3 17 1 2
18 -21 1 1
27 7 1 2
19 32 1 2
17 24 1 2
11 19 1 2
13 14 1 2
11 11 1 2
1 25 1 1
23 -2 1 2
16 13 1 2
15 28 1 2
14 22 1 2
10 19 1 2
11 15 1 2
26 -18 1 1
25 11 1 2
23 -8 1 2
19 4 1 2
17 17 1 2
16 15 1 2
12 13 1 2
27 -21 1 1
53 -43 1 2
26 -7 1 2
25 -14 1 2
21 -3 1 2
19 9 1 2
18 8 1 2
-14 11 2 1
12 -9 1 2
19 -15 1 2
12 0 1 2
15 -7 1 2
14 0 1 2
13 10 1 2
4 -5 1 1
-10 7 2 2
8 -6 1 2
14 -11 1 2
10 -1 1 2
13 -6 1 2
12 -1 1 2
-15 10 2 1
-12 6 2 2
-13 9 2 2
0 -1 2 2
7 -6 1 2
5 1 1 2
8 -4 1 2
-11 15 2 1
-26 24 2 2
-12 10 2 2
-12 11 2 2
-3 3 2 2
3 -2 1 2
2 3 1 2
-1 -10 2 1
-11 8 2 2
-13 9 2 2
-8 4 2 2
-9 6 2 2
-2 1 2 2
3 -3 1 2
-31 19 2 1
-37 9 2 2
-23 14 2 2
-20 12 2 2
-15 8 2 2
-14 9 2 2
-8 4 2 2
3 -8 1 1
-29 12 2 2
-17 1 2 2
-15 7 2 2
-15 7 2 2
-11 5 2 2
-12 6 2 2
-15 -7 2 1
-5 -14 2 2
-18 3 2 2
-14 -1 2 2
-13 4 2 2
-13 5 2 2
-11 3 2 2
-22 46 2 1
-36 36 2 2
-13 14 2 2
-19 16 2 2
-16 10 2 2
-14 11 2 2
-15 11 2 2
12 72 1 1
-18 119 2 2
-16 54 2 2
-7 34 2 2
-13 30 2 2
-12 22 2 2
-11 22 2 2
-1 38 2 1
12 110 1 2
-9 79 2 2
-11 49 2 2
-5 35 2 2
-11 32 2 2
-10 25 2 2
