Br Usd Category Group
-4 5 2 1
40 -58 1 1
38 -54 1 2
5 -4 1 1
47 -59 1 2
23 -27 1 2
4 2 1 1
13 -2 1 2
27 -28 1 2
17 -17 1 2
20 -21 1 1
22 -17 1 2
15 -11 1 2
24 -25 1 2
18 -18 1 2
-20 -55 2 1
-2 -80 2 2
0 -38 2 2
3 -27 1 2
13 -34 1 2
10 -26 1 2
-40 31 2 1
-56 -25 2 2
-19 -25 2 2
-12 -15 2 2
-7 -13 2 2
3 -21 1 2
2 -17 1 2
-11 -14 2 1
-45 17 2 2
-30 -19 2 2
-14 -21 2 2
-10 -15 2 2
-6 -13 2 2
2 -20 1 2
-9 0 2 1
-20 -13 2 2
-27 9 2 2
-23 -13 2 2
-13 -16 2 2
-10 -12 2 2
-7 -11 2 2
36 -11 1 1
29 -9 1 2
9 -11 1 2
-5 3 2 2
-8 -12 2 2
-3 -14 2 2
-2 -11 2 2
-20 -2 2 1
14 -20 1 2
4 -9 1 2
-1 -10 2 2
-9 0 2 2
-11 -11 2 2
-6 -13 2 2
5 -3 1 1
-14 -10 2 2
10 -14 1 2
4 -9 1 2
0 -10 2 2
-6 -2 2 2
-8 -11 2 2
-4 -9 2 1
2 -11 1 2
-9 -9 2 2
5 -12 1 2
2 -9 1 2
0 -10 2 2
-6 -3 2 2
31 23 1 1
29 14 1 2
17 6 1 2
5 1 1 2
12 -4 1 2
8 -2 1 2
5 -4 1 2
-2 -14 2 1
29 11 1 2
14 1 1 2
11 0 1 2
3 -2 1 2
9 -5 1 2
7 -4 1 2
-2 22 2 1
-7 12 2 2
12 19 1 2
7 10 1 2
7 6 1 2
1 4 1 2
7 0 1 2
7 24 1 1
4 33 1 2
-1 12 2 2
10 16 1 2
7 10 1 2
6 7 1 2
2 5 1 2
9 32 1 1
16 51 1 2
6 30 1 2
2 17 1 2
9 19 1 2
7 13 1 2
7 11 1 2
7 -29 1 1
18 0 1 2
13 9 1 2
7 9 1 2
4 5 1 2
9 9 1 2
8 6 1 2
-2 5 2 1
5 -11 1 2
8 9 1 2
8 12 1 2
5 12 1 2
3 7 1 2
8 10 1 2
2 -37 1 1
2 -32 1 2
4 -24 1 2
7 -6 1 2
7 0 1 2
5 2 1 2
3 0 1 2
-4 18 2 1
0 -19 2 2
0 -7 2 2
2 -10 1 2
4 0 1 2
5 4 1 2
4 5 1 2
-5 0 2 1
-11 15 2 2
-4 -11 2 2
-2 -6 2 2
0 -8 2 2
2 -1 1 2
3 3 1 2
-7 14 2 1
-13 13 2 2
-9 14 2 2
-5 -3 2 2
-4 -1 2 2
-1 -4 2 2
1 2 1 2
