Br Usd Category Group
3 -1 1 1
-9 10 2 1
-6 6 2 2
3 -2 1 1
-6 8 2 2
-2 2 2 2
-11 -2 2 1
-8 -3 2 2
-8 4 2 2
-5 1 2 2
15 21 1 1
5 19 1 2
4 9 1 2
-1 9 2 2
0 6 2 2
23 -5 1 1
42 16 1 2
15 7 1 2
11 4 1 2
6 6 1 2
6 4 1 2
-11 2 2 1
12 -2 1 2
15 9 1 2
7 6 1 2
6 4 1 2
3 5 1 2
3 4 1 2
19 -2 1 1
9 0 1 2
16 -2 1 2
17 6 1 2
10 4 1 2
9 3 1 2
6 4 1 2
-3 -2 2 1
14 -5 1 2
2 -2 1 2
9 -3 1 2
12 3 1 2
7 2 1 2
6 2 1 2
23 -3 1 1
22 -5 1 2
19 -4 1 2
10 -2 1 2
13 -3 1 2
14 2 1 2
10 1 1 2
2 2 1 1
26 -1 1 2
12 -1 1 2
14 -2 1 2
8 -1 1 2
11 -2 1 2
12 2 1 2
9 -2 1 1
8 1 1 2
16 -1 1 2
10 -1 1 2
12 -2 1 2
8 -1 1 2
10 -2 1 2
-5 9 2 1
3 7 1 2
1 5 1 2
9 3 1 2
6 1 1 2
8 1 1 2
5 1 1 2
-9 4 2 1
-9 14 2 2
-1 6 2 2
-1 5 2 2
5 3 1 2
4 2 1 2
6 1 1 2
-25 0 2 1
-32 4 2 2
-16 7 2 2
-8 4 2 2
-7 4 2 2
0 2 2 2
-1 2 2 2
3 6 1 1
-23 7 2 2
-15 5 2 2
-10 7 2 2
-6 5 2 2
-5 4 2 2
0 3 2 2
-3 0 2 1
2 6 1 2
-12 4 2 2
-11 4 2 2
-8 5 2 2
-5 4 2 2
-4 4 2 2
-5 -9 2 1
-8 -7 2 2
-2 0 2 2
-10 0 2 2
-9 1 2 2
-7 3 2 2
-5 2 2 2
20 0 1 1
15 -7 1 2
6 -3 1 2
6 0 1 2
-2 0 2 2
-3 1 2 2
-3 3 2 2
-2 0 2 1
17 -2 1 2
6 -4 1 2
3 -2 1 2
3 0 1 2
-2 0 2 2
-3 1 2 2
8 -3 1 1
6 -5 1 2
12 -3 1 2
7 -5 1 2
4 -3 1 2
4 -1 1 2
-1 -1 2 2
-6 0 2 1
-2 -3 2 2
-2 -3 2 2
5 -2 1 2
3 -4 1 2
2 -2 1 2
2 -1 1 2
-22 -6 2 1
-28 -8 2 2
-12 -6 2 2
-8 -5 2 2
-2 -4 2 2
-2 -4 2 2
-2 -3 2 2
20 3 1 1
-2 -4 2 2
-4 -3 2 2
-1 -3 2 2
-1 -3 2 2
3 -3 1 2
2 -3 1 2
