Br Usd Category Group
-27 3 2 1
27 -6 1 1
8 -5 1 2
0 2 2 1
27 -4 1 2
4 -1 1 2
6 3 1 1
10 4 1 2
19 -1 1 2
6 0 1 2
-18 1 2 1
-12 3 2 2
-4 2 2 2
6 0 1 2
0 0 2 2
-6 -1 2 1
-25 2 2 2
-9 2 2 2
-5 2 2 2
3 0 1 2
-1 0 2 2
-12 0 2 1
-18 -2 2 2
-18 1 2 2
-10 1 2 2
-7 1 2 2
0 0 2 2
-3 0 2 2
12 -1 1 1
0 -1 2 2
-3 -1 2 2
-8 0 2 2
-5 1 2 2
-3 1 2 2
2 0 1 2
18 3 1 1
29 3 1 2
8 2 1 2
3 1 1 2
-2 1 2 2
0 1 2 2
0 1 2 2
0 14 2 1
21 17 1 2
15 9 1 2
6 6 1 2
3 4 1 2
-1 4 2 2
0 3 2 2
14 -12 1 1
16 -3 1 2
18 0 1 2
16 0 1 2
9 0 1 2
6 0 1 2
2 0 1 2
12 1 1 1
25 -11 1 2
13 -1 1 2
16 1 1 2
14 0 1 2
9 0 1 2
6 0 1 2
4 3 1 1
14 4 1 2
13 -4 1 2
10 1 1 2
12 1 1 2
12 1 1 2
8 1 1 2
-18 2 2 1
-14 5 2 2
-2 3 2 2
3 -2 1 2
3 1 1 2
6 1 1 2
7 1 1 2
-25 -5 2 1
-51 -3 2 2
-24 0 2 2
-12 0 2 2
-6 -3 2 2
-5 0 2 2
0 0 2 2
18 -3 1 1
-4 -8 2 2
-15 -3 2 2
-9 -1 2 2
-4 -1 2 2
-1 -3 2 2
0 -1 2 2
2 -8 1 1
25 -11 1 2
1 -8 1 2
-8 -5 2 2
-5 -3 2 2
-2 -2 2 2
0 -4 2 2
2 -10 1 1
10 -18 1 2
16 -10 1 2
3 -9 1 2
-4 -6 2 2
-2 -4 2 2
0 -3 2 2
14 2 1 1
18 -11 1 2
13 -9 1 2
16 -7 1 2
7 -7 1 2
0 -5 2 2
1 -4 1 2
-8 -5 2 1
6 -3 1 2
5 -8 1 2
6 -8 1 2
10 -7 1 2
4 -6 1 2
-1 -5 2 2
-10 3 2 1
-20 -2 2 2
-3 0 2 2
-1 -4 2 2
2 -5 1 2
6 -5 1 2
1 -5 1 2
2 -22 1 1
0 -17 2 2
-5 -11 2 2
1 -7 1 2
2 -8 1 2
3 -8 1 2
7 -7 1 2
-10 6 2 1
-4 -16 2 2
-3 -5 2 2
-5 -5 2 2
-1 -4 2 2
0 -5 2 2
2 -6 1 2
-2 0 2 1
-14 10 2 2
-4 -6 2 2
-3 -3 2 2
-5 -3 2 2
-1 -2 2 2
0 -4 2 2
