Br Usd Category Group
19 9 1 1
10 -5 1 1
40 4 1 2
31 -12 1 1
44 -17 1 2
36 -4 1 2
-23 6 2 1
8 -7 1 2
10 -6 1 2
17 -1 1 2
-12 -4 2 1
-33 4 2 2
-1 -4 2 2
3 -5 1 2
10 -1 1 2
2 -6 1 1
-8 -10 2 2
-14 -1 2 2
1 -5 1 2
4 -5 1 2
9 -2 1 2
-46 10 2 1
-44 2 2 2
-27 -1 2 2
-25 2 2 2
-11 -2 2 2
-6 -2 2 2
0 0 2 2
-8 3 2 1
-54 13 2 2
-26 3 2 2
-21 0 2 2
-21 2 2 2
-10 -1 2 2
-7 -1 2 2
-6 -7 2 1
-17 -4 2 2
-31 3 2 2
-20 -1 2 2
-18 -1 2 2
-18 0 2 2
-10 -2 2 2
-56 -2 2 1
-63 -7 2 2
-36 -2 2 2
-39 2 2 2
-29 -1 2 2
-25 -1 2 2
-24 0 2 2
29 6 1 1
-25 5 2 2
-16 0 2 2
-14 1 2 2
-22 3 2 2
-17 1 2 2
-16 0 2 2
13 -3 1 1
42 8 1 2
-6 3 2 2
-6 0 2 2
-7 1 2 2
-15 3 2 2
-12 1 2 2
-19 2 2 1
-8 -3 2 2
10 4 1 2
-11 2 2 2
-10 0 2 2
-10 1 2 2
-16 2 2 2
17 6 1 1
-8 7 2 2
1 1 1 2
10 4 1 2
-6 3 2 2
-6 1 2 2
-7 1 2 2
29 -8 1 1
46 -2 1 2
10 0 1 2
10 -2 1 2
15 1 1 2
1 1 1 2
0 0 2 2
10 -7 1 1
38 -19 1 2
27 -6 1 2
10 -4 1 2
10 -4 1 2
14 -1 1 2
2 -1 1 2
-38 -7 2 1
-31 -14 2 2
-2 -13 2 2
4 -6 1 2
-3 -4 2 2
0 -5 2 2
5 -2 1 2
27 -6 1 1
-13 -15 2 2
-3 -11 2 2
7 -11 1 2
9 -7 1 2
3 -5 1 2
4 -5 1 2
6 -6 1 1
36 -12 1 2
-2 -11 2 2
1 -9 1 2
7 -10 1 2
9 -7 1 2
3 -5 1 2
-10 36 2 1
-2 31 2 2
14 12 1 2
-4 5 2 2
-2 2 2 2
4 0 1 2
6 1 1 2
-8 -11 2 1
-15 21 2 2
-3 8 2 2
8 3 1 2
-4 0 2 2
-2 -1 2 2
3 -3 1 2
15 -8 1 1
4 -18 1 2
-1 7 2 2
2 3 1 2
9 1 1 2
-1 -1 2 2
0 -2 2 2
19 -10 1 1
31 -18 1 2
10 -14 1 2
5 2 1 2
6 0 1 2
10 -1 1 2
2 -3 1 2
4 -14 1 1
25 -24 1 2
19 -16 1 2
9 -14 1 2
5 -2 1 2
6 -3 1 2
10 -4 1 2
