Br Usd Category Group
5 -62 1 1
-13 -16 2 1
-17 -77 2 2
-10 0 2 1
-20 -9 2 2
-12 -35 2 2
12 -17 1 1
2 -17 1 2
-4 -13 2 2
-4 -29 2 2
3 -39 1 1
20 -41 1 2
5 -20 1 2
0 -17 2 2
-1 -28 2 2
10 -21 1 1
15 -60 1 2
16 -31 1 2
7 -21 1 2
3 -18 1 2
2 -26 1 2
-5 9 2 1
7 -12 1 2
6 -26 1 2
9 -18 1 2
5 -13 1 2
2 -12 1 2
1 -20 1 2
-3 -43 2 1
-8 -36 2 2
2 -28 1 2
3 -32 1 2
6 -24 1 2
3 -19 1 2
1 -18 1 2
8 -31 1 1
5 -73 1 2
0 -33 2 2
4 -29 1 2
4 -31 1 2
7 -26 1 2
4 -21 1 2
7 -5 1 1
15 -37 1 2
6 -39 1 2
2 -24 1 2
5 -23 1 2
5 -26 1 2
7 -22 1 2
3 -38 1 1
12 -42 1 2
10 -37 1 2
6 -39 1 2
3 -27 1 2
5 -26 1 2
5 -28 1 2
-3 0 2 1
0 -36 2 2
4 -20 1 2
6 -24 1 2
3 -28 1 2
2 -21 1 2
3 -21 1 2
-8 -8 2 1
-15 -9 2 2
-6 -22 2 2
-1 -16 2 2
1 -20 1 2
0 -24 2 2
-1 -19 2 2
25 -29 1 1
20 -36 1 2
7 -19 1 2
6 -24 1 2
6 -19 1 2
7 -22 1 2
5 -25 1 2
-23 -72 2 1
2 -102 1 2
-2 -55 2 2
-3 -37 2 2
-2 -37 2 2
0 -30 2 2
2 -30 1 2
-37 -27 2 1
-63 -96 2 2
-19 -63 2 2
-14 -44 2 2
-12 -34 2 2
-9 -34 2 2
-6 -29 2 2
-28 109 2 1
-55 90 2 2
-41 10 2 2
-19 -3 2 2
-15 -4 2 2
-14 -4 2 2
-11 -9 2 2
-23 -47 2 1
-50 47 2 2
-38 14 2 2
-34 -14 2 2
-20 -18 2 2
-17 -16 2 2
-15 -13 2 2
-17 -17 2 1
-39 -57 2 2
-33 18 2 2
-31 6 2 2
-29 -13 2 2
-19 -16 2 2
-16 -15 2 2
37 0 1 1
24 -18 1 2
1 -28 1 2
-8 12 2 2
-13 4 2 2
-16 -10 2 2
-9 -14 2 2
2 60 1 1
39 58 1 2
13 20 1 2
1 0 1 2
-6 24 2 2
-10 15 2 2
-13 1 2 2
-7 51 2 1
-2 112 2 2
18 55 1 2
7 31 1 2
0 13 2 2
-5 29 2 2
-9 21 2 2
13 33 1 1
5 82 1 2
5 71 1 2
16 47 1 2
8 31 1 2
2 16 1 2
-3 30 2 2
3 39 1 1
15 72 1 2
3 60 1 2
4 60 1 2
12 45 1 2
7 32 1 2
2 20 1 2
