Br Usd Category Group
11 24 1 1
7 4 1 1
15 13 1 2
-3 52 2 1
5 52 1 2
7 30 1 2
-5 18 2 1
-8 68 2 2
0 34 2 2
3 26 1 2
0 -4 2 1
-5 12 2 2
-4 31 2 2
0 20 2 2
2 17 1 2
0 10 2 1
0 8 2 2
-2 12 2 2
-3 24 2 2
0 18 2 2
2 16 1 2
3 8 1 1
2 18 1 2
1 8 1 2
-1 10 2 2
-2 20 2 2
0 16 2 2
2 15 1 2
-8 -6 2 1
-5 -3 2 2
-3 4 2 2
-2 2 2 2
-3 5 2 2
-3 14 2 2
-1 12 2 2
-3 -7 2 1
-11 -15 2 2
-4 -6 2 2
-3 -1 2 2
-2 -1 2 2
-3 2 2 2
-3 10 2 2
-2 10 2 1
-3 4 2 2
-6 -2 2 2
-3 0 2 2
-2 2 2 2
-2 1 2 2
-2 4 2 2
-5 11 2 1
-7 21 2 2
-4 7 2 2
-5 2 2 2
-3 2 2 2
-3 4 2 2
-2 3 2 2
-13 -1 2 1
-23 9 2 2
-12 10 2 2
-9 4 2 2
-9 1 2 2
-6 2 2 2
-5 3 2 2
-11 -6 2 1
-28 -8 2 2
-19 1 2 2
-13 4 2 2
-10 2 2 2
-10 0 2 2
-8 0 2 2
-2 -11 2 1
-16 -12 2 2
-16 -7 2 2
-14 -1 2 2
-11 2 2 2
-9 0 2 2
-9 -1 2 2
11 -17 1 1
8 -24 1 2
-3 -13 2 2
-8 -9 2 2
-8 -4 2 2
-7 -1 2 2
-6 -2 2 2
-8 -9 2 1
2 -32 1 2
-1 -20 2 2
-5 -14 2 2
-8 -11 2 2
-8 -6 2 2
-7 -4 2 2
0 10 2 1
-8 0 2 2
1 -11 1 2
-1 -10 2 2
-4 -8 2 2
-7 -7 2 2
-7 -4 2 2
0 34 2 1
3 35 1 2
-2 12 2 2
2 1 1 2
0 -1 2 2
-3 -1 2 2
-5 -1 2 2
-28 -5 2 1
-29 29 2 2
-13 15 2 2
-11 7 2 2
-6 -1 2 2
-6 -2 2 2
-7 -2 2 2
5 5 1 1
-21 4 2 2
-11 19 2 2
-7 13 2 2
-7 7 2 2
-4 1 2 2
-4 0 2 2
-8 13 2 1
-3 7 2 2
-15 3 2 2
-10 13 2 2
-7 10 2 2
-7 6 2 2
-4 1 2 2
-2 -7 2 1
-16 6 2 2
-6 0 2 2
-13 0 2 2
-10 8 2 2
-7 7 2 2
-7 4 2 2
-7 4 2 1
-8 -13 2 2
-11 0 2 2
-6 -2 2 2
-11 -2 2 2
-9 5 2 2
-7 5 2 2
-2 2 2 1
-7 6 2 2
-4 -5 2 2
-8 1 2 2
-5 -1 2 2
-9 -1 2 2
-8 5 2 2
