Br Usd Category Group
0 14 2 1
-11 3 2 1
-12 18 2 2
-48 -3 2 1
-59 1 2 2
-30 8 2 2
-7 15 2 1
-57 10 2 2
-34 7 2 2
-23 10 2 2
-12 15 2 1
-21 29 2 2
-35 12 2 2
-27 10 2 2
-21 11 2 2
15 2 1 1
2 20 1 2
-3 17 2 2
-19 10 2 2
-17 8 2 2
-14 10 2 2
11 9 1 1
24 11 1 2
6 14 1 2
1 14 1 2
-12 10 2 2
-11 9 2 2
-10 10 2 2
16 -4 1 1
27 2 1 2
20 2 1 2
9 7 1 2
5 9 1 2
-6 6 2 2
-7 6 2 2
6 -1 1 1
17 -5 1 2
14 1 1 2
14 1 1 2
7 5 1 2
4 7 1 2
-5 5 2 2
9 -13 1 1
13 -15 1 2
12 -10 1 2
12 -4 1 2
12 -3 1 2
7 1 1 2
5 4 1 2
-11 0 2 1
-4 -15 2 2
1 -9 1 2
4 -7 1 2
6 -4 1 2
7 -3 1 2
4 1 1 2
13 18 1 1
1 18 1 2
4 1 1 2
4 0 1 2
6 -1 1 2
7 0 1 2
8 1 1 2
-5 -1 2 1
9 18 1 2
-2 9 2 2
1 1 1 2
2 0 1 2
4 -1 1 2
5 0 1 2
34 -2 1 1
29 -1 1 2
21 9 1 2
10 6 1 2
9 1 1 2
9 0 1 2
9 -1 1 2
5 22 1 1
39 20 1 2
17 10 1 2
16 13 1 2
9 10 1 2
9 5 1 2
8 4 1 2
21 7 1 1
27 31 1 2
30 14 1 2
19 10 1 2
17 12 1 2
11 10 1 2
11 5 1 2
0 5 2 1
19 15 1 2
13 20 1 2
20 12 1 2
14 9 1 2
14 11 1 2
9 9 1 2
8 13 1 1
8 21 1 2
14 16 1 2
11 18 1 2
17 13 1 2
13 11 1 2
13 12 1 2
-7 -15 2 1
1 -1 1 2
1 4 1 2
7 6 1 2
7 10 1 2
12 8 1 2
9 7 1 2
-2 24 2 1
-8 8 2 2
0 11 2 2
0 10 2 2
5 10 1 2
5 13 1 2
10 11 1 2
6 -10 1 1
0 18 2 2
-3 1 2 2
1 6 1 2
1 6 1 2
4 7 1 2
5 10 1 2
-4 12 2 1
5 0 1 2
-1 14 2 2
-2 4 2 2
0 7 2 2
0 7 2 2
3 7 1 2
0 -3 2 1
-5 11 2 2
2 -1 1 2
-1 9 2 2
-2 3 2 2
0 5 2 2
0 6 2 2
1 -7 1 1
-1 -10 2 2
-3 2 2 2
1 -3 1 2
-1 5 2 2
-2 1 2 2
0 3 2 2
