Br Usd Category Group
-5 13 2 1
-13 18 2 1
-19 26 2 2
-12 49 2 1
-27 47 2 2
-17 27 2 2
-6 -7 2 1
-12 38 2 2
-14 18 2 2
-11 15 2 2
7 -3 1 1
-1 -7 2 2
-4 19 2 2
-8 12 2 2
-7 11 2 2
18 -30 1 1
27 -36 1 2
10 -20 1 2
4 2 1 2
-1 1 2 2
-2 2 2 2
-4 -14 2 1
14 -43 1 2
12 -25 1 2
5 -18 1 2
2 -2 1 2
-1 -2 2 2
-2 0 2 2
17 -2 1 1
13 -11 1 2
15 -20 1 2
13 -15 1 2
8 -12 1 2
5 -1 1 2
2 -1 1 2
34 -18 1 1
52 -20 1 2
24 -15 1 2
22 -19 1 2
19 -16 1 2
14 -14 1 2
10 -4 1 2
14 16 1 1
44 -1 1 2
31 -1 1 2
19 -4 1 2
19 -10 1 2
17 -9 1 2
13 -9 1 2
6 -54 1 1
20 -39 1 2
25 -28 1 2
23 -19 1 2
16 -17 1 2
16 -19 1 2
15 -17 1 2
-5 19 2 1
1 -26 1 2
8 -5 1 2
15 -9 1 2
16 -7 1 2
12 -8 1 2
13 -11 1 2
-4 5 2 1
-12 23 2 2
-3 -11 2 2
3 -2 1 2
9 -6 1 2
11 -5 1 2
9 -6 1 2
1 5 1 1
-1 10 2 2
-5 14 2 2
-1 -6 2 2
3 0 1 2
8 -4 1 2
10 -3 1 2
1 -3 1 1
1 3 1 2
-1 4 2 2
-3 9 2 2
-1 -5 2 2
2 -1 1 2
7 -3 1 2
0 -39 2 1
4 -44 1 2
2 -19 1 2
0 -11 2 2
-2 -4 2 2
0 -12 2 2
2 -7 1 2
11 -37 1 1
7 -74 1 2
5 -39 1 2
4 -25 1 2
2 -17 1 2
0 -10 2 2
1 -16 1 2
18 2 1 1
28 -35 1 2
12 -36 1 2
9 -26 1 2
7 -18 1 2
5 -13 1 2
3 -8 1 2
-15 -15 2 1
2 -11 1 2
6 -24 1 2
3 -28 1 2
3 -22 1 2
3 -17 1 2
2 -13 1 2
14 2 1 1
0 -12 2 2
9 -4 1 2
9 -15 1 2
6 -20 1 2
6 -17 1 2
5 -14 1 2
-4 -8 2 1
11 -12 1 2
-2 -13 2 2
5 -7 1 2
6 -15 1 2
4 -19 1 2
4 -17 1 2
33 -18 1 1
31 -26 1 2
22 -15 1 2
10 -15 1 2
12 -10 1 2
12 -15 1 2
9 -19 1 2
-15 -6 2 1
19 -23 1 2
8 -16 1 2
10 -12 1 2
4 -12 1 2
7 -9 1 2
7 -14 1 2
-11 7 2 1
-20 1 2 2
7 -9 1 2
4 -8 1 2
6 -7 1 2
2 -9 1 2
5 -7 1 2
