Br Usd Category Group
-12 3 2 1
17 5 1 1
0 11 2 2
-4 1 2 1
15 4 1 2
-1 5 2 2
-10 -3 2 1
-10 -3 2 2
4 0 1 2
-3 2 2 2
-8 -3 2 1
-19 -4 2 2
-10 -2 2 2
0 0 2 2
-5 1 2 2
-6 -2 2 1
-12 -3 2 2
-11 -2 2 2
-8 -1 2 2
-1 0 2 2
-4 1 2 2
-16 6 2 1
-25 5 2 2
-16 2 2 2
-14 1 2 2
-11 1 2 2
-5 1 2 2
-7 2 2 2
1 -9 1 1
-13 -3 2 2
-12 -2 2 2
-10 -2 2 2
-10 -2 2 2
-8 -1 2 2
-4 0 2 2
0 8 2 1
-1 -2 2 2
-8 2 2 2
-8 1 2 2
-8 0 2 2
-8 0 2 2
-7 0 2 2
18 9 1 1
17 17 1 2
8 3 1 2
0 4 2 2
-2 3 2 2
-3 2 2 2
-4 1 2 2
7 -1 1 1
30 9 1 2
15 8 1 2
9 2 1 2
3 3 1 2
1 2 1 2
0 2 2 2
0 12 2 1
10 9 1 2
16 9 1 2
11 9 1 2
8 4 1 2
3 4 1 2
1 3 1 2
-4 8 2 1
-2 21 2 2
4 9 1 2
10 9 1 2
7 9 1 2
6 5 1 2
2 5 1 2
-4 14 2 1
-4 22 2 2
-1 18 2 2
2 11 1 2
8 11 1 2
6 10 1 2
5 7 1 2
0 -11 2 1
-6 3 2 2
-3 6 2 2
-2 8 2 2
1 6 1 2
6 6 1 2
4 7 1 2
6 1 1 1
6 -9 1 2
0 2 2 2
0 4 2 2
0 7 2 2
2 5 1 2
6 6 1 2
10 6 1 1
17 7 1 2
8 -2 1 2
4 3 1 2
3 5 1 2
2 7 1 2
4 5 1 2
6 -9 1 1
15 -4 1 2
11 -1 1 2
7 -4 1 2
4 0 1 2
3 2 1 2
3 4 1 2
6 -10 1 1
8 -20 1 2
8 -7 1 2
8 -5 1 2
6 -6 1 2
4 -2 1 2
3 0 1 2
-7 11 2 1
0 4 2 2
1 -3 1 2
4 0 1 2
5 0 1 2
4 -2 1 2
2 1 1 2
-10 -9 2 1
-18 3 2 2
-5 -2 2 2
-3 -5 2 2
0 -2 2 2
1 -2 1 2
1 -3 1 2
8 -3 1 1
-2 -12 2 2
-5 0 2 2
-1 -2 2 2
0 -4 2 2
1 -2 1 2
2 -2 1 2
0 0 2 1
5 -1 1 2
-3 -5 2 2
-5 1 2 2
-2 -1 2 2
-1 -3 2 2
1 -2 1 2
-8 6 2 1
-8 6 2 2
-2 2 2 2
-5 -2 2 2
-6 2 2 2
-3 0 2 2
-2 -2 2 2
