Br Usd Category Group
-6 11 2 1
17 1 1 1
8 12 1 2
2 6 1 1
21 6 1 2
6 9 1 2
0 -11 2 1
2 -3 1 2
10 -2 1 2
4 3 1 2
-8 26 2 1
-8 17 2 2
-3 12 2 2
4 8 1 2
1 9 1 2
-25 -7 2 1
-31 17 2 2
-15 4 2 2
-10 5 2 2
-3 4 2 2
-4 5 2 2
-4 4 2 1
-29 -4 2 2
-18 10 2 2
-12 4 2 2
-8 5 2 2
-3 4 2 2
-4 5 2 2
23 3 1 1
19 5 1 2
-3 -1 2 2
-4 7 2 2
-3 3 2 2
-2 4 2 2
1 3 1 2
-8 4 2 1
12 7 1 2
4 4 1 2
-6 0 2 2
-6 6 2 2
-5 3 2 2
-3 4 2 2
-10 4 2 1
-19 8 2 2
1 5 1 2
-1 4 2 2
-7 1 2 2
-7 6 2 2
-5 3 2 2
-6 12 2 1
-19 17 2 2
-13 10 2 2
-2 8 2 2
-3 6 2 2
-7 4 2 2
-7 7 2 2
21 6 1 1
12 17 1 2
0 11 2 2
-3 8 2 2
3 7 1 2
2 6 1 2
-3 4 2 2
-10 -9 2 1
6 -2 1 2
-1 4 2 2
-5 4 2 2
-6 4 2 2
0 4 2 2
-1 4 2 2
14 -1 1 1
2 -11 1 2
9 -2 1 2
3 2 1 2
-1 3 2 2
-2 3 2 2
2 3 1 2
2 -8 1 1
19 -7 1 2
3 -9 1 2
8 -3 1 2
4 0 1 2
0 1 2 2
-1 1 2 2
-4 -3 2 1
-2 -11 2 2
7 -5 1 2
1 -7 1 2
5 -3 1 2
2 0 1 2
0 0 2 2
-10 -2 2 1
-14 -2 2 2
-6 -5 2 2
1 -3 1 2
-2 -5 2 2
2 -3 1 2
0 0 2 2
14 7 1 1
2 4 1 2
-1 2 2 2
0 -2 2 2
4 -1 1 2
1 -3 1 2
3 -1 1 2
4 -3 1 1
17 6 1 2
2 1 1 2
0 1 2 2
1 -1 1 2
4 -1 1 2
1 -3 1 2
19 -6 1 1
21 -9 1 2
17 0 1 2
7 -1 1 2
4 -1 1 2
4 -2 1 2
6 -2 1 2
12 -2 1 1
33 -7 1 2
18 -5 1 2
16 -1 1 2
9 -1 1 2
6 -1 1 2
6 -2 1 2
4 2 1 1
16 0 1 2
19 -3 1 2
13 -3 1 2
13 0 1 2
8 -1 1 2
6 -1 1 2
19 -11 1 1
21 -10 1 2
16 -6 1 2
18 -6 1 2
14 -5 1 2
14 -2 1 2
9 -2 1 2
-6 5 2 1
10 -5 1 2
6 -3 1 2
8 -2 1 2
11 -3 1 2
10 -3 1 2
10 -1 1 2
