Br Usd Category Group
0 8 2 1
2 -10 1 1
6 1 1 2
23 -7 1 1
25 -17 1 2
14 -3 1 2
-27 2 2 1
-2 -3 2 2
0 -6 2 2
1 -1 1 2
19 7 1 1
-2 9 2 2
11 2 1 2
8 -2 1 2
7 1 1 2
29 -8 1 1
52 -3 1 2
15 -1 1 2
19 -2 1 2
14 -4 1 2
12 -1 1 2
23 -3 1 1
49 -14 1 2
36 -5 1 2
17 -3 1 2
19 -3 1 2
16 -5 1 2
14 -2 1 2
16 3 1 1
39 -3 1 2
33 -7 1 2
30 -3 1 2
17 -2 1 2
19 -3 1 2
16 -4 1 2
-25 0 2 1
-8 3 2 2
7 -1 1 2
14 -5 1 2
16 -2 1 2
9 -2 1 2
11 -2 1 2
-2 4 2 1
-25 4 2 2
-4 4 2 2
5 0 1 2
10 -3 1 2
13 -1 1 2
7 -1 1 2
-6 12 2 1
-6 15 2 2
-14 7 2 2
-4 6 2 2
3 3 1 2
7 0 1 2
10 1 1 2
-2 -1 2 1
-6 13 2 2
-3 8 2 2
-10 5 2 2
-3 5 2 2
2 3 1 2
6 0 1 2
-2 28 2 1
-2 24 2 2
-3 19 2 2
-2 14 2 2
-7 10 2 2
-2 9 2 2
2 6 1 2
72 -16 1 1
72 19 1 2
36 7 1 2
23 10 1 2
17 8 1 2
9 6 1 2
10 6 1 2
-26 7 2 1
43 -4 1 2
22 15 1 2
14 9 1 2
10 10 1 2
8 9 1 2
3 7 1 2
-4 1 2 1
-18 7 2 2
26 -2 1 2
17 10 1 2
13 7 1 2
9 8 1 2
8 7 1 2
-4 5 2 1
-4 6 2 2
-9 6 2 2
17 1 1 2
13 9 1 2
10 6 1 2
8 8 1 2
53 -12 1 1
47 -8 1 2
23 -4 1 2
11 0 1 2
26 -3 1 2
21 4 1 2
17 3 1 2
81 -17 1 1
133 -28 1 2
63 -12 1 2
42 -8 1 2
28 -4 1 2
37 -6 1 2
30 1 1 2
-56 13 2 1
24 -4 1 2
38 -8 1 2
23 -4 1 2
17 -3 1 2
11 -1 1 2
21 -3 1 2
49 -8 1 1
-10 6 2 2
36 -5 1 2
41 -8 1 2
29 -5 1 2
23 -4 1 2
17 -2 1 2
-26 13 2 1
24 5 1 2
-17 10 2 2
16 1 1 2
25 -2 1 2
18 -1 1 2
15 -1 1 2
40 -6 1 1
14 5 1 2
32 -1 1 2
2 4 1 2
22 -1 1 2
28 -3 1 2
22 -2 1 2
34 -9 1 1
73 -15 1 2
23 -2 1 2
32 -4 1 2
10 1 1 2
24 -3 1 2
29 -4 1 2
