Br Usd Category Group
15 43 1 1
13 -16 1 1
23 28 1 2
2 -15 1 1
15 -31 1 2
12 6 1 2
-42 24 2 1
-40 10 2 2
-13 -3 2 2
-6 12 2 2
-19 8 2 1
-59 31 2 2
-28 8 2 2
-15 0 2 2
-9 11 2 2
-21 5 2 1
-40 8 2 2
-40 15 2 2
-26 5 2 2
-16 0 2 2
-11 9 2 2
-23 19 2 1
-42 21 2 2
-30 12 2 2
-34 16 2 2
-25 8 2 2
-17 3 2 2
-13 10 2 2
8 62 1 1
-15 81 2 2
-17 42 2 2
-18 29 2 2
-23 28 2 2
-18 19 2 2
-13 13 2 2
21 8 1 1
31 74 1 2
4 46 1 2
-4 32 2 2
-8 25 2 2
-14 24 2 2
-11 18 2 2
-15 6 2 1
10 14 1 2
10 40 1 2
-1 33 2 2
-6 25 2 2
-8 21 2 2
-14 21 2 2
-8 54 2 1
-27 59 2 2
-1 34 2 2
3 44 1 2
-4 38 2 2
-7 31 2 2
-9 26 2 2
13 38 1 1
2 89 1 2
-9 47 2 2
3 34 1 2
4 42 1 2
-1 37 2 2
-4 32 2 2
11 -28 1 1
27 10 1 2
8 30 1 2
-1 22 2 2
5 18 1 2
6 28 1 2
1 26 1 2
23 -26 1 1
36 -54 1 2
26 -8 1 2
13 11 1 2
5 10 1 2
9 10 1 2
9 19 1 2
-29 23 2 1
-2 -2 2 2
6 -15 1 2
9 3 1 2
4 15 1 2
-1 13 2 2
4 12 1 2
2 21 1 1
-32 44 2 2
-3 10 2 2
3 -3 1 2
6 7 1 2
2 16 1 2
-1 14 2 2
-15 4 2 1
-11 14 2 2
-23 19 2 2
-6 4 2 2
-1 -4 2 2
2 4 1 2
0 12 2 2
-27 17 2 1
-44 20 2 2
-20 15 2 2
-25 18 2 2
-12 7 2 2
-7 0 2 2
-3 6 2 2
-79 97 2 1
-107 115 2 2
-62 59 2 2
-40 43 2 2
-39 38 2 2
-26 25 2 2
-19 16 2 2
-19 -16 2 1
-98 81 2 2
-63 50 2 2
-48 34 2 2
-35 28 2 2
-35 27 2 2
-25 18 2 2
-10 33 2 1
-31 16 2 2
-55 57 2 2
-46 44 2 2
-39 34 2 2
-30 29 2 2
-31 28 2 2
-39 1 2 1
-52 48 2 2
-37 16 2 2
-51 43 2 2
-45 37 2 2
-39 30 2 2
-32 27 2 2
51 0 1 1
12 0 1 2
-1 24 2 2
-8 10 2 2
-25 32 2 2
-26 29 2 2
-25 25 2 2
-16 -8 2 1
35 -8 1 2
-2 -4 2 2
-6 13 2 2
-10 6 2 2
-23 24 2 2
-24 23 2 2
