Br Usd Category Group
-6 -11 2 1
-9 -10 2 1
-15 -21 2 2
5 7 1 1
-3 -3 2 2
-4 -7 2 2
1 6 1 1
6 15 1 2
-1 3 2 2
-3 -2 2 2
0 -4 2 1
1 1 1 2
3 5 1 2
0 0 2 2
-2 -3 2 2
11 1 1 1
9 -4 1 2
5 1 1 2
5 3 1 2
2 0 1 2
0 -2 2 2
-9 -15 2 1
3 -14 1 2
0 -9 2 2
0 -5 2 2
2 -1 1 2
0 -3 2 2
-1 -4 2 2
14 -12 1 1
5 -27 1 2
8 -13 1 2
5 -10 1 2
4 -7 1 2
4 -3 1 2
2 -5 1 2
5 -8 1 1
20 -21 1 2
6 -18 1 2
8 -12 1 2
5 -10 1 2
4 -7 1 2
4 -4 1 2
10 8 1 1
15 0 1 2
15 -7 1 2
7 -9 1 2
8 -7 1 2
6 -6 1 2
5 -5 1 2
-3 3 2 1
6 11 1 2
6 1 1 2
9 -3 1 2
4 -6 1 2
6 -5 1 2
4 -5 1 2
0 -5 2 1
-3 -1 2 2
3 4 1 2
4 0 1 2
7 -4 1 2
4 -6 1 2
5 -5 1 2
-8 -8 2 1
-9 -15 2 2
-6 -5 2 2
-1 -1 2 2
1 -3 1 2
4 -5 1 2
1 -6 1 2
13 -8 1 1
6 -19 1 2
3 -12 1 2
1 -7 1 2
3 -3 1 2
3 -4 1 2
5 -6 1 2
23 9 1 1
34 -2 1 2
14 -6 1 2
9 -6 1 2
6 -4 1 2
7 -1 1 2
6 -2 1 2
39 2 1 1
64 10 1 2
38 0 1 2
23 -4 1 2
17 -4 1 2
13 -3 1 2
12 -1 1 2
14 -6 1 1
53 -5 1 2
39 1 1 2
30 -3 1 2
21 -5 1 2
16 -5 1 2
13 -3 1 2
-14 -7 2 1
0 -12 2 2
20 -5 1 2
21 -1 1 2
19 -3 1 2
14 -5 1 2
11 -5 1 2
-3 7 2 1
-16 -1 2 2
-1 -3 2 2
12 -2 1 2
15 1 1 2
15 -2 1 2
11 -3 1 2
-23 20 2 1
-25 29 2 2
-19 10 2 2
-8 5 2 2
3 4 1 2
8 5 1 2
8 2 1 2
-6 -5 2 1
-29 13 2 2
-16 11 2 2
-15 4 2 2
-8 2 2 2
2 2 1 2
5 3 1 2
9 6 1 1
3 3 1 2
-10 11 2 2
-8 10 2 2
-9 5 2 2
-5 3 2 2
3 3 1 2
-3 10 2 1
6 15 1 2
0 6 2 2
-8 10 2 2
-6 10 2 2
-8 6 2 2
-4 4 2 2
