Br Usd Category Group
9 -3 1 1
18 -2 1 1
27 -3 1 2
-15 -2 2 1
3 -4 1 2
6 -2 1 2
8 -2 1 1
-8 -2 2 2
5 -2 1 2
7 -2 1 2
-12 2 2 1
-5 -2 2 2
-10 -1 2 2
-1 -1 2 2
2 -1 1 2
12 -2 1 1
0 -2 2 2
4 -3 1 2
-3 -2 2 2
3 -2 1 2
4 -2 1 2
-24 -1 2 1
-12 -3 2 2
-12 -2 2 2
-6 -2 2 2
-8 -2 2 2
-3 -2 2 2
-1 -2 2 2
-8 9 2 1
-32 8 2 2
-10 3 2 2
-11 2 2 2
-6 1 2 2
-8 1 2 2
-4 0 2 2
14 4 1 1
12 12 1 2
-6 6 2 2
0 3 2 2
-3 3 2 2
-1 1 2 2
-3 1 2 2
12 -4 1 1
29 0 1 2
14 4 1 2
1 3 1 2
4 2 1 2
1 1 1 2
2 0 1 2
18 -4 1 1
35 -8 1 2
26 -2 1 2
17 2 1 2
6 1 1 2
8 0 1 2
4 0 1 2
30 2 1 1
48 0 1 2
33 -2 1 2
27 0 1 2
20 2 1 2
11 2 1 2
11 1 1 2
-35 -5 2 1
-5 -6 2 2
7 -4 1 2
10 -4 1 2
12 -2 1 2
9 0 1 2
4 0 1 2
35 3 1 1
3 -1 1 2
17 -1 1 2
17 -1 1 2
17 -2 1 2
17 -1 1 2
14 1 1 2
26 -5 1 1
62 -2 1 2
15 -3 1 2
20 -3 1 2
20 -2 1 2
19 -3 1 2
19 -1 1 2
-15 -10 2 1
12 -15 1 2
24 -6 1 2
6 -6 1 2
12 -4 1 2
13 -4 1 2
14 -4 1 2
-18 8 2 1
-31 -2 2 2
-2 -4 2 2
11 -2 1 2
0 -2 2 2
6 -2 1 2
8 -2 1 2
24 -14 1 1
6 -6 1 2
-4 -8 2 2
7 -7 1 2
14 -5 1 2
5 -5 1 2
9 -4 1 2
-2 -9 2 1
23 -21 1 2
2 -6 1 2
-3 -8 2 2
5 -7 1 2
11 -5 1 2
4 -5 1 2
-16 17 2 1
-15 9 2 2
5 -2 1 2
-3 2 2 2
-6 -1 2 2
1 -2 1 2
7 -1 1 2
2 3 1 1
-12 25 2 2
-5 8 2 2
5 1 1 2
-1 3 2 2
-4 0 2 2
2 -1 1 2
-11 6 2 1
-8 12 2 2
-10 17 2 2
-7 8 2 2
1 3 1 2
-3 4 2 2
-4 2 2 2
26 -4 1 1
17 2 1 2
10 4 1 2
2 10 1 2
2 5 1 2
6 2 1 2
2 3 1 2
1 0 1 1
27 -3 1 2
9 1 1 2
7 3 1 2
2 7 1 2
2 4 1 2
6 2 1 2
