Br Usd Category Group
-27 -8 2 1
6 -25 1 1
-20 -33 2 2
-7 0 2 1
0 -25 2 2
-13 -16 2 2
-4 57 2 1
-11 56 2 2
-2 16 2 2
-10 8 2 2
-19 21 2 1
-20 73 2 2
-14 37 2 2
-7 16 2 2
-11 10 2 2
-10 -15 2 1
-27 3 2 2
-14 28 2 2
-12 18 2 2
-7 8 2 2
-11 4 2 2
35 -12 1 1
25 -26 1 2
4 -4 1 2
2 15 1 2
0 11 2 2
1 4 1 2
-3 2 2 2
-10 5 2 1
26 -5 1 2
8 -9 1 2
0 0 2 2
-1 13 2 2
-2 10 2 2
0 4 2 2
0 16 2 1
-7 23 2 2
14 6 1 2
6 0 1 2
0 4 2 2
0 14 2 2
-1 12 2 2
-4 -1 2 1
-1 16 2 2
-4 11 2 2
9 4 1 2
4 0 1 2
0 3 2 2
0 11 2 2
1 18 1 1
-4 20 2 2
-1 18 2 2
-3 15 2 2
7 8 1 2
3 4 1 2
0 6 2 2
2 -36 1 1
2 -18 1 2
-1 -8 2 2
0 0 2 2
-2 2 2 2
6 -1 1 2
3 -3 1 2
0 6 2 1
2 -28 1 2
1 -5 1 2
-1 -3 2 2
0 2 2 2
-1 3 2 2
5 1 1 2
-17 9 2 1
-17 15 2 2
-7 -10 2 2
-5 0 2 2
-5 0 2 2
-3 3 2 2
-4 4 2 2
-4 5 2 1
-17 14 2 2
-9 10 2 2
-5 -5 2 2
-4 1 2 2
-4 1 2 2
-3 4 2 2
-2 4 2 1
-6 11 2 2
-10 10 2 2
-7 9 2 2
-4 -2 2 2
-3 2 2 2
-4 2 2 2
2 -2 1 1
2 0 1 2
-1 4 2 2
-5 6 2 2
-4 6 2 2
-2 -2 2 2
-2 1 2 2
10 -2 1 1
11 -4 1 2
6 -1 1 2
2 2 1 2
-2 4 2 2
-1 4 2 2
-1 -2 2 2
-4 2 2 1
6 3 1 2
4 0 1 2
2 1 1 2
1 3 1 2
-2 4 2 2
-2 4 2 2
21 -14 1 1
17 -14 1 2
14 -7 1 2
10 -5 1 2
7 -3 1 2
5 -1 1 2
2 0 1 2
1 11 1 1
22 -3 1 2
9 -1 1 2
10 -1 1 2
7 -1 1 2
6 0 1 2
4 1 1 2
12 2 1 1
15 17 1 2
18 2 1 2
11 1 1 2
11 1 1 2
9 0 1 2
7 1 1 2
-7 2 2 1
6 4 1 2
4 10 1 2
10 2 1 2
7 1 1 2
7 1 1 2
6 1 1 2
-2 18 2 1
-12 22 2 2
1 12 1 2
1 13 1 2
6 6 1 2
4 5 1 2
5 4 1 2
