Br Usd Category Group
23 16 1 1
2 -9 1 1
23 7 1 2
-4 -7 2 1
61 -13 1 2
41 2 1 2
-23 -1 2 1
-40 -13 2 2
13 -9 1 2
15 -1 1 2
8 13 1 1
-21 9 2 2
-19 -1 2 2
9 -3 1 2
12 2 1 2
0 12 2 1
-2 24 2 2
-16 10 2 2
-16 3 2 2
4 1 1 2
8 4 1 2
-19 -14 2 1
-19 -7 2 2
-11 3 2 2
-17 1 2 2
-17 -2 2 2
0 -3 2 2
3 0 1 2
-32 9 2 1
-42 -6 2 2
-21 1 2 2
-15 5 2 2
-18 3 2 2
-18 0 2 2
-4 -1 2 2
-13 10 2 1
-53 25 2 2
-32 5 2 2
-21 6 2 2
-16 8 2 2
-19 5 2 2
-18 2 2 2
19 -17 1 1
6 -5 1 2
-17 5 2 2
-15 -1 2 2
-11 1 2 2
-9 3 2 2
-13 2 2 2
17 -19 1 1
44 -36 1 2
16 -12 1 2
-3 -3 2 2
-5 -6 2 2
-4 -3 2 2
-4 0 2 2
-4 -9 2 1
-15 -27 2 2
6 -22 1 2
0 -11 2 2
-10 -4 2 2
-10 -6 2 2
-8 -4 2 2
0 -2 2 1
19 -4 1 2
4 -11 1 2
12 -13 1 2
6 -7 1 2
-3 -2 2 2
-5 -4 2 2
0 -36 2 1
-2 -42 2 2
8 -22 1 2
2 -21 1 2
8 -20 1 2
4 -13 1 2
-3 -9 2 2
-2 -12 2 1
-15 -48 2 2
-8 -27 2 2
1 -19 1 2
-2 -19 2 2
4 -18 1 2
1 -13 1 2
2 -2 1 1
-2 -14 2 2
-7 -25 2 2
-6 -19 2 2
1 -15 1 2
-2 -15 2 2
3 -16 1 2
0 -6 2 1
30 -8 1 2
13 -10 1 2
4 -19 1 2
3 -16 1 2
6 -13 1 2
3 -14 1 2
6 3 1 1
-2 -6 2 2
14 -4 1 2
8 -7 1 2
3 -14 1 2
2 -13 1 2
5 -11 1 2
-19 20 2 1
-23 25 2 2
-16 8 2 2
-1 5 2 2
-2 0 2 2
-4 -7 2 2
-4 -7 2 2
-44 15 2 1
-95 35 2 2
-49 20 2 2
-36 10 2 2
-20 7 2 2
-16 3 2 2
-16 -3 2 2
-2 -6 2 1
-47 10 2 2
-48 15 2 2
-34 12 2 2
-27 6 2 2
-16 5 2 2
-14 2 2 2
