Br Usd Category Group
-3 6 2 1
-9 4 2 1
-12 10 2 2
-23 11 2 1
-30 17 2 2
-17 11 2 2
21 2 1 1
0 15 2 2
-4 10 2 2
-4 9 2 2
6 -3 1 1
32 1 1 2
5 7 1 2
1 7 1 2
0 6 2 2
2 3 1 1
11 2 1 2
18 3 1 2
5 6 1 2
2 6 1 2
1 6 1 2
-11 3 2 1
-11 7 2 2
-1 3 2 2
8 3 1 2
1 5 1 2
-1 6 2 2
-1 6 2 2
15 1 1 1
6 4 1 2
3 4 1 2
5 2 1 2
10 2 1 2
4 4 1 2
2 5 1 2
-3 -10 2 1
14 -8 1 2
2 -3 1 2
2 -1 1 2
3 -1 1 2
8 0 1 2
3 2 1 2
9 1 1 1
12 -9 1 2
14 -3 1 2
7 -1 1 2
5 0 1 2
6 0 1 2
9 0 1 2
-6 -16 2 1
2 -16 1 2
2 -13 1 2
7 -8 1 2
3 -5 1 2
2 -3 1 2
4 -3 1 2
-11 8 2 1
-17 -12 2 2
-5 -6 2 2
-2 -7 2 2
3 -5 1 2
0 -3 2 2
0 -2 2 2
3 2 1 1
-9 10 2 2
-8 -5 2 2
-3 -3 2 2
-1 -5 2 2
2 -3 1 2
1 -2 1 2
6 -6 1 1
-2 1 2 2
-7 4 2 2
-7 -4 2 2
-3 -3 2 2
-2 -4 2 2
1 -3 1 2
14 -4 1 1
20 -10 1 2
6 -2 1 2
0 1 2 2
-2 -4 2 2
0 -3 2 2
1 -4 1 2
-20 -1 2 1
-9 -4 2 2
-2 -5 2 2
-4 -1 2 2
-6 1 2 2
-6 -3 2 2
-4 -3 2 2
3 5 1 1
-17 6 2 2
-3 2 2 2
0 -1 2 2
-2 1 2 2
-4 2 2 2
-4 -1 2 2
9 4 1 1
12 9 1 2
-4 5 2 2
1 2 1 2
2 0 1 2
0 1 2 2
-2 3 2 2
8 -1 1 1
21 4 1 2
12 4 1 2
2 3 1 2
4 2 1 2
4 0 1 2
2 1 1 2
2 5 1 1
6 4 1 2
10 4 1 2
8 4 1 2
1 4 1 2
3 2 1 2
3 1 1 2
-5 -6 2 1
3 -2 1 2
4 -1 1 2
7 1 1 2
6 2 1 2
1 2 1 2
3 1 1 2
-6 -3 2 1
-15 -9 2 2
-4 -2 2 2
-1 -2 2 2
3 0 1 2
3 1 1 2
-1 1 2 2
-3 1 2 1
-12 -1 2 2
-11 -4 2 2
-5 -1 2 2
-2 -1 2 2
1 0 1 2
1 1 1 2
-15 -2 2 1
-18 0 2 2
-14 -1 2 2
-12 -3 2 2
-7 -1 2 2
-5 -1 2 2
-2 0 2 2
