Br Usd Category Group
-5 1 2 1
16 -17 1 1
10 -19 1 2
3 -3 1 1
18 -19 1 2
6 -11 1 2
-13 8 2 1
-10 4 2 2
3 -6 1 2
0 -5 2 2
19 8 1 1
9 17 1 2
6 7 1 2
9 -1 1 2
6 -1 1 2
-4 2 2 1
18 9 1 2
4 9 1 2
3 5 1 2
6 0 1 2
4 -1 1 2
5 0 1 1
1 4 1 2
12 5 1 2
4 6 1 2
4 4 1 2
6 0 1 2
4 0 1 2
-6 -15 2 1
0 -15 2 2
-2 -6 2 2
6 -2 1 2
2 1 1 2
2 0 1 2
4 -3 1 2
6 17 1 1
0 0 2 2
3 0 1 2
1 1 1 2
6 3 1 2
3 4 1 2
3 3 1 2
16 -8 1 1
22 8 1 2
8 -4 1 2
7 -3 1 2
5 -1 1 2
8 0 1 2
5 2 1 2
4 8 1 1
19 0 1 2
13 8 1 2
6 0 1 2
6 0 1 2
4 1 1 2
7 2 1 2
-12 -3 2 1
-6 12 2 2
5 2 1 2
5 6 1 2
2 1 1 2
3 1 1 2
2 1 1 2
8 -11 1 1
-4 -13 2 2
1 1 1 2
6 -2 1 2
6 2 1 2
3 -2 1 2
4 -1 1 2
22 9 1 1
31 0 1 2
10 -1 1 2
8 4 1 2
10 1 1 2
9 4 1 2
7 1 1 2
64 -13 1 1
86 -4 1 2
48 -6 1 2
28 -5 1 2
22 0 1 2
21 -2 1 2
19 1 1 2
-17 0 2 1
48 -12 1 2
35 -1 1 2
26 -4 1 2
17 -3 1 2
14 0 1 2
15 -1 1 2
-17 -17 2 1
-35 -21 2 2
15 -16 1 2
17 -8 1 2
15 -8 1 2
10 -7 1 2
9 -3 1 2
-1 -8 2 1
-17 -28 2 2
-17 -16 2 2
10 -15 1 2
13 -8 1 2
12 -9 1 2
8 -7 1 2
-1 21 2 1
-4 9 2 2
-10 -6 2 2
-12 -5 2 2
7 -7 1 2
10 -3 1 2
10 -4 1 2
9 -15 1 1
6 6 1 2
2 -3 1 2
-4 -9 2 2
-7 -7 2 2
7 -8 1 2
9 -5 1 2
1 16 1 1
9 -1 1 2
3 10 1 2
1 3 1 2
-3 -3 2 2
-6 -3 2 2
6 -5 1 2
4 -10 1 1
5 4 1 2
6 -7 1 2
3 3 1 2
2 -1 1 2
-2 -5 2 2
-4 -5 2 2
15 -11 1 1
22 -17 1 2
12 -1 1 2
10 -7 1 2
7 0 1 2
5 -2 1 2
2 -5 1 2
23 2 1 1
37 -12 1 2
22 -9 1 2
15 -1 1 2
13 -5 1 2
10 0 1 2
8 -2 1 2
