Br Usd Category Group
14 -1 1 1
-10 9 2 1
1 8 1 2
-36 41 2 1
-46 52 2 2
-18 25 2 2
-8 8 2 1
-42 49 2 2
-26 30 2 2
-13 20 2 2
0 39 2 1
-3 52 2 2
-18 46 2 2
-15 35 2 2
-9 26 2 2
6 -9 1 1
9 27 1 2
3 20 1 2
-9 27 2 2
-9 23 2 2
-5 18 2 2
18 -5 1 1
23 -14 1 2
13 11 1 2
8 12 1 2
-3 19 2 2
-4 17 2 2
-2 14 2 2
4 -4 1 1
21 -9 1 2
13 -9 1 2
10 6 1 2
7 8 1 2
-2 14 2 2
-3 14 2 2
11 6 1 1
15 2 1 2
16 -1 1 2
13 -4 1 2
10 6 1 2
8 8 1 2
1 13 1 2
-10 6 2 1
1 12 1 2
3 4 1 2
8 1 1 2
7 -1 1 2
6 6 1 2
5 7 1 2
18 -12 1 1
10 -5 1 2
11 1 1 2
8 -1 1 2
11 -2 1 2
10 -3 1 2
8 3 1 2
4 -5 1 1
20 -15 1 2
6 -4 1 2
8 -1 1 2
7 -1 1 2
9 -2 1 2
8 -3 1 2
9 4 1 1
13 1 1 2
14 -4 1 2
7 0 1 2
8 1 1 2
7 0 1 2
9 -1 1 2
-13 3 2 1
0 10 2 2
2 4 1 2
7 -1 1 2
3 1 1 2
5 2 1 2
5 1 1 2
-13 -1 2 1
-26 2 2 2
-7 5 2 2
-3 2 2 2
2 -1 1 2
0 1 2 2
2 2 1 2
9 2 1 1
-8 -2 2 2
-11 1 2 2
-3 3 2 2
-1 2 2 2
2 -1 1 2
1 1 1 2
-5 -6 2 1
6 -4 1 2
-5 -4 2 2
-8 -1 2 2
-3 1 2 2
-2 0 2 2
1 -2 1 2
15 -7 1 1
6 -15 1 2
9 -7 1 2
0 -6 2 2
-3 -3 2 2
0 -1 2 2
1 -1 1 2
15 0 1 1
34 -11 1 2
13 -9 1 2
12 -6 1 2
5 -5 1 2
1 -3 1 2
3 -2 1 2
4 5 1 1
19 5 1 2
19 -3 1 2
10 -5 1 2
10 -3 1 2
5 -3 1 2
2 -2 1 2
5 4 1 1
13 11 1 2
14 5 1 2
16 0 1 2
9 -2 1 2
10 -1 1 2
5 -2 1 2
-1 1 2 1
1 7 1 2
4 7 1 2
8 5 1 2
11 1 1 2
7 -1 1 2
8 -1 1 2
-10 2 2 1
-14 -2 2 2
-6 2 2 2
-1 4 2 2
3 3 1 2
6 0 1 2
4 -1 1 2
3 0 1 1
-15 2 2 2
-9 -1 2 2
-5 1 2 2
-2 3 2 2
1 2 1 2
4 0 1 2
