moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2017-10-18;Si;Фьючерсный контракт на курс доллар США - российский рубль;F;;381,00;164,00;1719974;1143713;-56087;8523,0;-0,03158;0,00751;
2017-10-18;Si;Фьючерсный контракт на курс доллар США - российский рубль;F;1,0000;10136;3598,0;191554;767815;16514;-48096;0,09434;-0,05895;
2017-10-18;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;81,000;42,000;500517;84080;-1721,0;-1266,0;-0,00343;-0,01483;
2017-10-18;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;1922,0;685,00;27036;443473;-4620,0;-5075,0;-0,14594;-0,01131;
2017-10-18;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";C;;14,000;11,000;4814,0;2639,0;-2136,0;-2241,0;-0,30734;-0,45922;
2017-10-18;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";C;1,0000;90,000;59,000;10824;12999;-9217,0;-9112,0;-0,45991;-0,41210;
2017-10-18;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";P;;3,0000;6,0000;819,00;1238,0;-1185,0;-258,00;-0,59132;-0,17246;
2017-10-18;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";P;1,0000;29,000;38,000;3070,0;2651,0;-3391,0;-4318,0;-0,52484;-0,61960;
2017-10-18;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;;5,0000;11,000;2253,0;371,00;-67,000;-26,000;-0,02888;-0,06549;
2017-10-18;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;1,0000;66,000;46,000;689,00;2571,0;18,000;-23,000;0,02683;-0,00887;
2017-10-18;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;;25,000;18,000;13811;6067,0;1961,0;154,00;0,16549;0,02604;
