moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-12-30;Si;Фьючерсный контракт на курс доллар США - российский рубль;F;;412,00;148,00;1214962;631280;-7298,0;-215063;-0,00597;-0,25411;
2016-12-30;Si;Фьючерсный контракт на курс доллар США - российский рубль;F;1,0000;11801;1465,0;98259;681941;-92189;115576;-0,48406;0,20407;
2016-12-30;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;61,000;44,000;203344;30870;-13127;-5031,0;-0,06064;-0,14014;
2016-12-30;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;909,00;450,00;15437;187911;-712,00;-8808,0;-0,04409;-0,04477;
2016-12-30;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";C;;14,000;37,000;9920,0;334,00;27,000;;0,00273;;
2016-12-30;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";C;1,0000;161,00;135,00;7315,0;16901;73,000;100,00;0,01008;0,00595;
2016-12-30;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";P;;9,0000;16,000;1281,0;1002,0;;;;;
2016-12-30;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";P;1,0000;99,000;81,000;4899,0;5178,0;47,000;47,000;0,00969;0,00916;
2016-12-30;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;;4,0000;4,0000;3959,0;750,00;-423,00;-28,000;-0,09653;-0,03599;
2016-12-30;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;1,0000;66,000;21,000;148,00;3357,0;-1,0000;-396,00;-0,00671;-0,10552;
2016-12-30;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;;26,000;24,000;7441,0;15697;1643,0;2947,0;0,28337;0,23114;
2016-12-30;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;1,0000;108,00;389,00;10219;1963,0;692,00;-612,00;0,07264;-0,23767;
2016-12-30;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";C;;1,0000;6,0000;469,00;100,00;;;;;
2016-12-30;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";C;1,0000;15,000;9,0000;154,00;523,00;;;;;
2016-12-30;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";P;;4,0000;13,000;2605,0;1132,0;;;;;
2016-12-30;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";P;1,0000;29,000;7,0000;243,00;1716,0;20,000;20,000;0,08969;0,01179;
2016-12-30;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";F;;16,000;12,000;2409,0;1333,0;-10,000;-50,000;-0,00413;-0,03615;
2016-12-30;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";F;1,0000;169,00;54,000;239,00;1315,0;-33,000;7,0000;-0,12132;0,00535;
2016-12-30;Si;Опцион на фьючерс на доллар США;C;;279,00;327,00;263410;368474;29802;35843;0,12757;0,10776;
2016-12-30;Si;Опцион на фьючерс на доллар США;C;1,0000;2296,0;1435,0;260907;155843;13336;7295,0;0,05387;0,04911;
2016-12-30;Si;Опцион на фьючерс на доллар США;P;;240,00;213,00;361152;179208;14961;6164,0;0,04322;0,03562;
2016-12-30;Si;Опцион на фьючерс на доллар США;P;1,0000;1350,0;935,00;76796;258740;1526,0;10323;0,02027;0,04156;
2016-12-30;RTS;Фьючерсный контракт на Индекс РТС;F;;158,00;156,00;211240;234893;3232,0;4680,0;0,01554;0,02033;
2016-12-30;RTS;Фьючерсный контракт на Индекс РТС;F;1,0000;3911,0;2707,0;67017;43364;-3262,0;-4710,0;-0,04642;-0,09797;
2016-12-30;RTS;Опцион на фьючерс на Индекс РТС;C;;308,00;293,00;218030;246652;513,00;2639,0;0,00236;0,01081;
2016-12-30;RTS;Опцион на фьючерс на Индекс РТС;C;1,0000;1650,0;1651,0;113401;84779;1084,0;-1042,0;0,00965;-0,01214;
2016-12-30;RTS;Опцион на фьючерс на Индекс РТС;P;;300,00;307,00;120484;259845;2896,0;2039,0;0,02463;0,00791;
2016-12-30;RTS;Опцион на фьючерс на Индекс РТС;P;1,0000;2235,0;1988,0;317586;178225;11906;12763;0,03895;0,07714;
2016-12-30;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;;60,000;18,000;105712;50426;-2931,0;-340,00;-0,02698;-0,00670;
2016-12-30;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;1,0000;2179,0;222,00;5344,0;60630;-481,00;-3072,0;-0,08258;-0,04822;
2016-12-30;ROSN;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""";F;;26,000;8,0000;722,00;9050,0;;-161,00;;-0,01748;
2016-12-30;ROSN;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""";F;1,0000;97,000;258,00;9696,0;1368,0;-148,00;13,000;-0,01503;0,00959;
2016-12-30;GMKR;"Опцион на фьючерс на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";C;;2,0000;;;2,0000;;;;;
2016-12-30;GMKR;"Опцион на фьючерс на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";C;1,0000;;2,0000;2,0000;;;;;;
2016-12-30;GMKR;"Опцион на фьючерс на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";P;;1,0000;;;1,0000;;;;;
2016-12-30;GMKR;"Опцион на фьючерс на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";P;1,0000;2,0000;2,0000;7,0000;6,0000;;;;;
2016-12-30;GOLD;Опцион на фьючерс на золото в слитках;C;;9,0000;16,000;524,00;35,000;-1,0000;;-0,00190;;
2016-12-30;GOLD;Опцион на фьючерс на золото в слитках;C;1,0000;114,00;116,00;1408,0;1897,0;4,0000;3,0000;0,00285;0,00158;
2016-12-30;GOLD;Опцион на фьючерс на золото в слитках;P;;2,0000;5,0000;105,00;15,000;;;;;
2016-12-30;GOLD;Опцион на фьючерс на золото в слитках;P;1,0000;19,000;26,000;216,00;306,00;5,0000;5,0000;0,02370;0,01661;
2016-12-30;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";C;;1,0000;;;5,0000;;;;;
2016-12-30;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";C;1,0000;;1,0000;5,0000;;;;;;
2016-12-30;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";P;;;1,0000;3,0000;;;;;;
2016-12-30;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";P;1,0000;3,0000;4,0000;83,000;86,000;;;;;
2016-12-30;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;;2,0000;3,0000;581,00;226,00;;-3,0000;;-0,01310;
2016-12-30;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;1,0000;27,000;31,000;305,00;660,00;-1,0000;2,0000;-0,00327;0,00304;
2016-12-30;NOTK;"Фьючерсный контракт на обыкновенные акции ОАО ""НОВАТЭК""";F;;5,0000;3,0000;236,00;472,00;1,0000;47,000;0,00426;0,11059;
2016-12-30;NOTK;"Фьючерсный контракт на обыкновенные акции ОАО ""НОВАТЭК""";F;1,0000;4,0000;34,000;261,00;25,000;46,000;;0,21395;;
2016-12-30;TRNF;"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""";F;;1,0000;6,0000;138,00;116,00;-3,0000;-3,0000;-0,02128;-0,02521;
2016-12-30;TRNF;"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""";F;1,0000;9,0000;20,000;103,00;125,00;-2,0000;-2,0000;-0,01905;-0,01575;
2016-12-30;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;;21,000;14,000;72492;1584,0;3804,0;67,000;0,05538;0,04417;
2016-12-30;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;1,0000;960,00;78,000;7190,0;78098;315,00;4052,0;0,04582;0,05472;
2016-12-30;VTBR;Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО);F;;27,000;14,000;62663;10632;-31166;-10337;-0,33216;-0,49297;
2016-12-30;VTBR;Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО);F;1,0000;556,00;243,00;11681;63712;2624,0;-18205;0,28972;-0,22224;
2016-12-30;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);C;;;9,0000;999,00;;;;;;
2016-12-30;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);C;1,0000;23,000;5,0000;74,000;1073,0;;;;;
2016-12-30;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);P;1,0000;4,0000;4,0000;132,00;132,00;;;;;
2016-12-30;SBRF;Фьючерсный контракт на обыкновенные акции ПАО Сбербанк;F;;73,000;78,000;138380;229101;12650;25617;0,10061;0,12589;
2016-12-30;SBRF;Фьючерсный контракт на обыкновенные акции ПАО Сбербанк;F;1,0000;1226,0;2080,0;151786;61065;3098,0;-9869,0;0,02084;-0,13913;
2016-12-30;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;C;;27,000;30,000;4225,0;1008,0;28,000;28,000;0,00667;0,02857;
2016-12-30;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;C;1,0000;416,00;304,00;10788;14005;75,000;75,000;0,00700;0,00538;
2016-12-30;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;P;;27,000;33,000;5992,0;3265,0;1,0000;;0,00017;;
2016-12-30;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;P;1,0000;545,00;359,00;17639;20366;248,00;249,00;0,01426;0,01238;
2016-12-30;SBPR;Фьючерсный контракт на привилегированные акции ПАО Сбербанк;F;;16,000;11,000;1697,0;11734;116,00;755,00;0,07337;0,06877;
