moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-02-22;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;3,0000;5,0000;2263,0;2514,0;-3,0000;346,00;-0,00132;0,15959;
2016-02-22;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;34,000;30,000;532,00;281,00;334,00;-15,000;1,6869;-0,05068;
2016-02-22;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;1,0000;270,00;207,00;2944,0;3391,0;100,00;150,00;0,03516;0,04628;
2016-02-22;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;;14,000;36,000;10509;8782,0;29,000;-2,0000;0,00277;-0,00023;
2016-02-22;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;1,0000;3369,0;1541,0;59703;150489;14341;-23394;0,31615;-0,13454;
2016-02-22;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;;14,000;27,000;6484,0;6037,0;100,00;50,000;0,01566;0,00835;
2016-02-22;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;;109,00;51,000;164066;73280;-44931;-7196,0;-0,21498;-0,08942;
2016-02-22;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;1,0000;373,00;247,00;3051,0;4778,0;9,0000;40,000;0,00296;0,00844;
2016-02-22;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";C;;2,0000;2,0000;2714,0;2714,0;;;;;
2016-02-22;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";P;;1,0000;2,0000;110,00;50,000;;;;;
2016-02-22;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";P;1,0000;1,0000;;;60,000;;;;;
2016-02-22;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;1,0000;14,000;37,000;360,00;137,00;-42,000;-2,0000;-0,10448;-0,01439;
2016-02-22;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;;6,0000;6,0000;524,00;747,00;21,000;-19,000;0,04175;-0,02480;
2016-02-22;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;1,0000;1,0000;4,0000;28,000;2,0000;;;;;
2016-02-22;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;;1,0000;1,0000;77,000;103,00;;;;;
2016-02-22;ECPM;"Фьючерсный контракт на индекс э/э в хабе ""Центр"" (пиковые часы суток)";F;1,0000;1,0000;1,0000;1,0000;1,0000;;;;;
2016-02-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;1,0000;19,000;21,000;183,00;182,00;14,000;14,000;0,08284;0,08333;
2016-02-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;;1,0000;2,0000;2,0000;1,0000;;;;;
2016-02-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;;1,0000;;;1,0000;;;;;
