moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2017-07-21;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);C;;;1,0000;11,000;;;;;;
2017-07-21;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);C;1,0000;2,0000;;;11,000;;;;;
2017-07-21;SBRF;Фьючерсный контракт на обыкновенные акции ПАО Сбербанк;F;;75,000;90,000;203060;302735;-1882,0;17362;-0,00918;0,06084;
2017-07-21;SBRF;Фьючерсный контракт на обыкновенные акции ПАО Сбербанк;F;1,0000;1574,0;2710,0;194879;95204;3272,0;-15972;0,01708;-0,14366;
2017-07-21;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;C;;8,0000;9,0000;576,00;1042,0;7,0000;150,00;0,01230;0,16816;
2017-07-21;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;C;1,0000;104,00;93,000;3279,0;2813,0;194,00;51,000;0,06288;0,01846;
2017-07-21;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;P;;11,000;7,0000;1483,0;1202,0;4,0000;1,0000;0,00270;0,00083;
2017-07-21;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;P;1,0000;141,00;73,000;3572,0;3853,0;464,00;467,00;0,14929;0,13792;
2017-07-21;SBPR;Фьючерсный контракт на привилегированные акции ПАО Сбербанк;F;;16,000;17,000;9844,0;46719;-700,00;-508,00;-0,06639;-0,01076;
2017-07-21;SBPR;Фьючерсный контракт на привилегированные акции ПАО Сбербанк;F;1,0000;135,00;549,00;38860;1985,0;-131,00;-323,00;-0,00336;-0,13995;
2017-07-21;SILV;Опцион на фьючерс на серебро в слитках;C;;1,0000;1,0000;28,000;5,0000;;;;;
2017-07-21;SILV;Опцион на фьючерс на серебро в слитках;C;1,0000;21,000;16,000;556,00;579,00;14,000;14,000;0,02583;0,02478;
2017-07-21;SILV;Опцион на фьючерс на серебро в слитках;P;;;1,0000;5,0000;;;;;;
2017-07-21;SILV;Опцион на фьючерс на серебро в слитках;P;1,0000;10,000;14,000;655,00;660,00;3,0000;3,0000;0,00460;0,00457;
