moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2017-04-26;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";P;;13,000;13,000;1414,0;514,00;6,0000;;0,00426;;
2017-04-26;GAZR;"Опцион на фьючерс на обыкновенные акции ПАО ""Газпром""";P;1,0000;152,00;164,00;6339,0;7239,0;358,00;364,00;0,05986;0,05295;
2017-04-26;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;;7,0000;7,0000;3241,0;90,000;-86,000;-33,000;-0,02585;-0,26829;
2017-04-26;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;1,0000;108,00;17,000;95,000;3246,0;-8,0000;-61,000;-0,07767;-0,01845;
2017-04-26;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;;40,000;21,000;16592;10087;-183,00;-16,000;-0,01091;-0,00158;
2017-04-26;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;1,0000;463,00;192,00;2854,0;9359,0;-22,000;-189,00;-0,00765;-0,01979;
2017-04-26;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";C;;4,0000;8,0000;1254,0;599,00;;;;;
2017-04-26;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";C;1,0000;29,000;26,000;1429,0;2084,0;1,0000;1,0000;0,00070;0,00048;
2017-04-26;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";P;;1,0000;;;1,0000;;;;;
2017-04-26;LKOH;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";P;1,0000;8,0000;9,0000;746,00;745,00;;;;;
2017-04-26;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";F;;23,000;16,000;5543,0;1607,0;-384,00;-171,00;-0,06479;-0,09618;
2017-04-26;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";F;1,0000;393,00;50,000;305,00;4241,0;50,000;-163,00;0,19608;-0,03701;
2017-04-26;Si;Опцион на фьючерс на доллар США;C;;292,00;350,00;235443;220924;12947;28337;0,05819;0,14714;
2017-04-26;Si;Опцион на фьючерс на доллар США;C;1,0000;2342,0;1585,0;181588;196107;18897;3507,0;0,11615;0,01821;
2017-04-26;Si;Опцион на фьючерс на доллар США;P;;173,00;185,00;246496;98300;26622;5666,0;0,12108;0,06117;
2017-04-26;Si;Опцион на фьючерс на доллар США;P;1,0000;1431,0;801,00;94890;243086;-2231,0;18725;-0,02297;0,08346;
2017-04-26;RTS;Фьючерсный контракт на Индекс РТС;F;;196,00;177,00;201070;215624;3840,0;1325,0;0,01947;0,00618;
2017-04-26;RTS;Фьючерсный контракт на Индекс РТС;F;1,0000;2422,0;3131,0;61417;46863;-4237,0;-1722,0;-0,06454;-0,03544;
2017-04-26;RTS;Опцион на фьючерс на Индекс РТС;C;;325,00;371,00;219417;233957;4205,0;2379,0;0,01954;0,01027;
2017-04-26;RTS;Опцион на фьючерс на Индекс РТС;C;1,0000;1817,0;2037,0;142796;128256;5297,0;7123,0;0,03852;0,05880;
2017-04-26;RTS;Опцион на фьючерс на Индекс РТС;P;;337,00;414,00;168182;311846;5582,0;9449,0;0,03433;0,03125;
2017-04-26;RTS;Опцион на фьючерс на Индекс РТС;P;1,0000;2500,0;2550,0;342137;198473;7870,0;4003,0;0,02354;0,02058;
2017-04-26;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;;49,000;42,000;103770;71436;6151,0;-1189,0;0,06301;-0,01637;
2017-04-26;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;1,0000;2761,0;688,00;29855;62189;-2625,0;4715,0;-0,08082;0,08204;
2017-04-26;ROSN;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""";F;;22,000;25,000;18627;7219,0;-352,00;-526,00;-0,01855;-0,06791;
2017-04-26;ROSN;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""";F;1,0000;431,00;106,00;1926,0;13334;-348,00;-174,00;-0,15303;-0,01288;
2017-04-26;GMKR;"Опцион на фьючерс на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";C;;;2,0000;360,00;;;;;;
2017-04-26;GMKR;"Опцион на фьючерс на обыкновенные акции ПАО ""ГМК ""Норильский Никель""";C;1,0000;5,0000;4,0000;100,00;460,00;;;;;
2017-04-26;GOLD;Опцион на фьючерс на золото в слитках;C;;7,0000;10,000;94,000;18,000;-2,0000;;-0,02083;;
2017-04-26;GOLD;Опцион на фьючерс на золото в слитках;C;1,0000;76,000;69,000;606,00;682,00;31,000;29,000;0,05391;0,04441;
2017-04-26;GOLD;Опцион на фьючерс на золото в слитках;P;;1,0000;3,0000;15,000;1,0000;7,0000;;0,87500;;
2017-04-26;GOLD;Опцион на фьючерс на золото в слитках;P;1,0000;51,000;47,000;585,00;599,00;;7,0000;;0,01182;
2017-04-26;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";C;;;3,0000;14,000;;;;;;
2017-04-26;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";C;1,0000;3,0000;1,0000;2,0000;16,000;2,0000;2,0000;;0,14286;
2017-04-26;ROSN;"Опцион на фьючерс на обыкновенные акции ПАО ""НК ""Роснефть""";P;1,0000;1,0000;1,0000;1,0000;1,0000;;;;;
2017-04-26;SNGR;"Опцион на фьючерс на обыкновенные акции ОАО ""Сургутнефтегаз""";C;;1,0000;1,0000;70,000;64,000;;;;;
2017-04-26;SNGR;"Опцион на фьючерс на обыкновенные акции ОАО ""Сургутнефтегаз""";C;1,0000;1,0000;;;6,0000;;;;;
2017-04-26;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;;5,0000;5,0000;118,00;392,00;-4,0000;-11,000;-0,03279;-0,02730;
2017-04-26;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;1,0000;28,000;37,000;424,00;150,00;-4,0000;3,0000;-0,00935;0,02041;
2017-04-26;NOTK;"Фьючерсный контракт на обыкновенные акции ОАО ""НОВАТЭК""";F;;4,0000;3,0000;1307,0;1258,0;-75,000;-71,000;-0,05427;-0,05342;
2017-04-26;NOTK;"Фьючерсный контракт на обыкновенные акции ОАО ""НОВАТЭК""";F;1,0000;24,000;22,000;95,000;144,00;4,0000;;0,04396;;
2017-04-26;TRNF;"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""";F;;6,0000;4,0000;338,00;353,00;236,00;48,000;2,3137;0,15738;
2017-04-26;TRNF;"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""";F;1,0000;21,000;57,000;303,00;288,00;-25,000;163,00;-0,07622;1,3040;
2017-04-26;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;;12,000;16,000;34410;1042,0;4827,0;99,000;0,16317;0,10498;
2017-04-26;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;1,0000;537,00;135,00;5517,0;38885;-729,00;3999,0;-0,11671;0,11463;
2017-04-26;VTBR;Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО);F;;30,000;24,000;90106;46970;-10699;-2732,0;-0,10614;-0,05497;
2017-04-26;VTBR;Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО);F;1,0000;690,00;303,00;8610,0;51746;1932,0;-6035,0;0,28931;-0,10445;
2017-04-26;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);C;;;4,0000;265,00;;;;;;
2017-04-26;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);C;1,0000;11,000;4,0000;125,00;390,00;115,00;115,00;11,500;0,41818;
2017-04-26;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);P;;;5,0000;1300,0;;;;;;
2017-04-26;VTBR;Опцион на фьючерс на обыкновенные акции Банк ВТБ (ПАО);P;1,0000;7,0000;2,0000;11,000;1311,0;;;;;
2017-04-26;SBRF;Фьючерсный контракт на обыкновенные акции ПАО Сбербанк;F;;161,00;66,000;333716;304237;3144,0;14219;0,00951;0,04903;
2017-04-26;SBRF;Фьючерсный контракт на обыкновенные акции ПАО Сбербанк;F;1,0000;2209,0;2149,0;112957;142436;11867;792,00;0,11739;0,00559;
2017-04-26;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;C;;15,000;23,000;3161,0;1250,0;27,000;13,000;0,00862;0,01051;
2017-04-26;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;C;1,0000;372,00;375,00;11988;13899;1023,0;1037,0;0,09330;0,08063;
2017-04-26;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;P;;23,000;16,000;1121,0;2627,0;;77,000;;0,03020;
2017-04-26;SBRF;Опцион на фьючерс на обыкновенные акции ПАО Сбербанк;P;1,0000;340,00;220,00;12891;11385;681,00;604,00;0,05577;0,05602;
2017-04-26;SBPR;Фьючерсный контракт на привилегированные акции ПАО Сбербанк;F;;23,000;7,0000;17799;27560;-90,000;1362,0;-0,00503;0,05199;
2017-04-26;SBPR;Фьючерсный контракт на привилегированные акции ПАО Сбербанк;F;1,0000;220,00;249,00;16347;6586,0;995,00;-457,00;0,06481;-0,06489;
2017-04-26;SILV;Опцион на фьючерс на серебро в слитках;C;1,0000;3,0000;4,0000;7,0000;7,0000;;;;;
2017-04-26;SILV;Опцион на фьючерс на серебро в слитках;P;;;3,0000;200,00;;100,00;;1,0000;;
2017-04-26;SILV;Опцион на фьючерс на серебро в слитках;P;1,0000;11,000;11,000;215,00;415,00;150,00;250,00;2,3077;1,5152;
2017-04-26;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;;8,0000;6,0000;8955,0;138,00;-83,000;-18,000;-0,00918;-0,11538;
2017-04-26;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;1,0000;207,00;66,000;812,00;9629,0;-80,000;-145,00;-0,08969;-0,01484;
2017-04-26;TATN;"Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина";F;;4,0000;6,0000;2086,0;10,000;220,00;-19,000;0,11790;-0,65517;
2017-04-26;TATN;"Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина";F;1,0000;72,000;16,000;387,00;2463,0;2,0000;241,00;0,00519;0,10846;
2017-04-26;CHMF;"Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""";F;;5,0000;42,000;348,00;612,00;-11,000;79,000;-0,03064;0,14822;
2017-04-26;CHMF;"Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""";F;1,0000;57,000;38,000;693,00;429,00;-10,000;-100,00;-0,01422;-0,18904;
2017-04-26;BR;Фьючерсный контракт на нефть BRENT;F;;109,00;63,000;271772;64433;-4729,0;24815;-0,01710;0,62636;
2017-04-26;BR;Фьючерсный контракт на нефть BRENT;F;1,0000;4838,0;1443,0;100981;308320;5192,0;-24352;0,05420;-0,07320;
2017-04-26;Eu;Фьючерсный контракт на курс евро - российский рубль;F;;96,000;26,000;84239;67406;1662,0;-1471,0;0,02013;-0,02136;
2017-04-26;Eu;Фьючерсный контракт на курс евро - российский рубль;F;1,0000;864,00;229,00;7820,0;24653;-4418,0;-1285,0;-0,36101;-0,04954;
2017-04-26;ED;Фьючерсный контракт на курс евро-доллар США;F;;33,000;33,000;121059;137235;-1952,0;-6767,0;-0,01587;-0,04699;
2017-04-26;ED;Фьючерсный контракт на курс евро-доллар США;F;1,0000;255,00;730,00;26377;10201;-5162,0;-347,00;-0,16367;-0,03290;
2017-04-26;PLT;Фьючерсный контракт на аффинированную платину в слитках;F;;43,000;4,0000;5731,0;1871,0;13,000;106,00;0,00227;0,06006;
2017-04-26;PLT;Фьючерсный контракт на аффинированную платину в слитках;F;1,0000;170,00;8,0000;39,000;3899,0;5,0000;-88,000;0,14706;-0,02207;
2017-04-26;PLD;Фьючерсный контракт на аффинированный палладий в слитках;F;;4,0000;1,0000;67,000;2444,0;;241,00;;0,10940;
2017-04-26;PLD;Фьючерсный контракт на аффинированный палладий в слитках;F;1,0000;13,000;35,000;2454,0;77,000;243,00;2,0000;0,10991;0,02667;
2017-04-26;URKA;"Фьючерсный контракт на обыкновенные акции ПАО ""Уралкалий""";F;;1,0000;3,0000;58,000;1,0000;9,0000;;0,18367;;
2017-04-26;URKA;"Фьючерсный контракт на обыкновенные акции ПАО ""Уралкалий""";F;1,0000;13,000;5,0000;16,000;73,000;;9,0000;;0,14063;
2017-04-26;SNGP;"Фьючерсный контракт на привилегированные акции ОАО ""Сургутнефтегаз""";F;;7,0000;13,000;7076,0;4438,0;-20,000;103,00;-0,00282;0,02376;
2017-04-26;SNGP;"Фьючерсный контракт на привилегированные акции ОАО ""Сургутнефтегаз""";F;1,0000;157,00;82,000;756,00;3394,0;-4,0000;-127,00;-0,00526;-0,03607;
2017-04-26;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;;8,0000;10,000;12272;164,00;1012,0;2,0000;0,08988;0,01235;
2017-04-26;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;1,0000;405,00;80,000;1052,0;13160;-457,00;553,00;-0,30285;0,04386;
2017-04-26;NLMK;"Фьючесрный контракт на обыкновенные акции ПАО ""НЛМК""";F;;2,0000;3,0000;3170,0;278,00;-9,0000;;-0,00283;;
2017-04-26;NLMK;"Фьючесрный контракт на обыкновенные акции ПАО ""НЛМК""";F;1,0000;99,000;28,000;458,00;3350,0;10,000;1,0000;0,02232;0,00030;
2017-04-26;ED;Опцион на фьючерс на курс евро-доллар;C;;;2,0000;102,00;;101,00;;101,00;;
2017-04-26;ED;Опцион на фьючерс на курс евро-доллар;C;1,0000;12,000;10,000;13,000;115,00;;101,00;;7,2143;
2017-04-26;ED;Опцион на фьючерс на курс евро-доллар;P;;1,0000;2,0000;2,0000;100,00;;100,00;;;
2017-04-26;ED;Опцион на фьючерс на курс евро-доллар;P;1,0000;16,000;14,000;186,00;88,000;103,00;3,0000;1,2410;0,03529;
2017-04-26;BR;Опцион на фьючерс на нефть BRENT;C;;52,000;71,000;13562;20082;1910,0;851,00;0,16392;0,04425;
2017-04-26;BR;Опцион на фьючерс на нефть BRENT;C;1,0000;228,00;151,00;17079;10559;1135,0;2194,0;0,07119;0,26228;
2017-04-26;BR;Опцион на фьючерс на нефть BRENT;P;;53,000;45,000;6640,0;11526;540,00;663,00;0,08852;0,06103;
2017-04-26;BR;Опцион на фьючерс на нефть BRENT;P;1,0000;181,00;182,00;12708;7822,0;1042,0;919,00;0,08932;0,13313;
2017-04-26;SUGR;Фьючерсный контракт на сахар-сырец;F;;1,0000;;;1,0000;;;;;
2017-04-26;SUGR;Фьючерсный контракт на сахар-сырец;F;1,0000;6,0000;3,0000;10,000;9,0000;;;;;
2017-04-26;CU;Фьючерсный контракт на медь;F;1,0000;4,0000;2,0000;6,0000;6,0000;;;;;
2017-04-26;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;2,0000;3,0000;251,00;4415,0;7,0000;388,00;0,02869;0,09635;
2017-04-26;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;45,000;54,000;4868,0;704,00;91,000;-290,00;0,01905;-0,29175;
2017-04-26;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;;10,000;9,0000;3394,0;4500,0;-1040,0;-157,00;-0,23455;-0,03371;
2017-04-26;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;1,0000;137,00;171,00;7439,0;6333,0;601,00;-282,00;0,08789;-0,04263;
2017-04-26;OFZ2;"Фьючерсный контракт на ""двухлетние"" облигации федерального займа";F;;1,0000;1,0000;4447,0;4515,0;;;;;
