moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-11-01;ALRS;"Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)";F;;;2,0000;1786,0;;-4,0000;;-0,00223;;
2016-11-01;ALRS;"Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)";F;1,0000;113,00;11,000;492,00;2278,0;7,0000;3,0000;0,01443;0,00132;
2016-11-01;ALSI;Фьючерсный контракт на Индекс FTSE/JSE Top40;F;1,0000;1,0000;1,0000;1,0000;1,0000;;;;;
2016-11-01;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;2,0000;5,0000;3209,0;4065,0;-430,00;889,00;-0,11816;0,27991;
2016-11-01;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;33,000;74,000;2537,0;1681,0;1049,0;-270,00;0,70497;-0,13839;
2016-11-01;BR;Опцион на фьючерс на нефть BRENT;C;;61,000;69,000;17463;23952;3426,0;927,00;0,24407;0,04026;
2016-11-01;BR;Опцион на фьючерс на нефть BRENT;C;1,0000;267,00;247,00;20299;13810;810,00;3309,0;0,04156;0,31511;
2016-11-01;BR;Опцион на фьючерс на нефть BRENT;P;;82,000;80,000;22291;39120;78,000;2252,0;0,00351;0,06108;
2016-11-01;BR;Опцион на фьючерс на нефть BRENT;P;1,0000;270,00;319,00;25798;8969,0;3191,0;1017,0;0,14115;0,12789;
2016-11-01;BR;Фьючерсный контракт на нефть BRENT;F;;108,00;82,000;168160;44918;-72650;-26200;-0,30169;-0,36840;
2016-11-01;BR;Фьючерсный контракт на нефть BRENT;F;1,0000;3218,0;1778,0;104774;228016;6657,0;-39793;0,06785;-0,14859;
2016-11-01;CHMF;"Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""";F;;6,0000;12,000;536,00;1395,0;-1,0000;-74,000;-0,00186;-0,05037;
2016-11-01;CHMF;"Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""";F;1,0000;21,000;158,00;1218,0;359,00;-80,000;-7,0000;-0,06163;-0,01913;
2016-11-01;CHMF;"Опцион на фьючерс на обыкновенные акции ПАО ""Северсталь""";C;;2,0000;1,0000;400,00;2,0000;;;;;
2016-11-01;CHMF;"Опцион на фьючерс на обыкновенные акции ПАО ""Северсталь""";C;1,0000;1,0000;2,0000;2,0000;400,00;;;;;
2016-11-01;CHMF;"Опцион на фьючерс на обыкновенные акции ПАО ""Северсталь""";P;;1,0000;;;1,0000;;;;;
2016-11-01;CHMF;"Опцион на фьючерс на обыкновенные акции ПАО ""Северсталь""";P;1,0000;;1,0000;1,0000;;;;;;
2016-11-01;CU;Фьючерсный контракт на медь;F;;1,0000;1,0000;114,00;30,000;;;;;
2016-11-01;CU;Фьючерсный контракт на медь;F;1,0000;16,000;7,0000;55,000;139,00;-1,0000;-1,0000;-0,01786;-0,00714;
2016-11-01;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;1,0000;2,0000;1,0000;102,00;102,00;;;;;
2016-11-01;ED;Фьючерсный контракт на курс евро-доллар США;F;;26,000;21,000;14990;21856;6938,0;11971;0,86165;1,2110;
2016-11-01;ED;Фьючерсный контракт на курс евро-доллар США;F;1,0000;450,00;369,00;18032;11166;1684,0;-3349,0;0,10301;-0,23073;
2016-11-01;ED;Опцион на фьючерс на курс евро-доллар;C;1,0000;7,0000;7,0000;11,000;11,000;1,0000;1,0000;0,10000;0,10000;
2016-11-01;ED;Опцион на фьючерс на курс евро-доллар;P;1,0000;2,0000;2,0000;11,000;11,000;;;;;
