<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20160202; 183800; 79921.00; 79956.00; 79865.00; 79878.00; 13143.00
20160202; 183900; 79873.00; 79923.00; 79843.00; 79898.00; 10931.00
20160202; 184000; 79898.00; 80001.00; 79895.00; 79945.00; 8020.00
20160202; 184100; 79945.00; 80017.00; 79920.00; 79966.00; 6792.00
20160202; 184200; 79967.00; 79977.00; 79924.00; 79952.00; 3716.00
20160202; 184300; 79953.00; 79975.00; 79876.00; 79897.00; 9477.00
20160202; 184400; 79895.00; 79916.00; 79837.00; 79860.00; 8779.00
20160202; 190000; 79822.00; 79837.00; 79680.00; 79829.00; 13450.00
20160202; 190100; 79824.00; 79895.00; 79806.00; 79882.00; 8656.00
20160202; 190200; 79882.00; 79908.00; 79822.00; 79873.00; 6164.00
20160202; 190300; 79869.00; 79886.00; 79852.00; 79885.00; 2222.00
20160202; 190400; 79886.00; 80010.00; 79883.00; 79952.00; 13852.00
20160202; 190500; 79950.00; 80024.00; 79932.00; 79993.00; 9367.00
20160202; 190600; 79991.00; 79996.00; 79918.00; 79931.00; 5841.00
20160202; 190700; 79927.00; 80005.00; 79909.00; 79986.00; 4205.00
20160202; 190800; 79990.00; 80012.00; 79956.00; 79979.00; 4624.00
20160202; 190900; 79982.00; 79982.00; 79933.00; 79962.00; 2762.00
20160202; 191000; 79958.00; 79978.00; 79930.00; 79975.00; 1336.00
20160202; 191100; 79978.00; 79985.00; 79929.00; 79952.00; 2170.00
20160202; 191200; 79956.00; 79959.00; 79922.00; 79922.00; 1856.00
20160202; 191300; 79925.00; 79928.00; 79834.00; 79854.00; 6457.00
20160202; 191400; 79859.00; 79890.00; 79729.00; 79757.00; 9456.00
20160202; 191500; 79756.00; 79786.00; 79714.00; 79751.00; 8704.00
20160202; 191600; 79755.00; 79763.00; 79720.00; 79740.00; 4715.00
20160202; 191700; 79736.00; 79777.00; 79731.00; 79754.00; 3771.00
20160202; 191800; 79754.00; 79758.00; 79714.00; 79741.00; 3133.00
20160202; 191900; 79742.00; 79782.00; 79728.00; 79780.00; 8784.00
20160202; 192000; 79776.00; 79800.00; 79744.00; 79778.00; 6981.00
20160202; 192100; 79778.00; 79796.00; 79752.00; 79787.00; 3193.00
20160202; 192200; 79784.00; 79810.00; 79709.00; 79711.00; 9125.00
20160202; 192300; 79715.00; 79766.00; 79672.00; 79727.00; 9676.00
20160202; 192400; 79721.00; 79730.00; 79681.00; 79686.00; 9024.00
20160202; 192500; 79680.00; 79716.00; 79648.00; 79676.00; 18688.00
20160202; 192600; 79674.00; 79690.00; 79562.00; 79580.00; 9368.00
20160202; 192700; 79580.00; 79647.00; 79522.00; 79603.00; 9766.00
20160202; 192800; 79608.00; 79710.00; 79597.00; 79679.00; 6152.00
20160202; 192900; 79679.00; 79732.00; 79618.00; 79732.00; 6747.00
20160202; 193000; 79728.00; 79770.00; 79687.00; 79719.00; 7162.00
20160202; 193100; 79722.00; 79725.00; 79639.00; 79672.00; 5705.00
20160202; 193200; 79673.00; 79816.00; 79666.00; 79793.00; 7445.00
20160202; 193300; 79792.00; 79795.00; 79743.00; 79747.00; 2688.00
20160202; 193400; 79745.00; 79799.00; 79741.00; 79780.00; 3323.00
20160202; 193500; 79777.00; 79858.00; 79769.00; 79804.00; 4991.00
20160202; 193600; 79802.00; 79836.00; 79790.00; 79813.00; 3072.00
20160202; 193700; 79811.00; 79824.00; 79666.00; 79702.00; 7769.00
20160202; 193800; 79699.00; 79734.00; 79686.00; 79705.00; 3310.00
20160202; 193900; 79704.00; 79711.00; 79656.00; 79683.00; 4882.00
20160202; 194000; 79684.00; 79756.00; 79673.00; 79727.00; 3355.00
20160202; 194100; 79732.00; 79737.00; 79666.00; 79736.00; 3366.00
20160202; 194200; 79730.00; 79765.00; 79697.00; 79761.00; 2197.00
