moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-07-22;RTS;Опцион на фьючерсный контракт на индекс РТС;C;;818,00;849,00;179421;166183;8329,0;7633,0;0,04868;0,04814;
2016-07-22;RTS;Опцион на фьючерсный контракт на индекс РТС;C;1,0000;732,00;568,00;27117;40355;2637,0;3333,0;0,10772;0,09003;
2016-07-22;RTS;Опцион на фьючерсный контракт на индекс РТС;P;;895,00;956,00;200909;187989;10802;6699,0;0,05682;0,03695;
2016-07-22;RTS;Опцион на фьючерсный контракт на индекс РТС;P;1,0000;955,00;623,00;40041;52961;2814,0;6917,0;0,07559;0,15023;
2016-07-22;RVI;Фьючерсный контракт на волатильность российского рынка;F;;2,0000;1,0000;1,0000;4,0000;;3,0000;;3,0000;
2016-07-22;RVI;Фьючерсный контракт на волатильность российского рынка;F;1,0000;1,0000;1,0000;26,000;23,000;;;;;
2016-07-22;SBPR;"Фьючерсный контракт на привилегированные акции ПАО ""Сбербанк России""";F;;153,00;184,00;45061;36806;-53,000;38,000;-0,00117;0,00103;
2016-07-22;SBPR;"Фьючерсный контракт на привилегированные акции ПАО ""Сбербанк России""";F;1,0000;137,00;189,00;5218,0;13473;142,00;51,000;0,02797;0,00380;
2016-07-22;SBPR;Опцион на фьючерс на привилегированные акции ПАО Сбербанк;P;;;1,0000;19,000;;;;;;
2016-07-22;SBPR;Опцион на фьючерс на привилегированные акции ПАО Сбербанк;P;1,0000;1,0000;1,0000;20,000;39,000;;;;;
2016-07-22;SBRF;"Фьючерсный контракт на обыкновенные акции ПАО ""Сбербанк России""";F;;910,00;1845,0;276640;394915;3808,0;7586,0;0,01396;0,01959;
2016-07-22;SBRF;"Фьючерсный контракт на обыкновенные акции ПАО ""Сбербанк России""";F;1,0000;601,00;1724,0;152133;33858;3924,0;146,00;0,02648;0,00433;
2016-07-22;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);C;;201,00;160,00;17231;16956;541,00;1378,0;0,03241;0,08846;
2016-07-22;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);C;1,0000;128,00;159,00;6769,0;7044,0;1070,0;233,00;0,18775;0,03421;
2016-07-22;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);P;;271,00;157,00;19209;17377;797,00;1134,0;0,04329;0,06981;
2016-07-22;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);P;1,0000;244,00;149,00;10853;12685;1343,0;1006,0;0,14122;0,08614;
2016-07-22;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;;171,00;87,000;2671,0;3294,0;277,00;447,00;0,11571;0,15701;
2016-07-22;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;1,0000;135,00;48,000;2436,0;1813,0;146,00;-24,000;0,06376;-0,01306;
2016-07-22;SILV;Опцион на фьючерсный контракт на серебро в слитках;C;;4,0000;8,0000;150,00;78,000;20,000;;0,15385;;
2016-07-22;SILV;Опцион на фьючерсный контракт на серебро в слитках;C;1,0000;13,000;11,000;89,000;161,00;7,0000;27,000;0,08537;0,20149;
2016-07-22;SILV;Опцион на фьючерсный контракт на серебро в слитках;P;;5,0000;6,0000;93,000;88,000;;2,0000;;0,02326;
2016-07-22;SILV;Опцион на фьючерсный контракт на серебро в слитках;P;1,0000;15,000;13,000;126,00;131,00;6,0000;4,0000;0,05000;0,03150;
2016-07-22;SNGP;"Фьючерсный контракт на привилегированные акции ОАО ""Сургутнефтегаз""";F;;128,00;42,000;5789,0;4954,0;433,00;416,00;0,08084;0,09167;
2016-07-22;SNGP;"Фьючерсный контракт на привилегированные акции ОАО ""Сургутнефтегаз""";F;1,0000;99,000;38,000;1383,0;2218,0;8,0000;25,000;0,00582;0,01140;
2016-07-22;SNGP;"Опцион на фьючерс на привилегированные акции ОАО ""Сургутнефтегаз""";C;1,0000;1,0000;1,0000;15,000;15,000;;;;;
2016-07-22;SNGP;"Опцион на фьючерс на привилегированные акции ОАО ""Сургутнефтегаз""";P;1,0000;2,0000;3,0000;17,000;17,000;;;;;
2016-07-22;SNGR;"Опцион на фьючерс на акции ОАО ""Сургутнефтегаз""";P;1,0000;1,0000;1,0000;2,0000;2,0000;;;;;
2016-07-22;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;;71,000;7,0000;2835,0;1377,0;-4,0000;1,0000;-0,00141;0,00073;
2016-07-22;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;1,0000;67,000;17,000;293,00;1751,0;-10,000;-15,000;-0,03300;-0,00849;
2016-07-22;SUGR;Фьючерсный контракт на сахар-сырец;F;;1,0000;;;1,0000;;;;;
2016-07-22;SUGR;Фьючерсный контракт на сахар-сырец;F;1,0000;2,0000;1,0000;7,0000;6,0000;;;;;
2016-07-22;Si;Опцион на фьючерсный контракт на доллар США;C;;1213,0;750,00;212933;216307;48843;43393;0,29766;0,25095;
