moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-06-06;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;28,000;14,000;6025,0;5850,0;-578,00;-604,00;-0,08754;-0,09359;
2016-06-06;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;24,000;9,0000;153,00;328,00;-4,0000;22,000;-0,02548;0,07190;
2016-06-06;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;;77,000;71,000;71252;68340;132,00;-48,000;0,00186;-0,00070;
2016-06-06;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;1,0000;70,000;60,000;5035,0;7947,0;293,00;473,00;0,06179;0,06329;
2016-06-06;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;;111,00;80,000;70362;72415;334,00;4,0000;0,00477;0,00006;
2016-06-06;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;1,0000;113,00;97,000;5272,0;3219,0;296,00;626,00;0,05949;0,24142;
2016-06-06;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;;3539,0;1832,0;169983;166347;-13746;6355,0;-0,07482;0,03972;
2016-06-06;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;1,0000;887,00;992,00;43476;47112;7753,0;-12348;0,21703;-0,20767;
2016-06-06;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;;27,000;26,000;262,00;767,00;-5,0000;-3,0000;-0,01873;-0,00390;
2016-06-06;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;1,0000;9,0000;23,000;532,00;27,000;-6,0000;-8,0000;-0,01115;-0,22857;
2016-06-06;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";P;1,0000;2,0000;2,0000;2,0000;2,0000;;;;;
2016-06-06;CU;Фьючерсный контракт на медь;F;;2,0000;4,0000;68,000;7,0000;;;;;
2016-06-06;CU;Фьючерсный контракт на медь;F;1,0000;6,0000;5,0000;18,000;79,000;;;;;
2016-06-06;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;;1,0000;2,0000;16,000;14,000;;;;;
2016-06-06;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;1,0000;1,0000;;;2,0000;;;;;
2016-06-06;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;;6,0000;3,0000;473,00;455,00;25,000;;0,05580;;
2016-06-06;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;1,0000;8,0000;8,0000;459,00;477,00;-4,0000;21,000;-0,00864;0,04605;
2016-06-06;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;;8,0000;4,0000;482,00;585,00;;;;;
2016-06-06;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;1,0000;10,000;7,0000;590,00;487,00;;;;;
2016-06-06;ED;Фьючерсный контракт на курс евро-доллар США;F;;164,00;380,00;44948;57335;-7297,0;-7606,0;-0,13967;-0,11712;
2016-06-06;ED;Фьючерсный контракт на курс евро-доллар США;F;1,0000;135,00;351,00;18323;5936,0;-238,00;71,000;-0,01282;0,01211;
2016-06-06;Eu;Фьючерсный контракт на курс евро - российский рубль;F;;303,00;507,00;55892;54690;866,00;4174,0;0,01574;0,08263;
2016-06-06;Eu;Фьючерсный контракт на курс евро - российский рубль;F;1,0000;234,00;177,00;10443;11645;2715,0;-593,00;0,35132;-0,04846;
2016-06-06;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;;9,0000;9,0000;16655;16603;;;;;
2016-06-06;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;1,0000;5,0000;5,0000;605,00;657,00;;;;;
2016-06-06;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;;5,0000;4,0000;3050,0;3051,0;;;;;
2016-06-06;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;1,0000;3,0000;4,0000;551,00;550,00;;;;;
2016-06-06;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;;57,000;34,000;2460,0;2937,0;697,00;-8,0000;0,39535;-0,00272;
2016-06-06;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;1,0000;54,000;48,000;2171,0;1694,0;-449,00;256,00;-0,17137;0,17803;
2016-06-06;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";P;1,0000;1,0000;1,0000;16,000;16,000;;;;;
2016-06-06;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;685,00;438,00;164183;122061;5597,0;1237,0;0,03529;0,01024;
2016-06-06;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;616,00;311,00;13123;55245;-6224,0;-1864,0;-0,32170;-0,03264;
2016-06-06;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;;194,00;139,00;23191;15084;2387,0;-496,00;0,11474;-0,03184;
2016-06-06;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;1,0000;168,00;103,00;5584,0;13691;-136,00;2747,0;-0,02378;0,25101;
2016-06-06;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;;132,00;117,00;12158;14218;356,00;906,00;0,03016;0,06806;
2016-06-06;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;1,0000;112,00;91,000;9640,0;7580,0;2,0000;-548,00;0,00021;-0,06742;
2016-06-06;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;;39,000;31,000;4106,0;4105,0;248,00;207,00;0,06428;0,05310;
2016-06-06;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;1,0000;41,000;22,000;368,00;369,00;-181,00;-140,00;-0,32969;-0,27505;
2016-06-06;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;;81,000;70,000;4442,0;4057,0;670,00;421,00;0,17762;0,11579;
2016-06-06;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;1,0000;86,000;47,000;503,00;888,00;-144,00;105,00;-0,22257;0,13410;
2016-06-06;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";C;;6,0000;8,0000;54,000;37,000;;;;;
2016-06-06;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";C;1,0000;5,0000;3,0000;5,0000;22,000;;;;;
2016-06-06;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;;9,0000;9,0000;94,000;68,000;6,0000;9,0000;0,06818;0,15254;
2016-06-06;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;1,0000;3,0000;2,0000;18,000;44,000;3,0000;;0,20000;;
2016-06-06;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;;51,000;47,000;1077,0;1009,0;-4,0000;-3,0000;-0,00370;-0,00296;
2016-06-06;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;1,0000;61,000;63,000;1111,0;1179,0;1,0000;;0,00090;;
2016-06-06;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;;23,000;34,000;763,00;659,00;;24,000;;0,03780;
2016-06-06;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;1,0000;56,000;49,000;773,00;877,00;20,000;-4,0000;0,02656;-0,00454;
2016-06-06;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;;808,00;303,00;102277;94356;2449,0;1948,0;0,02453;0,02108;
2016-06-06;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;1,0000;584,00;190,00;4147,0;12068;-732,00;-231,00;-0,15003;-0,01878;
2016-06-06;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;;52,000;31,000;2024,0;2254,0;-46,000;-458,00;-0,02222;-0,16888;
2016-06-06;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;1,0000;77,000;20,000;1639,0;1409,0;-72,000;340,00;-0,04208;0,31805;
2016-06-06;HYDR;"Опцион на фьючерс на обыкновенные акции ПАО ""РусГидро""";P;1,0000;1,0000;1,0000;40,000;40,000;;;;;
2016-06-06;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;;184,00;156,00;15079;10540;-2474,0;-861,00;-0,14094;-0,07552;
2016-06-06;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;1,0000;161,00;124,00;3269,0;7808,0;569,00;-1044,0;0,21074;-0,11794;
2016-06-06;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";C;;16,000;18,000;510,00;818,00;61,000;-8,0000;0,13586;-0,00969;
2016-06-06;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";C;1,0000;18,000;15,000;953,00;645,00;-4,0000;65,000;-0,00418;0,11207;
2016-06-06;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";P;;17,000;11,000;81,000;1798,0;2,0000;-1,0000;0,02532;-0,00056;
2016-06-06;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";P;1,0000;18,000;19,000;2170,0;453,00;-2,0000;1,0000;-0,00092;0,00221;
2016-06-06;MGNT;"Опцион на фьючерс на обыкновенные акции ПАО ""Магнит""";P;;;1,0000;1,0000;;;;;;
2016-06-06;MGNT;"Опцион на фьючерс на обыкновенные акции ПАО ""Магнит""";P;1,0000;2,0000;1,0000;11,000;12,000;;;;;
2016-06-06;MGNT;"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""";F;;120,00;39,000;3575,0;11164;-114,00;-127,00;-0,03090;-0,01125;
2016-06-06;MGNT;"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""";F;1,0000;65,000;35,000;9704,0;2115,0;-64,000;-51,000;-0,00655;-0,02355;
2016-06-06;MIX;Фьючерсный контракт на Индекс ММВБ;F;;106,00;205,00;5715,0;6934,0;-278,00;-34,000;-0,04639;-0,00488;
2016-06-06;MIX;Фьючерсный контракт на Индекс ММВБ;F;1,0000;56,000;136,00;2232,0;1013,0;628,00;384,00;0,39152;0,61049;
2016-06-06;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;C;;2,0000;7,0000;112,00;16,000;-1,0000;-1,0000;-0,00885;-0,05882;
2016-06-06;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;C;1,0000;13,000;7,0000;56,000;152,00;-1,0000;-1,0000;-0,01754;-0,00654;
2016-06-06;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;P;;16,000;15,000;221,00;643,00;9,0000;7,0000;0,04245;0,01101;
2016-06-06;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;P;1,0000;18,000;30,000;482,00;60,000;4,0000;6,0000;0,00837;0,11111;
2016-06-06;MOEX;Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа;F;;24,000;22,000;1841,0;3461,0;43,000;62,000;0,02392;0,01824;
2016-06-06;MOEX;Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа;F;1,0000;11,000;25,000;1721,0;101,00;32,000;13,000;0,01895;0,14773;
2016-06-06;MOEX;Опцион на фьючерс на обыкновенные акции ПАО Московская Биржа;C;1,0000;1,0000;1,0000;9,0000;9,0000;;;;;
2016-06-06;MOEX;Опцион на фьючерс на обыкновенные акции ПАО Московская Биржа;P;;2,0000;;;19,000;;;;;
2016-06-06;MOEX;Опцион на фьючерс на обыкновенные акции ПАО Московская Биржа;P;1,0000;1,0000;3,0000;30,000;11,000;;;;;
2016-06-06;MTSI;"Опцион на фьючерс на обыкновенные акции ПАО ""МТС""";P;1,0000;1,0000;1,0000;2,0000;2,0000;;;;;
2016-06-06;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;;34,000;28,000;585,00;882,00;253,00;313,00;0,76205;0,55009;
2016-06-06;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;1,0000;20,000;24,000;468,00;171,00;58,000;-2,0000;0,14146;-0,01156;
2016-06-06;MXI;Фьючерсный контракт на Индекс ММВБ (мини);F;;149,00;258,00;18253;14611;-200,00;-433,00;-0,01084;-0,02878;
