moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-06-17;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;1,0000;2,0000;3,0000;52,000;6,0000;;;;;
2016-06-17;ED;Фьючерсный контракт на курс евро-доллар США;F;;126,00;239,00;42279;47555;-6320,0;-7589,0;-0,13004;-0,13762;
2016-06-17;ED;Фьючерсный контракт на курс евро-доллар США;F;1,0000;122,00;202,00;14413;9137,0;3377,0;4646,0;0,30600;1,0345;
2016-06-17;Eu;Фьючерсный контракт на курс евро - российский рубль;F;;201,00;425,00;56318;58703;2758,0;6150,0;0,05149;0,11702;
2016-06-17;Eu;Фьючерсный контракт на курс евро - российский рубль;F;1,0000;161,00;157,00;9695,0;7310,0;3076,0;-316,00;0,46472;-0,04144;
2016-06-17;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;;8,0000;8,0000;31603;31605;;;;;
2016-06-17;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;1,0000;3,0000;4,0000;602,00;600,00;;;;;
2016-06-17;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;;3,0000;3,0000;550,00;550,00;;;;;
2016-06-17;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;1,0000;3,0000;3,0000;550,00;550,00;;;;;
2016-06-17;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;;43,000;24,000;1615,0;2912,0;-203,00;-1046,0;-0,11166;-0,26427;
2016-06-17;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;1,0000;29,000;44,000;2494,0;1197,0;-891,00;-48,000;-0,26322;-0,03855;
2016-06-17;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";C;;1,0000;1,0000;5,0000;5,0000;;;;;
2016-06-17;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";P;1,0000;1,0000;1,0000;16,000;16,000;;;;;
2016-06-17;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;600,00;314,00;130641;86873;-67856;-58690;-0,34185;-0,40319;
2016-06-17;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;596,00;182,00;11976;55744;-280,00;-9446,0;-0,02285;-0,14490;
2016-06-17;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;;100,00;70,000;6153,0;4840,0;-84,000;-75,000;-0,01347;-0,01526;
2016-06-17;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;1,0000;74,000;51,000;1502,0;2815,0;185,00;176,00;0,14047;0,06669;
2016-06-17;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;;73,000;76,000;8101,0;10567;1058,0;2570,0;0,15022;0,32137;
2016-06-17;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;1,0000;55,000;61,000;4486,0;2020,0;1888,0;376,00;0,72671;0,22871;
2016-06-17;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;;50,000;39,000;3427,0;2183,0;-5152,0;-4810,0;-0,60054;-0,68783;
2016-06-17;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;1,0000;50,000;24,000;908,00;2152,0;342,00;;0,60424;;
2016-06-17;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;;108,00;77,000;4633,0;4447,0;-2742,0;-2560,0;-0,37180;-0,36535;
2016-06-17;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;1,0000;97,000;50,000;855,00;1041,0;-91,000;-273,00;-0,09619;-0,20776;
2016-06-17;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";C;;4,0000;3,0000;5,0000;5,0000;;;;;
2016-06-17;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;;6,0000;4,0000;25,000;41,000;;;;;
2016-06-17;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;1,0000;1,0000;2,0000;24,000;8,0000;;;;;
2016-06-17;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;;10,000;11,000;378,00;509,00;16,000;7,0000;0,04420;0,01394;
2016-06-17;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;1,0000;10,000;14,000;368,00;237,00;-1,0000;8,0000;-0,00271;0,03493;
2016-06-17;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;;5,0000;10,000;301,00;204,00;89,000;2,0000;0,41981;0,00990;
2016-06-17;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;1,0000;7,0000;11,000;225,00;322,00;25,000;112,00;0,12500;0,53333;
2016-06-17;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;;3318,0;343,00;102614;91763;407,00;-2348,0;0,00398;-0,02495;
2016-06-17;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;1,0000;814,00;221,00;5825,0;16676;-1898,0;857,00;-0,24576;0,05418;
2016-06-17;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;;50,000;20,000;3444,0;1791,0;31,000;-1589,0;0,00908;-0,47012;
2016-06-17;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;1,0000;77,000;9,0000;316,00;1969,0;-1581,0;39,000;-0,83342;0,02021;
2016-06-17;HYDR;"Опцион на фьючерс на обыкновенные акции ПАО ""РусГидро""";P;;1,0000;;;1,0000;;;;;
2016-06-17;HYDR;"Опцион на фьючерс на обыкновенные акции ПАО ""РусГидро""";P;1,0000;1,0000;2,0000;41,000;40,000;;;;;
