moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-06-09;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;19,000;16,000;6077,0;6185,0;-11,000;37,000;-0,00181;0,00602;
2016-06-09;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;11,000;15,000;190,00;82,000;16,000;-32,000;0,09195;-0,28070;
2016-06-09;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;;92,000;83,000;60345;57917;27482;27510;0,83626;0,90473;
2016-06-09;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;1,0000;75,000;68,000;5255,0;7683,0;102,00;74,000;0,01979;0,00973;
2016-06-09;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;;131,00;97,000;44465;46499;4464,0;4182,0;0,11160;0,09883;
2016-06-09;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;1,0000;145,00;108,00;5160,0;3126,0;-247,00;35,000;-0,04568;0,01132;
2016-06-09;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;;3788,0;1715,0;222602;216699;-21003;-35186;-0,08622;-0,13969;
2016-06-09;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;1,0000;949,00;967,00;42608;48511;-9248,0;4935,0;-0,17834;0,11325;
2016-06-09;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;;26,000;21,000;229,00;766,00;4,0000;3,0000;0,01778;0,00393;
2016-06-09;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;1,0000;11,000;21,000;564,00;27,000;1,0000;2,0000;0,00178;0,08000;
2016-06-09;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";P;1,0000;2,0000;2,0000;2,0000;2,0000;;;;;
2016-06-09;CU;Фьючерсный контракт на медь;F;;5,0000;3,0000;97,000;31,000;13,000;4,0000;0,15476;0,14815;
2016-06-09;CU;Фьючерсный контракт на медь;F;1,0000;9,0000;5,0000;28,000;94,000;;9,0000;;0,10588;
2016-06-09;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;;1,0000;2,0000;16,000;14,000;;;;;
2016-06-09;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;1,0000;1,0000;;;2,0000;;;;;
2016-06-09;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;;7,0000;4,0000;523,00;505,00;;;;;
2016-06-09;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;1,0000;8,0000;8,0000;459,00;477,00;;;;;
2016-06-09;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;;10,000;5,0000;532,00;627,00;;-8,0000;;-0,01260;
2016-06-09;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;1,0000;14,000;8,0000;613,00;518,00;21,000;29,000;0,03547;0,05930;
2016-06-09;ED;Фьючерсный контракт на курс евро-доллар США;F;;144,00;334,00;33151;35765;-985,00;-1091,0;-0,02886;-0,02960;
2016-06-09;ED;Фьючерсный контракт на курс евро-доллар США;F;1,0000;137,00;270,00;11723;9109,0;-2006,0;-1900,0;-0,14611;-0,17259;
2016-06-09;Eu;Фьючерсный контракт на курс евро - российский рубль;F;;462,00;283,00;62985;58425;5374,0;2541,0;0,09328;0,04547;
2016-06-09;Eu;Фьючерсный контракт на курс евро - российский рубль;F;1,0000;288,00;121,00;6250,0;10810;-1712,0;1121,0;-0,21502;0,11570;
2016-06-09;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;;11,000;10,000;12908;12858;3,0000;3,0000;0,00023;0,00023;
2016-06-09;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;1,0000;5,0000;6,0000;607,00;657,00;;;;;
2016-06-09;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;;5,0000;4,0000;7077,0;7078,0;6527,0;6527,0;11,867;11,846;
2016-06-09;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;1,0000;3,0000;4,0000;551,00;550,00;;;;;
2016-06-09;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;;67,000;33,000;2232,0;2630,0;-254,00;-203,00;-0,10217;-0,07166;
2016-06-09;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;1,0000;52,000;39,000;1693,0;1295,0;-54,000;-105,00;-0,03091;-0,07500;
2016-06-09;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";P;1,0000;1,0000;1,0000;16,000;16,000;;;;;
2016-06-09;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;635,00;496,00;162655;120037;-3817,0;-5967,0;-0,02293;-0,04736;
2016-06-09;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;614,00;288,00;13729;56347;-2384,0;-234,00;-0,14796;-0,00414;
2016-06-09;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;;202,00;149,00;26086;16847;1225,0;1285,0;0,04927;0,08257;
2016-06-09;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;1,0000;176,00;114,00;6154,0;15393;523,00;463,00;0,09288;0,03101;
2016-06-09;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;;129,00;129,00;13943;15208;477,00;476,00;0,03542;0,03231;
2016-06-09;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;1,0000;121,00;99,000;9700,0;8435,0;133,00;134,00;0,01390;0,01614;
2016-06-09;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;;31,000;32,000;2315,0;2573,0;-158,00;249,00;-0,06389;0,10714;
2016-06-09;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;1,0000;28,000;28,000;604,00;346,00;178,00;-229,00;0,41784;-0,39826;
2016-06-09;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;;103,00;72,000;6080,0;5598,0;617,00;539,00;0,11294;0,10654;
2016-06-09;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;1,0000;96,000;55,000;816,00;1298,0;24,000;102,00;0,03030;0,08528;
2016-06-09;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";C;;6,0000;8,0000;54,000;37,000;;;;;
2016-06-09;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";C;1,0000;5,0000;3,0000;5,0000;22,000;;;;;
2016-06-09;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;;10,000;9,0000;94,000;83,000;;;;;
2016-06-09;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;1,0000;3,0000;3,0000;33,000;44,000;;;;;
2016-06-09;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;;51,000;45,000;1145,0;1087,0;-6,0000;;-0,00521;;
2016-06-09;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;1,0000;61,000;62,000;1128,0;1186,0;3,0000;-3,0000;0,00267;-0,00252;
2016-06-09;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;;24,000;34,000;850,00;1045,0;-3,0000;-8,0000;-0,00352;-0,00760;
2016-06-09;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;1,0000;55,000;51,000;1077,0;882,00;1,0000;6,0000;0,00093;0,00685;
2016-06-09;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;;724,00;250,00;99842;93342;-45,000;-301,00;-0,00045;-0,00321;
2016-06-09;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;1,0000;522,00;180,00;4574,0;11074;-146,00;110,00;-0,03093;0,01003;
2016-06-09;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;;63,000;32,000;1996,0;2079,0;-104,00;-227,00;-0,04952;-0,09844;
2016-06-09;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;1,0000;77,000;17,000;1560,0;1477,0;11,000;134,00;0,00710;0,09978;
2016-06-09;HYDR;"Опцион на фьючерс на обыкновенные акции ПАО ""РусГидро""";P;1,0000;1,0000;1,0000;40,000;40,000;;;;;
2016-06-09;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;;164,00;139,00;14499;11414;602,00;726,00;0,04332;0,06793;
2016-06-09;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;1,0000;158,00;119,00;3174,0;6259,0;180,00;56,000;0,06012;0,00903;
2016-06-09;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";C;;18,000;20,000;551,00;858,00;3,0000;3,0000;0,00547;0,00351;
2016-06-09;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";C;1,0000;19,000;14,000;954,00;647,00;3,0000;3,0000;0,00315;0,00466;
2016-06-09;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";P;;16,000;11,000;81,000;1793,0;;;;;
2016-06-09;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";P;1,0000;19,000;19,000;2167,0;455,00;;;;;
2016-06-09;MGNT;"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""";F;;143,00;39,000;6378,0;13454;2637,0;2027,0;0,70489;0,17739;
2016-06-09;MGNT;"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""";F;1,0000;68,000;41,000;8911,0;1835,0;-482,00;128,00;-0,05131;0,07499;
2016-06-09;MGNT;"Опцион на фьючерс на обыкновенные акции ПАО ""Магнит""";P;;;1,0000;1,0000;;;;;;
2016-06-09;MGNT;"Опцион на фьючерс на обыкновенные акции ПАО ""Магнит""";P;1,0000;2,0000;1,0000;11,000;12,000;;;;;
2016-06-09;MIX;Фьючерсный контракт на Индекс ММВБ;F;;104,00;196,00;6336,0;7634,0;-357,00;-333,00;-0,05334;-0,04180;
2016-06-09;MIX;Фьючерсный контракт на Индекс ММВБ;F;1,0000;60,000;155,00;2186,0;888,00;-53,000;-77,000;-0,02367;-0,07979;
2016-06-09;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;C;;2,0000;7,0000;112,00;16,000;-4,0000;;-0,03448;;
2016-06-09;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;C;1,0000;13,000;7,0000;56,000;152,00;;-4,0000;;-0,02564;
2016-06-09;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;P;;11,000;11,000;211,00;620,00;-6,0000;-24,000;-0,02765;-0,03727;
2016-06-09;MIX;Опцион на фьючерсный контракт на Индекс ММВБ;P;1,0000;19,000;28,000;480,00;71,000;-4,0000;14,000;-0,00826;0,24561;
2016-06-09;MOEX;Опцион на фьючерс на обыкновенные акции ПАО Московская Биржа;C;1,0000;1,0000;1,0000;9,0000;9,0000;;;;;
2016-06-09;MOEX;Опцион на фьючерс на обыкновенные акции ПАО Московская Биржа;P;;2,0000;;;19,000;;;;;
2016-06-09;MOEX;Опцион на фьючерс на обыкновенные акции ПАО Московская Биржа;P;1,0000;1,0000;3,0000;30,000;11,000;;;;;
2016-06-09;MOEX;Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа;F;;27,000;22,000;1899,0;3440,0;42,000;39,000;0,02262;0,01147;
2016-06-09;MOEX;Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа;F;1,0000;11,000;21,000;1629,0;88,000;-2,0000;1,0000;-0,00123;0,01149;
2016-06-09;MTSI;"Опцион на фьючерс на обыкновенные акции ПАО ""МТС""";P;1,0000;1,0000;1,0000;2,0000;2,0000;;;;;
2016-06-09;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;;35,000;19,000;1556,0;1812,0;-28,000;15,000;-0,01768;0,00835;
2016-06-09;MTSI;"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""";F;1,0000;18,000;18,000;390,00;134,00;-12,000;-55,000;-0,02985;-0,29101;
2016-06-09;MXI;Фьючерсный контракт на Индекс ММВБ (мини);F;;173,00;234,00;20552;18486;-3382,0;-2472,0;-0,14131;-0,11795;
2016-06-09;MXI;Фьючерсный контракт на Индекс ММВБ (мини);F;1,0000;93,000;160,00;4723,0;6789,0;415,00;-495,00;0,09633;-0,06796;
2016-06-09;MXI;Опцион на фьючерсный контракт на Индекс ММВБ (мини);C;;59,000;58,000;23254;22007;321,00;232,00;0,01400;0,01065;
2016-06-09;MXI;Опцион на фьючерсный контракт на Индекс ММВБ (мини);C;1,0000;46,000;25,000;4035,0;5282,0;-58,000;31,000;-0,01417;0,00590;
2016-06-09;MXI;Опцион на фьючерсный контракт на Индекс ММВБ (мини);P;;80,000;54,000;34288;21062;-444,00;-494,00;-0,01278;-0,02292;
2016-06-09;MXI;Опцион на фьючерсный контракт на Индекс ММВБ (мини);P;1,0000;78,000;27,000;1056,0;14282;3,0000;53,000;0,00285;0,00372;
