moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-06-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;;5,0000;2,0000;38,000;294,00;1,0000;3,0000;0,02703;0,01031;
2016-06-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;1,0000;3,0000;7,0000;260,00;4,0000;4,0000;2,0000;0,01563;1,0000;
2016-06-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;;4,0000;1,0000;64,000;142,00;;1,0000;;0,00709;
2016-06-22;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;1,0000;3,0000;6,0000;86,000;8,0000;3,0000;2,0000;0,03614;0,33333;
2016-06-22;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;;8,0000;9,0000;31605;31605;2,0000;;0,00006;;
2016-06-22;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;1,0000;3,0000;3,0000;600,00;600,00;-2,0000;;-0,00332;;
2016-06-22;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;;3,0000;3,0000;550,00;550,00;;;;;
2016-06-22;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;1,0000;3,0000;3,0000;550,00;550,00;;;;;
2016-06-22;Eu;Фьючерсный контракт на курс евро - российский рубль;F;;468,00;198,00;62812;56623;-3413,0;-8145,0;-0,05154;-0,12576;
2016-06-22;Eu;Фьючерсный контракт на курс евро - российский рубль;F;1,0000;267,00;91,000;4173,0;10362;-2521,0;2211,0;-0,37661;0,27126;
2016-06-22;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;;48,000;28,000;1291,0;2528,0;-81,000;-125,00;-0,05904;-0,04712;
2016-06-22;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;1,0000;25,000;47,000;2489,0;1252,0;3,0000;47,000;0,00121;0,03900;
2016-06-22;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";C;;1,0000;1,0000;5,0000;5,0000;;;;;
2016-06-22;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";P;1,0000;1,0000;1,0000;16,000;16,000;;;;;
2016-06-22;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;590,00;387,00;148704;111259;599,00;9772,0;0,00404;0,09629;
2016-06-22;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;558,00;218,00;12181;49626;4965,0;-4208,0;0,68805;-0,07817;
2016-06-22;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;;116,00;83,000;7469,0;5596,0;216,00;17,000;0,02978;0,00305;
2016-06-22;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";C;1,0000;94,000;62,000;1953,0;3826,0;41,000;240,00;0,02144;0,06693;
2016-06-22;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;;88,000;79,000;8527,0;11292;27,000;49,000;0,00318;0,00436;
2016-06-22;GAZR;"Опцион на обыкновенные акции ПАО ""Газпром""";P;1,0000;63,000;66,000;4980,0;2215,0;5,0000;-17,000;0,00101;-0,00762;
2016-06-22;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;;36,000;72,000;4281,0;4902,0;-1552,0;-914,00;-0,26607;-0,15715;
2016-06-22;GBPU;Фьючерсный контракт на курс фунт стерлингов-доллар США;F;1,0000;28,000;70,000;1283,0;662,00;-486,00;-1124,0;-0,27473;-0,62934;
2016-06-22;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;;140,00;82,000;5910,0;4862,0;-65,000;59,000;-0,01088;0,01228;
2016-06-22;GMKR;"Фьючерсный контракт на обыкновенные акции ПАО ГМК ""Норильский Никель""";F;1,0000;133,00;43,000;553,00;1601,0;146,00;22,000;0,35872;0,01393;
2016-06-22;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";C;;5,0000;5,0000;7,0000;7,0000;1,0000;1,0000;0,16667;0,16667;
2016-06-22;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;;6,0000;4,0000;25,000;41,000;;;;;
2016-06-22;GMKR;"Опцион на фьючерс на акции ПАО ""ГМК ""Норильский Никель""";P;1,0000;1,0000;2,0000;24,000;8,0000;;;;;
2016-06-22;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;;15,000;14,000;383,00;529,00;8,0000;16,000;0,02133;0,03119;
2016-06-22;GOLD;Опцион на фьючерсный контракт на золото в слитках;C;1,0000;17,000;20,000;412,00;266,00;32,000;24,000;0,08421;0,09917;
2016-06-22;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;;5,0000;22,000;395,00;204,00;70,000;2,0000;0,21538;0,00990;
2016-06-22;GOLD;Опцион на фьючерсный контракт на золото в слитках;P;1,0000;21,000;12,000;240,00;431,00;8,0000;76,000;0,03448;0,21408;
2016-06-22;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;;3340,0;349,00;105652;93170;3651,0;3210,0;0,03579;0,03568;
2016-06-22;GOLD;Фьючерсный контракт на аффинированное золото в слитках;F;1,0000;855,00;224,00;4292,0;16774;-66,000;375,00;-0,01514;0,02287;
2016-06-22;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;;62,000;22,000;3834,0;2155,0;15,000;111,00;0,00393;0,05431;
2016-06-22;HYDR;"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""";F;1,0000;78,000;10,000;317,00;1996,0;-1,0000;-97,000;-0,00314;-0,04634;
2016-06-22;HYDR;"Опцион на фьючерс на обыкновенные акции ПАО ""РусГидро""";P;;1,0000;;;1,0000;;;;;
2016-06-22;HYDR;"Опцион на фьючерс на обыкновенные акции ПАО ""РусГидро""";P;1,0000;1,0000;2,0000;41,000;40,000;;;;;
2016-06-22;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;;115,00;101,00;19392;17768;244,00;1022,0;0,01274;0,06103;
2016-06-22;LKOH;"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""";F;1,0000;101,00;87,000;2277,0;3901,0;337,00;-441,00;0,17371;-0,10157;
2016-06-22;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";C;;13,000;22,000;345,00;217,00;;-5,0000;;-0,02252;
2016-06-22;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";C;1,0000;9,0000;11,000;152,00;280,00;;5,0000;;0,01818;
2016-06-22;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";P;;8,0000;10,000;716,00;7821,0;;75,000;;0,00968;
2016-06-22;LKOH;"Опцион на фьючерс на акции ПАО ""ЛУКОЙЛ""";P;1,0000;13,000;11,000;8010,0;905,00;75,000;;0,00945;;
2016-06-22;MGNT;"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""";F;;111,00;48,000;5151,0;12626;400,00;-234,00;0,08419;-0,01820;
2016-06-22;MGNT;"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""";F;1,0000;49,000;42,000;9009,0;1534,0;-112,00;522,00;-0,01228;0,51581;
2016-06-22;MGNT;"Опцион на фьючерс на обыкновенные акции ПАО ""Магнит""";P;1,0000;2,0000;2,0000;13,000;13,000;;;;;
2016-06-22;MIX;Фьючерсный контракт на Индекс ММВБ;F;;123,00;104,00;3141,0;3279,0;908,00;440,00;0,40663;0,15498;
