moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-08-03;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;23,000;29,000;2830,0;2945,0;-158,00;-459,00;-0,05288;-0,13484;
2016-08-03;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;19,000;24,000;632,00;517,00;-358,00;-57,000;-0,36162;-0,09930;
2016-08-03;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;;116,00;119,00;3616,0;3239,0;614,00;692,00;0,20453;0,27169;
2016-08-03;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;1,0000;111,00;98,000;2865,0;3242,0;14,000;-64,000;0,00491;-0,01936;
2016-08-03;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;;91,000;85,000;3690,0;3263,0;1554,0;1840,0;0,72753;1,2930;
2016-08-03;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;1,0000;78,000;88,000;1534,0;1961,0;106,00;-180,00;0,07423;-0,08407;
2016-08-03;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;;2098,0;1408,0;256946;211746;-87201;-77702;-0,25338;-0,26845;
2016-08-03;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;1,0000;1264,0;531,00;18905;64105;6577,0;-2922,0;0,53350;-0,04359;
2016-08-03;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;;12,000;47,000;647,00;1053,0;-1,0000;17,000;-0,00154;0,01641;
2016-08-03;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;1,0000;8,0000;38,000;452,00;46,000;30,000;12,000;0,07109;0,35294;
2016-08-03;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";C;;1,0000;;;1,0000;;;;;
2016-08-03;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";C;1,0000;;1,0000;1,0000;;;;;;
2016-08-03;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";P;1,0000;1,0000;1,0000;1,0000;1,0000;;;;;
