moment;isin;name;contract_type;iz_fiz;clients_in_long;clients_in_lshort;short_position;long_position;change_prev_week_short_abs;change_prev_week_long_abs;change_prev_week_short_perc;change_prev_week_long_perc;
2016-06-10;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;;17,000;16,000;5500,0;5657,0;-577,00;-528,00;-0,09495;-0,08537;
2016-06-10;AUDU;Фьючерсный контракт на курс австралийский доллар-доллар США;F;1,0000;11,000;14,000;242,00;85,000;52,000;3,0000;0,27368;0,03659;
2016-06-10;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;;94,000;83,000;60368;57950;23,000;33,000;0,00038;0,00057;
2016-06-10;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";C;1,0000;76,000;69,000;5348,0;7766,0;93,000;83,000;0,01770;0,01080;
2016-06-10;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;;130,00;102,00;44558;46569;93,000;70,000;0,00209;0,00151;
2016-06-10;BR;"Опцион на фьючерсный контракт на нефть сорта ""BRENT""";P;1,0000;143,00;109,00;5155,0;3144,0;-5,0000;18,000;-0,00097;0,00576;
2016-06-10;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;;3767,0;1513,0;180443;173007;-42159;-43692;-0,18939;-0,20163;
2016-06-10;BR;"Фьючерсный контракт на нефть сорта ""BRENT""";F;1,0000;957,00;902,00;41178;48614;-1430,0;103,00;-0,03356;0,00212;
2016-06-10;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;;32,000;25,000;260,00;794,00;31,000;28,000;0,13537;0,03655;
2016-06-10;CHMF;"Фьючерсный контракт на обыкновенные акции ОАО ""Северсталь""";F;1,0000;10,000;23,000;572,00;38,000;8,0000;11,000;0,01418;0,40741;
2016-06-10;CHMF;"Опцион на фьючерс на акции ОАО ""Северсталь""";P;1,0000;2,0000;2,0000;2,0000;2,0000;;;;;
2016-06-10;CU;Фьючерсный контракт на медь;F;;5,0000;3,0000;96,000;32,000;-1,0000;1,0000;-0,01031;0,03226;
2016-06-10;CU;Фьючерсный контракт на медь;F;1,0000;8,0000;5,0000;30,000;94,000;2,0000;;0,07143;;
2016-06-10;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;;1,0000;2,0000;16,000;14,000;;;;;
2016-06-10;CY;Фьючерсный контракт на курс китайский юань - российский рубль;F;1,0000;1,0000;;;2,0000;;;;;
2016-06-10;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;;7,0000;4,0000;523,00;505,00;;;;;
2016-06-10;ED;Опцион на фьючерсный контракт на курс евро-доллар;C;1,0000;8,0000;8,0000;459,00;477,00;;;;;
2016-06-10;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;;10,000;5,0000;532,00;619,00;;-8,0000;;-0,01276;
2016-06-10;ED;Опцион на фьючерсный контракт на курс евро-доллар;P;1,0000;14,000;8,0000;620,00;533,00;7,0000;15,000;0,01142;0,02896;
2016-06-10;ED;Фьючерсный контракт на курс евро-доллар США;F;;143,00;330,00;30271;41068;-2880,0;5303,0;-0,08688;0,14827;
2016-06-10;ED;Фьючерсный контракт на курс евро-доллар США;F;1,0000;140,00;267,00;12832;2035,0;1109,0;-7074,0;0,09460;-0,77659;
2016-06-10;Eu;Фьючерсный контракт на курс евро - российский рубль;F;;465,00;209,00;67752;60674;4767,0;2249,0;0,07568;0,03849;
2016-06-10;Eu;Фьючерсный контракт на курс евро - российский рубль;F;1,0000;302,00;88,000;3588,0;10666;-2662,0;-144,00;-0,42592;-0,01332;
2016-06-10;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;;11,000;10,000;12908;12858;;;;;
2016-06-10;Eu;Опцион на фьючерсный контракт на курс евро-рубль;C;1,0000;5,0000;6,0000;607,00;657,00;;;;;
2016-06-10;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;;5,0000;4,0000;7077,0;7078,0;;;;;
2016-06-10;Eu;Опцион на фьючерсный контракт на курс евро-рубль;P;1,0000;3,0000;4,0000;551,00;550,00;;;;;
2016-06-10;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;;65,000;34,000;2098,0;2557,0;-134,00;-73,000;-0,06004;-0,02776;
2016-06-10;FEES;"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""";F;1,0000;51,000;41,000;1699,0;1240,0;6,0000;-55,000;0,00354;-0,04247;
2016-06-10;FEES;"Опцион на фьючерс на обыкновенные акции ПАО ""ФСК ЕЭС""";P;1,0000;1,0000;1,0000;16,000;16,000;;;;;
2016-06-10;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;;637,00;489,00;168407;127187;5752,0;7150,0;0,03536;0,05956;
2016-06-10;GAZR;"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""";F;1,0000;605,00;297,00;16011;57231;2282,0;884,00;0,16622;0,01569;
2016-06-10;SBRF;"Фьючерсный контракт на обыкновенные акции ПАО ""Сбербанк России""";F;;748,00;2078,0;432910;539102;-3546,0;-5473,0;-0,00812;-0,01005;
2016-06-10;SBRF;"Фьючерсный контракт на обыкновенные акции ПАО ""Сбербанк России""";F;1,0000;625,00;1961,0;158115;51923;-4444,0;-2517,0;-0,02734;-0,04623;
2016-06-10;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);C;;321,00;289,00;72003;62994;1298,0;388,00;0,01836;0,00620;
2016-06-10;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);C;1,0000;307,00;335,00;20580;29589;-160,00;750,00;-0,00771;0,02601;
2016-06-10;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);P;;627,00;367,00;83342;75430;11898;9772,0;0,16654;0,14883;
2016-06-10;SBRF;Опцион на фьючерс на акции ПАО Сбербанк (лот 100);P;1,0000;779,00;410,00;42811;50723;181,00;2307,0;0,00425;0,04765;
2016-06-10;SILV;Опцион на фьючерсный контракт на серебро в слитках;C;;20,000;16,000;187,00;147,00;1,0000;2,0000;0,00538;0,01379;
2016-06-10;SILV;Опцион на фьючерсный контракт на серебро в слитках;C;1,0000;34,000;25,000;143,00;183,00;2,0000;1,0000;0,01418;0,00549;
2016-06-10;SILV;Опцион на фьючерсный контракт на серебро в слитках;P;;14,000;10,000;136,00;113,00;-7,0000;3,0000;-0,04895;0,02727;
2016-06-10;SILV;Опцион на фьючерсный контракт на серебро в слитках;P;1,0000;29,000;25,000;178,00;201,00;11,000;1,0000;0,06587;0,00500;
2016-06-10;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;;203,00;54,000;5717,0;2727,0;-648,00;45,000;-0,10181;0,01678;
2016-06-10;SILV;Фьючерсный контракт на аффинированное серебро в слитках;F;1,0000;166,00;53,000;556,00;3546,0;-29,000;-722,00;-0,04957;-0,16917;
2016-06-10;SNGP;"Опцион на фьючерс на привилегированные акции ОАО ""Сургутнефтегаз""";P;1,0000;1,0000;2,0000;15,000;15,000;;;;;
2016-06-10;SNGP;"Фьючерсный контракт на привилегированные акции ОАО ""Сургутнефтегаз""";F;;42,000;33,000;2216,0;2787,0;41,000;47,000;0,01885;0,01715;
2016-06-10;SNGP;"Фьючерсный контракт на привилегированные акции ОАО ""Сургутнефтегаз""";F;1,0000;35,000;32,000;1376,0;805,00;170,00;164,00;0,14096;0,25585;
2016-06-10;SNGR;"Опцион на фьючерс на акции ОАО ""Сургутнефтегаз""";P;1,0000;1,0000;1,0000;2,0000;2,0000;;;;;
2016-06-10;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;;54,000;17,000;2550,0;1569,0;80,000;-31,000;0,03239;-0,01938;
2016-06-10;SNGR;"Фьючерсный контракт на обыкновенные акции ОАО ""Сургутнефтегаз""";F;1,0000;69,000;13,000;452,00;1433,0;6,0000;117,00;0,01345;0,08891;
2016-06-10;Si;Опцион на фьючерсный контракт на доллар США;C;;2408,0;1199,0;828918;795890;3309,0;10726;0,00401;0,01366;
2016-06-10;Si;Опцион на фьючерсный контракт на доллар США;C;1,0000;2218,0;1212,0;142453;175481;798,00;-6619,0;0,00563;-0,03635;
2016-06-10;Si;Опцион на фьючерсный контракт на доллар США;P;;1249,0;977,00;833668;768230;130,00;-1448,0;0,00016;-0,00188;
2016-06-10;Si;Опцион на фьючерсный контракт на доллар США;P;1,0000;1397,0;862,00;64890;130328;318,00;1896,0;0,00492;0,01476;
2016-06-10;Si;Фьючерсный контракт на курс доллар США - российский рубль;F;;6376,0;5925,0;1518673;1346356;43258;33310;0,02932;0,02537;
2016-06-10;Si;Фьючерсный контракт на курс доллар США - российский рубль;F;1,0000;4065,0;1528,0;71953;244270;-8278,0;1670,0;-0,10318;0,00688;
