6/10/2018 12:52:00 AM	88.12	1
6/10/2018 12:52:00 AM	87.86	2
6/10/2018 12:52:00 AM	87.59	4
6/10/2018 12:52:00 AM	87.33	8
6/10/2018 12:53:00 AM	87.68	1
6/10/2018 12:53:00 AM	87.41	2
6/10/2018 12:53:00 AM	87.15	4
6/10/2018 12:53:00 AM	86.88	8
6/10/2018 12:53:00 AM	88.01	-15
6/10/2018 12:54:00 AM	87.81	-15
6/10/2018 12:54:00 AM	88.00	-1
6/10/2018 1:20:00 AM	88.22	1
6/10/2018 1:22:00 AM	88.65	-1
6/10/2018 3:02:00 AM	88.42	1
6/10/2018 6:53:00 AM	87.23	1
6/10/2018 7:34:00 AM	86.68	1
6/10/2018 7:34:00 AM	86.42	2
6/10/2018 7:35:00 AM	86.34	1
6/10/2018 7:35:00 AM	86.66	-4
6/10/2018 7:36:00 AM	86.37	-1
6/10/2018 7:36:00 AM	86.57	-1
6/10/2018 7:37:00 AM	86.52	1
6/10/2018 8:12:00 AM	86.08	1
6/10/2018 8:13:00 AM	86.01	-1
6/10/2018 8:32:00 AM	85.35	1
6/10/2018 8:39:00 AM	85.18	1
6/10/2018 8:41:00 AM	85.38	-2
6/10/2018 10:31:00 AM	85.69	1
6/10/2018 10:46:00 AM	85.70	-1
6/10/2018 12:57:00 PM	85.92	1
6/10/2018 12:57:00 PM	85.66	2
6/10/2018 1:02:00 PM	85.96	-3
6/10/2018 1:17:00 PM	85.84	1
6/10/2018 1:18:00 PM	85.45	1
6/10/2018 1:22:00 PM	85.61	-2
6/10/2018 5:05:00 PM	85.06	1
6/10/2018 5:08:00 PM	84.90	-1
6/10/2018 5:15:00 PM	84.70	1
6/10/2018 5:16:00 PM	84.68	-1
6/10/2018 5:18:00 PM	84.98	-1
6/10/2018 5:19:00 PM	85.46	-1
6/10/2018 5:20:00 PM	85.39	2
6/10/2018 5:28:00 PM	84.76	1
6/10/2018 5:33:00 PM	84.46	1
6/10/2018 5:35:00 PM	84.49	1
6/10/2018 5:35:00 PM	84.80	-2
6/10/2018 5:36:00 PM	84.72	-1
6/10/2018 5:36:00 PM	84.91	-1
6/10/2018 5:36:00 PM	85.17	-2
6/10/2018 5:37:00 PM	84.92	3
6/10/2018 5:37:00 PM	84.73	1
6/10/2018 5:37:00 PM	84.47	2
6/10/2018 5:37:00 PM	85.23	-1
6/10/2018 5:37:00 PM	85.49	-2
6/10/2018 5:37:00 PM	85.74	-4
6/10/2018 5:38:00 PM	84.63	-1
6/10/2018 5:38:00 PM	84.89	-2
6/10/2018 5:41:00 PM	84.94	7
6/10/2018 5:42:00 PM	85.26	-1
6/10/2018 5:43:00 PM	85.44	1
6/10/2018 5:43:00 PM	85.24	1
6/10/2018 5:44:00 PM	85.46	-1
6/10/2018 5:44:00 PM	85.66	-1
6/10/2018 5:45:00 PM	85.72	1
6/10/2018 5:46:00 PM	86.08	-1
6/10/2018 5:47:00 PM	86.48	-1
6/10/2018 5:47:00 PM	86.74	-2
6/10/2018 5:47:00 PM	87.00	-4
6/10/2018 5:47:00 PM	87.25	-8
6/10/2018 5:47:00 PM	87.51	-16
6/10/2018 5:47:00 PM	87.77	-32
6/10/2018 5:47:00 PM	88.03	-64
6/10/2018 5:47:00 PM	88.29	-128
6/10/2018 5:47:00 PM	88.55	-256
6/10/2018 5:48:00 PM	86.54	-1
6/10/2018 5:48:00 PM	86.80	-2
6/10/2018 5:48:00 PM	87.06	-4
6/10/2018 5:49:00 PM	87.10	519
6/10/2018 5:49:00 PM	86.91	1
6/10/2018 5:49:00 PM	86.65	2
6/10/2018 5:50:00 PM	86.26	1
6/10/2018 5:50:00 PM	86.00	2
6/10/2018 5:51:00 PM	86.06	-6
6/10/2018 5:52:00 PM	86.36	-1
6/10/2018 5:52:00 PM	86.62	-2
6/10/2018 5:52:00 PM	86.87	-4
6/10/2018 5:52:00 PM	87.13	-8
6/10/2018 5:53:00 PM	86.52	15
6/10/2018 5:53:00 PM	86.32	1
6/10/2018 5:55:00 PM	86.57	-1
6/10/2018 5:55:00 PM	86.77	-1
6/10/2018 5:55:00 PM	87.03	-2
6/10/2018 6:04:00 PM	87.50	-1
6/10/2018 6:04:00 PM	87.76	-2
6/10/2018 6:04:00 PM	88.03	-4
6/10/2018 6:04:00 PM	88.29	-8
6/10/2018 6:05:00 PM	88.05	18
6/10/2018 8:10:00 PM	87.68	-1
6/10/2018 8:10:00 PM	87.94	-2
6/10/2018 8:14:00 PM	87.64	3
6/10/2018 8:39:00 PM	87.09	1
6/10/2018 8:53:00 PM	86.49	1
6/10/2018 8:53:00 PM	86.23	2
6/10/2018 9:19:00 PM	85.64	1
6/10/2018 9:19:00 PM	85.38	2
6/10/2018 9:20:00 PM	85.32	-7
6/10/2018 9:27:00 PM	84.56	1
6/10/2018 9:29:00 PM	84.15	1
6/10/2018 9:29:00 PM	83.89	2
6/10/2018 9:30:00 PM	83.76	1
6/10/2018 9:30:00 PM	83.51	2
6/10/2018 9:30:00 PM	84.07	-4
6/10/2018 9:31:00 PM	83.22	1
6/10/2018 9:31:00 PM	82.97	2
6/10/2018 9:31:00 PM	82.72	4
6/10/2018 9:32:00 PM	82.75	1
6/10/2018 9:32:00 PM	83.06	-10
6/10/2018 9:33:00 PM	82.59	1
6/10/2018 9:34:00 PM	82.86	-2
6/10/2018 9:34:00 PM	83.05	-1
6/10/2018 9:35:00 PM	83.09	1
6/10/2018 9:35:00 PM	83.40	-1
6/10/2018 9:35:00 PM	83.65	-2
6/10/2018 9:35:00 PM	83.90	-4
6/10/2018 9:35:00 PM	84.15	-8
6/10/2018 9:36:00 PM	84.26	-1
