<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20170201;100000;60819.0000000;61063.0000000;60806.0000000;60930.0000000;316220
20170201;110000;60933.0000000;60979.0000000;60851.0000000;60892.0000000;210378
20170201;120000;60894.0000000;60958.0000000;60842.0000000;60942.0000000;168198
20170201;130000;60938.0000000;60966.0000000;60905.0000000;60932.0000000;92366
20170201;140000;60934.0000000;60940.0000000;60727.0000000;60766.0000000;196067
20170201;150000;60766.0000000;60801.0000000;60705.0000000;60768.0000000;180585
20170201;160000;60764.0000000;60838.0000000;60736.0000000;60770.0000000;118023
20170201;170000;60773.0000000;60943.0000000;60761.0000000;60914.0000000;166910
20170201;180000;60914.0000000;60958.0000000;60810.0000000;60839.0000000;179693
20170201;190000;60836.0000000;60915.0000000;60726.0000000;60865.0000000;136955
20170201;200000;60867.0000000;60872.0000000;60781.0000000;60851.0000000;40957
20170201;210000;60849.0000000;60888.0000000;60791.0000000;60799.0000000;43754
20170201;220000;60798.0000000;60840.0000000;60671.0000000;60718.0000000;143731
20170201;230000;60718.0000000;60773.0000000;60715.0000000;60760.0000000;28804
20170202;100000;60745.0000000;60750.0000000;60485.0000000;60612.0000000;393164
20170202;110000;60610.0000000;60620.0000000;60424.0000000;60432.0000000;333282
20170202;120000;60432.0000000;60434.0000000;60216.0000000;60230.0000000;639309
20170202;130000;60227.0000000;60357.0000000;60179.0000000;60255.0000000;256329
20170202;140000;60255.0000000;60309.0000000;60201.0000000;60307.0000000;103863
20170202;150000;60308.0000000;60344.0000000;60260.0000000;60277.0000000;103283
20170202;160000;60278.0000000;60287.0000000;60000.0000000;60110.0000000;333723
20170202;170000;60108.0000000;60214.0000000;60063.0000000;60133.0000000;244019
20170202;180000;60131.0000000;60274.0000000;60122.0000000;60240.0000000;168338
20170202;190000;60250.0000000;60287.0000000;60114.0000000;60189.0000000;81215
20170202;200000;60189.0000000;60200.0000000;59158.0000000;59827.0000000;579950
20170202;210000;59827.0000000;60020.0000000;59655.0000000;59936.0000000;167205
20170202;220000;59937.0000000;60047.0000000;59880.0000000;60042.0000000;87888
20170202;230000;60042.0000000;60093.0000000;60001.0000000;60011.0000000;56835
20170203;100000;60006.0000000;60095.0000000;59733.0000000;59920.0000000;385038
20170203;110000;59919.0000000;60116.0000000;59903.0000000;60056.0000000;222287
20170203;120000;60054.0000000;60176.0000000;59944.0000000;60140.0000000;215056
20170203;130000;60142.0000000;60196.0000000;59880.0000000;59967.0000000;319337
20170203;140000;59967.0000000;59987.0000000;59780.0000000;59881.0000000;173865
20170203;150000;59879.0000000;59910.0000000;59619.0000000;59818.0000000;240039
20170203;160000;59818.0000000;59961.0000000;59602.0000000;59658.0000000;343864
20170203;170000;59656.0000000;59836.0000000;59656.0000000;59750.0000000;178463
20170203;180000;59748.0000000;59754.0000000;59304.0000000;59452.0000000;358517
20170203;190000;59478.0000000;59639.0000000;59419.0000000;59606.0000000;101441
20170203;200000;59603.0000000;59613.0000000;59480.0000000;59523.0000000;47422
20170203;210000;59520.0000000;59647.0000000;59511.0000000;59611.0000000;45376
20170203;220000;59613.0000000;59627.0000000;59550.0000000;59561.0000000;39889
20170203;230000;59562.0000000;59588.0000000;59530.0000000;59540.0000000;25505
20170206;100000;59531.0000000;59539.0000000;59133.0000000;59215.0000000;362854
20170206;110000;59215.0000000;59424.0000000;59187.0000000;59386.0000000;207710
20170206;120000;59389.0000000;59408.0000000;59232.0000000;59337.0000000;202414
20170206;130000;59335.0000000;59470.0000000;59311.0000000;59412.0000000;163827
20170206;140000;59414.0000000;59446.0000000;59293.0000000;59393.0000000;123028
20170206;150000;59396.0000000;59409.0000000;59216.0000000;59344.0000000;144891
20170206;160000;59345.0000000;59495.0000000;59326.0000000;59482.0000000;169387
20170206;170000;59482.0000000;59604.0000000;59389.0000000;59580.0000000;201921
20170206;180000;59580.0000000;59637.0000000;59518.0000000;59581.0000000;146657
20170206;190000;59575.0000000;59578.0000000;59418.0000000;59525.0000000;68915
20170206;200000;59527.0000000;59555.0000000;59456.0000000;59506.0000000;30489
20170206;210000;59504.0000000;59524.0000000;59355.0000000;59433.0000000;83732
20170206;220000;59432.0000000;59464.0000000;59405.0000000;59434.0000000;19830
20170206;230000;59433.0000000;59483.0000000;59425.0000000;59479.0000000;29273
20170207;100000;59484.0000000;59767.0000000;59484.0000000;59748.0000000;381340
20170207;110000;59748.0000000;59928.0000000;59734.0000000;59847.0000000;286587
20170207;120000;59846.0000000;59960.0000000;59802.0000000;59941.0000000;226431
20170207;130000;59941.0000000;60038.0000000;59895.0000000;59986.0000000;184841
20170207;140000;59986.0000000;60023.0000000;59893.0000000;59947.0000000;161313
20170207;150000;59942.0000000;59974.0000000;59888.0000000;59955.0000000;85155
20170207;160000;59955.0000000;60011.0000000;59837.0000000;59877.0000000;170038
20170207;170000;59874.0000000;60029.0000000;59820.0000000;59864.0000000;217256
20170207;180000;59863.0000000;59930.0000000;59751.0000000;59770.0000000;157058
20170207;190000;59753.0000000;59913.0000000;59600.0000000;59875.0000000;136571
20170207;200000;59878.0000000;59899.0000000;59798.0000000;59871.0000000;43864
20170207;210000;59871.0000000;59879.0000000;59812.0000000;59843.0000000;18824
20170207;220000;59843.0000000;59900.0000000;59820.0000000;59872.0000000;33672
20170207;230000;59873.0000000;59907.0000000;59830.0000000;59867.0000000;23683
20170208;100000;59877.0000000;60144.0000000;59877.0000000;60082.0000000;340294
20170208;110000;60084.0000000;60106.0000000;60003.0000000;60025.0000000;160127
20170208;120000;60023.0000000;60064.0000000;59960.0000000;59988.0000000;165963
20170208;130000;59988.0000000;60055.0000000;59950.0000000;59976.0000000;106269
20170208;140000;59976.0000000;59985.0000000;59832.0000000;59868.0000000;160360
20170208;150000;59867.0000000;59906.0000000;59730.0000000;59872.0000000;235374
20170208;160000;59869.0000000;59881.0000000;59650.0000000;59770.0000000;221738
20170208;170000;59768.0000000;59823.0000000;59682.0000000;59770.0000000;199384
20170208;180000;59773.0000000;59941.0000000;59728.0000000;59749.0000000;232167
20170208;190000;59737.0000000;59767.0000000;59604.0000000;59683.0000000;151144
20170208;200000;59683.0000000;59747.0000000;59650.0000000;59706.0000000;50692
20170208;210000;59704.0000000;59797.0000000;59701.0000000;59785.0000000;34367
20170208;220000;59785.0000000;59797.0000000;59750.0000000;59763.0000000;23765
20170208;230000;59764.0000000;59772.0000000;59731.0000000;59760.0000000;20085
20170209;100000;59745.0000000;59745.0000000;59470.0000000;59553.0000000;223540
20170209;110000;59554.0000000;59585.0000000;59501.0000000;59553.0000000;135176
20170209;120000;59550.0000000;59571.0000000;59478.0000000;59497.0000000;138535
20170209;130000;59494.0000000;59522.0000000;59296.0000000;59366.0000000;267203
20170209;140000;59369.0000000;59456.0000000;59360.0000000;59417.0000000;91984
20170209;150000;59416.0000000;59448.0000000;59264.0000000;59268.0000000;110109
20170209;160000;59266.0000000;59391.0000000;59247.0000000;59365.0000000;159238
20170209;170000;59365.0000000;59376.0000000;59200.0000000;59326.0000000;245527
20170209;180000;59328.0000000;59468.0000000;59303.0000000;59397.0000000;136569
20170209;190000;59409.0000000;59500.0000000;59399.0000000;59443.0000000;57753
20170209;200000;59443.0000000;59449.0000000;59376.0000000;59417.0000000;29797
20170209;210000;59417.0000000;59439.0000000;59389.0000000;59399.0000000;20868
20170209;220000;59399.0000000;59461.0000000;59395.0000000;59410.0000000;21830
20170209;230000;59410.0000000;59485.0000000;59407.0000000;59476.0000000;20794
20170210;100000;59480.0000000;59480.0000000;59165.0000000;59422.0000000;312770
20170210;110000;59423.0000000;59444.0000000;59330.0000000;59343.0000000;180226
20170210;120000;59344.0000000;59344.0000000;59104.0000000;59161.0000000;377989
20170210;130000;59162.0000000;59226.0000000;59103.0000000;59168.0000000;125351
20170210;140000;59168.0000000;59228.0000000;59134.0000000;59217.0000000;109474
20170210;150000;59219.0000000;59241.0000000;58989.0000000;59103.0000000;277649
20170210;160000;59103.0000000;59104.0000000;58911.0000000;59032.0000000;308407
20170210;170000;59030.0000000;59112.0000000;59002.0000000;59034.0000000;165301
20170210;180000;59034.0000000;59062.0000000;58971.0000000;58987.0000000;118165
20170210;190000;58965.0000000;58996.0000000;58783.0000000;58813.0000000;187528
20170210;200000;58810.0000000;58902.0000000;58803.0000000;58833.0000000;53370
20170210;210000;58834.0000000;58846.0000000;58751.0000000;58817.0000000;46728
20170210;220000;58817.0000000;58830.0000000;58727.0000000;58747.0000000;50991
20170210;230000;58746.0000000;58753.0000000;58690.0000000;58700.0000000;49940
20170213;100000;58721.0000000;58773.0000000;58432.0000000;58493.0000000;412493
20170213;110000;58493.0000000;58550.0000000;58379.0000000;58506.0000000;251893
20170213;120000;58508.0000000;58560.0000000;58306.0000000;58358.0000000;246217
20170213;130000;58355.0000000;58442.0000000;58347.0000000;58409.0000000;199993
20170213;140000;58410.0000000;58570.0000000;58405.0000000;58525.0000000;187794
20170213;150000;58528.0000000;58546.0000000;58373.0000000;58455.0000000;354369
20170213;160000;58458.0000000;58511.0000000;58381.0000000;58473.0000000;145186
20170213;170000;58471.0000000;58537.0000000;58422.0000000;58490.0000000;157586
20170213;180000;58490.0000000;58562.0000000;58428.0000000;58511.0000000;136372
20170213;190000;58523.0000000;58648.0000000;58519.0000000;58641.0000000;98830
20170213;200000;58642.0000000;58689.0000000;58552.0000000;58570.0000000;59822
20170213;210000;58570.0000000;58591.0000000;58509.0000000;58531.0000000;54744
20170213;220000;58529.0000000;58558.0000000;58461.0000000;58475.0000000;42817
20170213;230000;58471.0000000;58506.0000000;58426.0000000;58449.0000000;27769
20170214;100000;58448.0000000;58472.0000000;58033.0000000;58158.0000000;493403
20170214;110000;58156.0000000;58207.0000000;58060.0000000;58076.0000000;217606
20170214;120000;58077.0000000;58176.0000000;58024.0000000;58117.0000000;199380
20170214;130000;58116.0000000;58133.0000000;57912.0000000;57941.0000000;240461
20170214;140000;57941.0000000;57964.0000000;57689.0000000;57753.0000000;280594
20170214;150000;57750.0000000;57848.0000000;57720.0000000;57803.0000000;149004
20170214;160000;57806.0000000;57828.0000000;57628.0000000;57680.0000000;211798
20170214;170000;57680.0000000;57858.0000000;57654.0000000;57780.0000000;178452
20170214;180000;57777.0000000;57983.0000000;57760.0000000;57929.0000000;252647
20170214;190000;57941.0000000;58019.0000000;57760.0000000;57889.0000000;124318
20170214;200000;57885.0000000;57920.0000000;57718.0000000;57741.0000000;58856
20170214;210000;57741.0000000;57760.0000000;57604.0000000;57653.0000000;67232
20170214;220000;57654.0000000;57685.0000000;57536.0000000;57656.0000000;91387
20170214;230000;57658.0000000;57681.0000000;57539.0000000;57560.0000000;38638
20170215;100000;57548.0000000;57597.0000000;57019.0000000;57135.0000000;589760
20170215;110000;57135.0000000;57475.0000000;56968.0000000;57447.0000000;558026
20170215;120000;57450.0000000;57959.0000000;57437.0000000;57836.0000000;788653
20170215;130000;57832.0000000;57872.0000000;57642.0000000;57755.0000000;255153
20170215;140000;57755.0000000;58082.0000000;57718.0000000;57937.0000000;292570
20170215;150000;57940.0000000;58290.0000000;57819.0000000;58197.0000000;430315
20170215;160000;58194.0000000;58318.0000000;58077.0000000;58175.0000000;408517
20170215;170000;58175.0000000;58187.0000000;57830.0000000;57874.0000000;355152
20170215;180000;57872.0000000;57955.0000000;57658.0000000;57868.0000000;347133
20170215;190000;57822.0000000;57840.0000000;57602.0000000;57739.0000000;177041
20170215;200000;57739.0000000;57817.0000000;57671.0000000;57745.0000000;62422
20170215;210000;57745.0000000;57762.0000000;57678.0000000;57704.0000000;32701
20170215;220000;57705.0000000;57717.0000000;57560.0000000;57624.0000000;76065
20170215;230000;57622.0000000;57718.0000000;57621.0000000;57700.0000000;30965
20170216;100000;57704.0000000;57812.0000000;57411.0000000;57705.0000000;523134
20170216;110000;57705.0000000;57719.0000000;57416.0000000;57572.0000000;329877
20170216;120000;57573.0000000;57696.0000000;57552.0000000;57593.0000000;171630
20170216;130000;57593.0000000;57750.0000000;57572.0000000;57683.0000000;137415
20170216;140000;57683.0000000;57828.0000000;57512.0000000;57612.0000000;310339
20170216;150000;57611.0000000;57668.0000000;57560.0000000;57601.0000000;101480
20170216;160000;57599.0000000;57820.0000000;57532.0000000;57765.0000000;166467
20170216;170000;57765.0000000;57850.0000000;57675.0000000;57723.0000000;301504
20170216;180000;57726.0000000;57940.0000000;57707.0000000;57930.0000000;225284
20170216;190000;57940.0000000;58095.0000000;57940.0000000;58007.0000000;146543
20170216;200000;58005.0000000;58032.0000000;57915.0000000;57969.0000000;63258
20170216;210000;57967.0000000;57977.0000000;57904.0000000;57975.0000000;45771
20170216;220000;57971.0000000;57989.0000000;57953.0000000;57968.0000000;18805
20170216;230000;57968.0000000;58036.0000000;57933.0000000;58027.0000000;38950
20170217;100000;58028.0000000;58140.0000000;57825.0000000;58041.0000000;406801
20170217;110000;58039.0000000;58190.0000000;57982.0000000;58098.0000000;273994
20170217;120000;58098.0000000;58187.0000000;58081.0000000;58136.0000000;215909
20170217;130000;58137.0000000;58629.0000000;58133.0000000;58620.0000000;831857
20170217;140000;58620.0000000;58680.0000000;58457.0000000;58549.0000000;428016
20170217;150000;58549.0000000;58610.0000000;58413.0000000;58479.0000000;212479
20170217;160000;58479.0000000;58570.0000000;58422.0000000;58470.0000000;176695
20170217;170000;58471.0000000;58530.0000000;58335.0000000;58474.0000000;206745
20170217;180000;58475.0000000;58637.0000000;58418.0000000;58633.0000000;155521
20170217;190000;58593.0000000;58829.0000000;58551.0000000;58793.0000000;455928
20170217;200000;58792.0000000;58877.0000000;58788.0000000;58824.0000000;139618
20170217;210000;58824.0000000;58865.0000000;58785.0000000;58852.0000000;49955
20170217;220000;58854.0000000;58914.0000000;58819.0000000;58838.0000000;91436
20170217;230000;58838.0000000;58850.0000000;58768.0000000;58781.0000000;44392
20170220;100000;58767.0000000;58767.0000000;58372.0000000;58433.0000000;380138
20170220;110000;58430.0000000;58476.0000000;58367.0000000;58431.0000000;175915
20170220;120000;58431.0000000;58439.0000000;58261.0000000;58307.0000000;240529
20170220;130000;58307.0000000;58498.0000000;58293.0000000;58467.0000000;205992
20170220;140000;58467.0000000;58480.0000000;58412.0000000;58423.0000000;71954
20170220;150000;58423.0000000;58504.0000000;58371.0000000;58429.0000000;126126
20170220;160000;58429.0000000;58684.0000000;58387.0000000;58607.0000000;214358
20170220;170000;58607.0000000;58620.0000000;58430.0000000;58465.0000000;214821
20170220;180000;58465.0000000;58493.0000000;58375.0000000;58395.0000000;106438
20170220;190000;58412.0000000;58442.0000000;58335.0000000;58352.0000000;53258
20170220;200000;58349.0000000;58406.0000000;58339.0000000;58373.0000000;24797
20170220;210000;58373.0000000;58394.0000000;58350.0000000;58374.0000000;15540
20170220;220000;58371.0000000;58384.0000000;58315.0000000;58365.0000000;23395
20170220;230000;58367.0000000;58372.0000000;58304.0000000;58311.0000000;23264
20170221;100000;58310.0000000;58310.0000000;58077.0000000;58218.0000000;284543
20170221;110000;58220.0000000;58392.0000000;58194.0000000;58358.0000000;323238
20170221;120000;58358.0000000;58397.0000000;58281.0000000;58331.0000000;197466
20170221;130000;58332.0000000;58342.0000000;57959.0000000;57996.0000000;302895
20170221;140000;57994.0000000;58005.0000000;57869.0000000;57949.0000000;306971
20170221;150000;57945.0000000;58126.0000000;57921.0000000;58100.0000000;167893
20170221;160000;58101.0000000;58174.0000000;58024.0000000;58053.0000000;154748
20170221;170000;58055.0000000;58138.0000000;57961.0000000;58046.0000000;196684
20170221;180000;58045.0000000;58063.0000000;57810.0000000;57998.0000000;343773
20170221;190000;58009.0000000;58115.0000000;57991.0000000;58069.0000000;109197
20170221;200000;58069.0000000;58113.0000000;58004.0000000;58004.0000000;40943
20170221;210000;58006.0000000;58040.0000000;57860.0000000;57924.0000000;63282
20170221;220000;57925.0000000;57959.0000000;57837.0000000;57885.0000000;59937
20170221;230000;57885.0000000;57915.0000000;57741.0000000;57746.0000000;83487
20170222;100000;57742.0000000;57896.0000000;57571.0000000;57876.0000000;406912
20170222;110000;57875.0000000;57965.0000000;57824.0000000;57926.0000000;210389
20170222;120000;57926.0000000;58128.0000000;57903.0000000;58123.0000000;329128
20170222;130000;58123.0000000;58223.0000000;58038.0000000;58190.0000000;226581
20170222;140000;58188.0000000;58197.0000000;58036.0000000;58099.0000000;187227
20170222;150000;58096.0000000;58196.0000000;58071.0000000;58098.0000000;146611
20170222;160000;58099.0000000;58351.0000000;58055.0000000;58340.0000000;260128
20170222;170000;58336.0000000;58440.0000000;58167.0000000;58185.0000000;301557
20170222;180000;58185.0000000;58347.0000000;58115.0000000;58235.0000000;195154
20170222;190000;58200.0000000;58339.0000000;58160.0000000;58246.0000000;88933
20170222;200000;58243.0000000;58288.0000000;58181.0000000;58270.0000000;44333
20170222;210000;58265.0000000;58295.0000000;58250.0000000;58274.0000000;26771
20170222;220000;58270.0000000;58352.0000000;58165.0000000;58261.0000000;133609
20170222;230000;58261.0000000;58356.0000000;58250.0000000;58330.0000000;50156
20170224;100000;58326.0000000;58326.0000000;57950.0000000;58177.0000000;186389
20170224;110000;58176.0000000;58344.0000000;58132.0000000;58195.0000000;157469
20170224;120000;58195.0000000;58271.0000000;58110.0000000;58137.0000000;93294
20170224;130000;58141.0000000;58188.0000000;58080.0000000;58167.0000000;84830
20170224;140000;58168.0000000;58210.0000000;58108.0000000;58206.0000000;77871
20170224;150000;58205.0000000;58436.0000000;58162.0000000;58406.0000000;189600
20170224;160000;58407.0000000;58540.0000000;58367.0000000;58535.0000000;150702
20170224;170000;58535.0000000;58880.0000000;58520.0000000;58680.0000000;504421
20170224;180000;58679.0000000;58769.0000000;58626.0000000;58645.0000000;111106
20170227;100000;58610.0000000;58610.0000000;58057.0000000;58111.0000000;311223
20170227;110000;58111.0000000;58199.0000000;58069.0000000;58082.0000000;164606
20170227;120000;58079.0000000;58124.0000000;57909.0000000;57996.0000000;253138
20170227;130000;57992.0000000;58032.0000000;57912.0000000;57953.0000000;179760
20170227;140000;57953.0000000;58015.0000000;57885.0000000;57955.0000000;156549
20170227;150000;57957.0000000;58043.0000000;57927.0000000;58012.0000000;112506
20170227;160000;58016.0000000;58016.0000000;57835.0000000;57945.0000000;161433
20170227;170000;57945.0000000;58225.0000000;57938.0000000;58215.0000000;249324
20170227;180000;58215.0000000;58312.0000000;58188.0000000;58240.0000000;239053
20170227;190000;58276.0000000;58362.0000000;58207.0000000;58216.0000000;95231
20170227;200000;58217.0000000;58274.0000000;58212.0000000;58267.0000000;31787
20170227;210000;58267.0000000;58335.0000000;58255.0000000;58328.0000000;52503
20170227;220000;58328.0000000;58369.0000000;58280.0000000;58289.0000000;51626
20170227;230000;58288.0000000;58333.0000000;58249.0000000;58316.0000000;42204
20170228;100000;58302.0000000;58302.0000000;58085.0000000;58207.0000000;265082
20170228;110000;58211.0000000;58225.0000000;58147.0000000;58165.0000000;149331
20170228;120000;58161.0000000;58218.0000000;58062.0000000;58187.0000000;229177
20170228;130000;58187.0000000;58267.0000000;58125.0000000;58251.0000000;233560
20170228;140000;58251.0000000;58470.0000000;58251.0000000;58367.0000000;349095
20170228;150000;58370.0000000;58458.0000000;58289.0000000;58447.0000000;194893
20170228;160000;58444.0000000;58540.0000000;58387.0000000;58442.0000000;245762
20170228;170000;58443.0000000;58483.0000000;58269.0000000;58477.0000000;244976
20170228;180000;58476.0000000;58560.0000000;58452.0000000;58495.0000000;161948
20170228;190000;58519.0000000;58736.0000000;58448.0000000;58690.0000000;188518
20170228;200000;58690.0000000;58727.0000000;58660.0000000;58688.0000000;48872
20170228;210000;58687.0000000;58694.0000000;58491.0000000;58500.0000000;85482
20170228;220000;58500.0000000;58568.0000000;58481.0000000;58545.0000000;66243
20170228;230000;58545.0000000;58568.0000000;58526.0000000;58548.0000000;37108
20170301;100000;58547.0000000;58742.0000000;58500.0000000;58535.0000000;392465
20170301;110000;58533.0000000;58614.0000000;58457.0000000;58485.0000000;189321
20170301;120000;58484.0000000;58510.0000000;58333.0000000;58365.0000000;254818
20170301;130000;58364.0000000;58419.0000000;58260.0000000;58362.0000000;231289
20170301;140000;58358.0000000;58360.0000000;58194.0000000;58284.0000000;263125
20170301;150000;58286.0000000;58536.0000000;58270.0000000;58527.0000000;181191
20170301;160000;58528.0000000;58660.0000000;58491.0000000;58598.0000000;309096
20170301;170000;58595.0000000;58688.0000000;58522.0000000;58636.0000000;273039
